activation_time_s,mean_mcherry_intensity,region,point_idx,power_density_nW,experiment_time_s
11,755.4291753,activated,11,0.030906878975006543,1649.0
12,757.3431707000001,activated,11,0.030906878975006543,1650.0
13,757.726519,activated,11,0.030906878975006543,1651.0
14,761.8040120000001,activated,11,0.030906878975006543,1652.0
15,764.2014051,activated,11,0.030906878975006543,1653.0
16,764.5085494,activated,11,0.030906878975006543,1654.0
17,762.9358319,activated,11,0.030906878975006543,1655.0
18,762.9820593999999,activated,11,0.030906878975006543,1656.0
19,767.5362034,activated,11,0.030906878975006543,1657.0
20,763.0977966,activated,11,0.030906878975006543,1658.0
21,764.1488664,activated,11,0.030906878975006543,1659.0
22,762.6696548,activated,11,0.030906878975006543,1660.0
23,763.1137109,activated,11,0.030906878975006543,1661.0
24,762.1251778,activated,11,0.030906878975006543,1662.0
25,761.8067756,activated,11,0.030906878975006543,1663.0
26,759.5323772999999,activated,11,0.030906878975006543,1664.0
27,757.6054054,activated,11,0.030906878975006543,1665.0
28,758.9304323,activated,11,0.030906878975006543,1666.0
29,760.2720933999999,activated,11,0.030906878975006543,1667.0
30,759.9723633,activated,11,0.030906878975006543,1668.0
31,760.0721629999999,activated,11,0.030906878975006543,1669.0
32,762.9447615,activated,11,0.030906878975006543,1670.0
33,763.2613754,activated,11,0.030906878975006543,1671.0
34,762.3416959,activated,11,0.030906878975006543,1672.0
35,761.2947426,activated,11,0.030906878975006543,1673.0
36,756.9321973,activated,11,0.030906878975006543,1674.0
37,764.0806456,activated,11,0.030906878975006543,1675.0
38,764.6564403,activated,11,0.030906878975006543,1676.0
39,767.4977792000001,activated,11,0.030906878975006543,1677.0
40,760.9146688999999,activated,11,0.030906878975006543,1678.0
41,758.991471,activated,11,0.030906878975006543,1679.0
42,756.6594595,activated,11,0.030906878975006543,1680.0
43,755.4519522999999,activated,11,0.030906878975006543,1681.0
44,755.4361541000001,activated,11,0.030906878975006543,1682.0
45,753.6424072000001,activated,11,0.030906878975006543,1683.0
46,750.1561762,activated,11,0.030906878975006543,1684.0
47,749.5209743,activated,11,0.030906878975006543,1685.0
48,750.0841059999999,activated,11,0.030906878975006543,1686.0
49,746.199611,activated,11,0.030906878975006543,1687.0
50,744.0729236000001,activated,11,0.030906878975006543,1688.0
51,744.7276744,activated,11,0.030906878975006543,1689.0
52,743.2473307,activated,11,0.030906878975006543,1690.0
53,741.1327895,activated,11,0.030906878975006543,1691.0
54,740.5981363,activated,11,0.030906878975006543,1692.0
55,739.80036,activated,11,0.030906878975006543,1693.0
56,739.2486545,activated,11,0.030906878975006543,1694.0
57,739.1524487,activated,11,0.030906878975006543,1695.0
58,737.7692861,activated,11,0.030906878975006543,1696.0
59,736.9694197000001,activated,11,0.030906878975006543,1697.0
60,737.8396725,activated,11,0.030906878975006543,1698.0
61,736.2085871,activated,11,0.030906878975006543,1699.0
62,734.2042152,activated,11,0.030906878975006543,1700.0
63,734.2487009,activated,11,0.030906878975006543,1701.0
64,732.8424536,activated,11,0.030906878975006543,1702.0
65,732.2165181,activated,11,0.030906878975006543,1703.0
66,729.6543849999999,activated,11,0.030906878975006543,1704.0
67,730.9877435,activated,11,0.030906878975006543,1705.0
68,733.6690568,activated,11,0.030906878975006543,1706.0
69,727.7683804,activated,11,0.030906878975006543,1707.0
70,729.6819404,activated,11,0.030906878975006543,1708.0
71,728.9680437000001,activated,11,0.030906878975006543,1709.0
72,726.4485209,activated,11,0.030906878975006543,1710.0
73,727.9523152,activated,11,0.030906878975006543,1711.0
74,726.3562574,activated,11,0.030906878975006543,1712.0
0,679.0,preactivation,11,0.030906878975006543,1638.0
0,241.34130860000002,dark,12,0.06682573169467801,1810.8
1,238.230957,dark,12,0.06682573169467801,1811.8
2,244.47753909999997,dark,12,0.06682573169467801,1812.8
3,244.3637695,dark,12,0.06682573169467801,1813.8
4,242.53369139999998,dark,12,0.06682573169467801,1814.8
5,247.8276367,dark,12,0.06682573169467801,1815.8
6,250.0981445,dark,12,0.06682573169467801,1816.8
7,244.315918,dark,12,0.06682573169467801,1817.8
8,247.31152340000003,dark,12,0.06682573169467801,1818.8
9,251.7963867,dark,12,0.06682573169467801,1819.8
10,249.0039063,dark,12,0.06682573169467801,1820.8
11,244.7749023,dark,12,0.06682573169467801,1821.8
12,248.70849610000002,dark,12,0.06682573169467801,1822.8
13,248.8510742,dark,12,0.06682573169467801,1823.8
14,243.7148438,dark,12,0.06682573169467801,1824.8
15,249.2036133,dark,12,0.06682573169467801,1825.8
16,251.0327148,dark,12,0.06682573169467801,1826.8
17,250.5424805,dark,12,0.06682573169467801,1827.8
18,251.6723633,dark,12,0.06682573169467801,1828.8
19,247.48339840000003,dark,12,0.06682573169467801,1829.8
20,247.71972659999997,dark,12,0.06682573169467801,1830.8
21,247.9780273,dark,12,0.06682573169467801,1831.8
22,245.9882813,dark,12,0.06682573169467801,1832.8
23,243.5932617,dark,12,0.06682573169467801,1833.8
24,243.46972659999997,dark,12,0.06682573169467801,1834.8
25,245.1889648,dark,12,0.06682573169467801,1835.8
26,243.6855469,dark,12,0.06682573169467801,1836.8
27,244.11621090000003,dark,12,0.06682573169467801,1837.8
28,246.7797852,dark,12,0.06682573169467801,1838.8
29,244.82568360000002,dark,12,0.06682573169467801,1839.8
30,248.0097656,dark,12,0.06682573169467801,1840.8
31,248.2807617,dark,12,0.06682573169467801,1841.8
32,251.1367188,dark,12,0.06682573169467801,1842.8
33,246.21191409999997,dark,12,0.06682573169467801,1843.8
34,241.38818360000002,dark,12,0.06682573169467801,1844.8
35,247.76074219999998,dark,12,0.06682573169467801,1845.8
36,245.9277344,dark,12,0.06682573169467801,1846.8
37,245.15087889999998,dark,12,0.06682573169467801,1847.8
38,242.18994139999998,dark,12,0.06682573169467801,1848.8
39,242.3354492,dark,12,0.06682573169467801,1849.8
40,244.04443360000002,dark,12,0.06682573169467801,1850.8
41,244.9780273,dark,12,0.06682573169467801,1851.8
42,245.49902340000003,dark,12,0.06682573169467801,1852.8
0,648.9361164,activated,12,0.06682573169467801,1810.8
1,673.4940459,activated,12,0.06682573169467801,1811.8
2,702.4517897000001,activated,12,0.06682573169467801,1812.8
3,731.0486951,activated,12,0.06682573169467801,1813.8
4,746.38635,activated,12,0.06682573169467801,1814.8
5,767.6700671,activated,12,0.06682573169467801,1815.8
6,792.9745987000001,activated,12,0.06682573169467801,1816.8
7,808.1771185,activated,12,0.06682573169467801,1817.8
8,819.9339507,activated,12,0.06682573169467801,1818.8
9,832.0587047,activated,12,0.06682573169467801,1819.8
10,836.5877899000001,activated,12,0.06682573169467801,1820.8
11,848.4638604,activated,12,0.06682573169467801,1821.8
12,847.7231457,activated,12,0.06682573169467801,1822.8
13,858.0591575,activated,12,0.06682573169467801,1823.8
14,858.6228873,activated,12,0.06682573169467801,1824.8
15,860.7593637,activated,12,0.06682573169467801,1825.8
16,863.6322349999999,activated,12,0.06682573169467801,1826.8
17,864.2986443,activated,12,0.06682573169467801,1827.8
18,867.0972567,activated,12,0.06682573169467801,1828.8
19,865.2280141000001,activated,12,0.06682573169467801,1829.8
20,866.7033762,activated,12,0.06682573169467801,1830.8
21,859.7198479,activated,12,0.06682573169467801,1831.8
22,869.2624844000001,activated,12,0.06682573169467801,1832.8
23,867.0565274,activated,12,0.06682573169467801,1833.8
24,868.3450982999999,activated,12,0.06682573169467801,1834.8
25,867.8939356000001,activated,12,0.06682573169467801,1835.8
26,873.692728,activated,12,0.06682573169467801,1836.8
27,871.5003571000001,activated,12,0.06682573169467801,1837.8
28,872.2034081,activated,12,0.06682573169467801,1838.8
29,869.1999302999999,activated,12,0.06682573169467801,1839.8
30,872.8692136,activated,12,0.06682573169467801,1840.8
31,876.2217668,activated,12,0.06682573169467801,1841.8
32,877.1065752999999,activated,12,0.06682573169467801,1842.8
33,874.1040091,activated,12,0.06682573169467801,1843.8
34,874.7088163999999,activated,12,0.06682573169467801,1844.8
35,873.5081546,activated,12,0.06682573169467801,1845.8
36,874.544686,activated,12,0.06682573169467801,1846.8
37,874.2257149000001,activated,12,0.06682573169467801,1847.8
38,876.909728,activated,12,0.06682573169467801,1848.8
39,881.0062472999999,activated,12,0.06682573169467801,1849.8
40,880.2917467,activated,12,0.06682573169467801,1850.8
41,878.1046418999999,activated,12,0.06682573169467801,1851.8
42,876.3269428,activated,12,0.06682573169467801,1852.8
0,653.0,preactivation,12,0.06682573169467801,1810.8
0,258.9277344,dark,13,0.06682573169467801,2012.4
1,261.0048828,dark,13,0.06682573169467801,2013.4
2,257.7290039,dark,13,0.06682573169467801,2014.4
3,251.51660159999997,dark,13,0.06682573169467801,2015.4
4,260.2548828,dark,13,0.06682573169467801,2016.4
5,263.2197266,dark,13,0.06682573169467801,2017.4
6,265.6279297,dark,13,0.06682573169467801,2018.4
7,268.3671875,dark,13,0.06682573169467801,2019.4
8,269.574707,dark,13,0.06682573169467801,2020.4
9,269.82617189999996,dark,13,0.06682573169467801,2021.4
10,278.112793,dark,13,0.06682573169467801,2022.4
11,285.2719727,dark,13,0.06682573169467801,2023.4
12,277.11132810000004,dark,13,0.06682573169467801,2024.4
13,281.72851560000004,dark,13,0.06682573169467801,2025.4
14,287.4204102,dark,13,0.06682573169467801,2026.4
15,284.11523439999996,dark,13,0.06682573169467801,2027.4
16,285.8149414,dark,13,0.06682573169467801,2028.4
17,284.8793945,dark,13,0.06682573169467801,2029.4
18,284.3056641,dark,13,0.06682573169467801,2030.4
19,282.6870117,dark,13,0.06682573169467801,2031.4
20,277.6889648,dark,13,0.06682573169467801,2032.4
21,292.8920898,dark,13,0.06682573169467801,2033.4
22,284.5004883,dark,13,0.06682573169467801,2034.4
23,287.6293945,dark,13,0.06682573169467801,2035.4
24,291.4365234,dark,13,0.06682573169467801,2036.4
25,286.7036133,dark,13,0.06682573169467801,2037.4
26,289.3876953,dark,13,0.06682573169467801,2038.4
27,304.6186523,dark,13,0.06682573169467801,2039.4
28,291.8837891,dark,13,0.06682573169467801,2040.4
29,292.4111328,dark,13,0.06682573169467801,2041.4
30,289.7368164,dark,13,0.06682573169467801,2042.4
31,292.8164063,dark,13,0.06682573169467801,2043.4
32,289.0444336,dark,13,0.06682573169467801,2044.4
0,675.3960867000001,activated,13,0.06682573169467801,2012.4
1,692.42179,activated,13,0.06682573169467801,2013.4
2,723.7770198,activated,13,0.06682573169467801,2014.4
3,745.9955119,activated,13,0.06682573169467801,2015.4
4,780.6137603,activated,13,0.06682573169467801,2016.4
5,795.5347984,activated,13,0.06682573169467801,2017.4
6,832.5398438,activated,13,0.06682573169467801,2018.4
7,856.4837982999999,activated,13,0.06682573169467801,2019.4
8,863.3172352,activated,13,0.06682573169467801,2020.4
9,872.5279705,activated,13,0.06682573169467801,2021.4
10,879.9640607000001,activated,13,0.06682573169467801,2022.4
11,891.0187186,activated,13,0.06682573169467801,2023.4
12,897.1519609999999,activated,13,0.06682573169467801,2024.4
13,899.7359944,activated,13,0.06682573169467801,2025.4
14,904.3905710000001,activated,13,0.06682573169467801,2026.4
15,904.3196214,activated,13,0.06682573169467801,2027.4
16,908.3348797,activated,13,0.06682573169467801,2028.4
17,910.5929457000001,activated,13,0.06682573169467801,2029.4
18,911.8922809000001,activated,13,0.06682573169467801,2030.4
19,910.6395506000001,activated,13,0.06682573169467801,2031.4
20,909.2285539999999,activated,13,0.06682573169467801,2032.4
21,917.1153366000001,activated,13,0.06682573169467801,2033.4
22,915.3608964,activated,13,0.06682573169467801,2034.4
23,915.4866549000001,activated,13,0.06682573169467801,2035.4
24,917.4569395999999,activated,13,0.06682573169467801,2036.4
25,918.8708102,activated,13,0.06682573169467801,2037.4
26,912.8128313,activated,13,0.06682573169467801,2038.4
27,922.8641739,activated,13,0.06682573169467801,2039.4
28,922.7126716,activated,13,0.06682573169467801,2040.4
29,920.4316776000001,activated,13,0.06682573169467801,2041.4
30,916.2252619999999,activated,13,0.06682573169467801,2042.4
31,922.426249,activated,13,0.06682573169467801,2043.4
32,922.6918222,activated,13,0.06682573169467801,2044.4
0,666.0,preactivation,13,0.06682573169467801,2012.4
0,287.1186523,dark,14,0.1083782783324549,2203.2
1,286.7055664,dark,14,0.1083782783324549,2204.2
2,295.0625,dark,14,0.1083782783324549,2205.2
3,293.5991211,dark,14,0.1083782783324549,2206.2
4,294.61132810000004,dark,14,0.1083782783324549,2207.2
5,295.7749023,dark,14,0.1083782783324549,2208.2
6,294.7348633,dark,14,0.1083782783324549,2209.2
7,292.7368164,dark,14,0.1083782783324549,2210.2
8,296.3237305,dark,14,0.1083782783324549,2211.2
9,294.6650391,dark,14,0.1083782783324549,2212.2
10,298.621582,dark,14,0.1083782783324549,2213.2
11,295.4106445,dark,14,0.1083782783324549,2214.2
12,296.7041016,dark,14,0.1083782783324549,2215.2
13,294.1987305,dark,14,0.1083782783324549,2216.2
14,294.49804689999996,dark,14,0.1083782783324549,2217.2
15,300.0615234,dark,14,0.1083782783324549,2218.2
16,288.9272461,dark,14,0.1083782783324549,2219.2
17,295.45898439999996,dark,14,0.1083782783324549,2220.2
18,301.3022461,dark,14,0.1083782783324549,2221.2
19,305.1875,dark,14,0.1083782783324549,2222.2
20,298.45117189999996,dark,14,0.1083782783324549,2223.2
21,297.9604492,dark,14,0.1083782783324549,2224.2
22,299.6499023,dark,14,0.1083782783324549,2225.2
23,297.3320313,dark,14,0.1083782783324549,2226.2
24,294.8100586,dark,14,0.1083782783324549,2227.2
25,298.8666992,dark,14,0.1083782783324549,2228.2
26,292.4736328,dark,14,0.1083782783324549,2229.2
27,292.5205078,dark,14,0.1083782783324549,2230.2
28,291.8696289,dark,14,0.1083782783324549,2231.2
29,298.8325195,dark,14,0.1083782783324549,2232.2
0,737.5515138999999,activated,14,0.1083782783324549,2203.2
1,755.8624147,activated,14,0.1083782783324549,2204.2
2,795.8131274,activated,14,0.1083782783324549,2205.2
3,817.6007896000001,activated,14,0.1083782783324549,2206.2
4,855.2557784,activated,14,0.1083782783324549,2207.2
5,879.8620954,activated,14,0.1083782783324549,2208.2
6,898.8144802000002,activated,14,0.1083782783324549,2209.2
7,916.0176851,activated,14,0.1083782783324549,2210.2
8,930.3598456,activated,14,0.1083782783324549,2211.2
9,941.8437774,activated,14,0.1083782783324549,2212.2
10,948.0974076,activated,14,0.1083782783324549,2213.2
11,956.9631724,activated,14,0.1083782783324549,2214.2
12,962.9216071000001,activated,14,0.1083782783324549,2215.2
13,965.979946,activated,14,0.1083782783324549,2216.2
14,969.3362731000001,activated,14,0.1083782783324549,2217.2
15,970.8445728,activated,14,0.1083782783324549,2218.2
16,972.5832611999999,activated,14,0.1083782783324549,2219.2
17,973.5073765000001,activated,14,0.1083782783324549,2220.2
18,977.9153539999999,activated,14,0.1083782783324549,2221.2
19,980.3459634,activated,14,0.1083782783324549,2222.2
20,975.9266409,activated,14,0.1083782783324549,2223.2
21,978.3929863,activated,14,0.1083782783324549,2224.2
22,975.9805847000001,activated,14,0.1083782783324549,2225.2
23,977.8452869999999,activated,14,0.1083782783324549,2226.2
24,979.5743315999999,activated,14,0.1083782783324549,2227.2
25,978.5866345000001,activated,14,0.1083782783324549,2228.2
26,978.8658751,activated,14,0.1083782783324549,2229.2
27,980.0581996,activated,14,0.1083782783324549,2230.2
28,983.0099283,activated,14,0.1083782783324549,2231.2
29,981.5807647,activated,14,0.1083782783324549,2232.2
0,726.0,preactivation,14,0.1083782783324549,2203.2
0,253.1479492,dark,15,0.1083782783324549,2376.0
1,253.07714840000003,dark,15,0.1083782783324549,2377.0
2,253.70019530000002,dark,15,0.1083782783324549,2378.0
3,255.3061523,dark,15,0.1083782783324549,2379.0
4,257.6220703,dark,15,0.1083782783324549,2380.0
5,253.4291992,dark,15,0.1083782783324549,2381.0
6,260.6137695,dark,15,0.1083782783324549,2382.0
7,267.2744141,dark,15,0.1083782783324549,2383.0
8,273.11523439999996,dark,15,0.1083782783324549,2384.0
9,275.9296875,dark,15,0.1083782783324549,2385.0
10,277.3198242,dark,15,0.1083782783324549,2386.0
11,281.3779297,dark,15,0.1083782783324549,2387.0
12,281.46289060000004,dark,15,0.1083782783324549,2388.0
13,289.6259766,dark,15,0.1083782783324549,2389.0
14,286.15820310000004,dark,15,0.1083782783324549,2390.0
15,290.2924805,dark,15,0.1083782783324549,2391.0
16,289.6137695,dark,15,0.1083782783324549,2392.0
17,288.5737305,dark,15,0.1083782783324549,2393.0
18,289.4672852,dark,15,0.1083782783324549,2394.0
19,293.91601560000004,dark,15,0.1083782783324549,2395.0
20,286.2631836,dark,15,0.1083782783324549,2396.0
21,290.81835939999996,dark,15,0.1083782783324549,2397.0
22,288.0771484,dark,15,0.1083782783324549,2398.0
23,284.6367188,dark,15,0.1083782783324549,2399.0
24,288.4677734,dark,15,0.1083782783324549,2400.0
25,289.2612305,dark,15,0.1083782783324549,2401.0
26,295.57617189999996,dark,15,0.1083782783324549,2402.0
27,286.79882810000004,dark,15,0.1083782783324549,2403.0
28,293.4267578,dark,15,0.1083782783324549,2404.0
29,290.7124023,dark,15,0.1083782783324549,2405.0
0,732.5521932,activated,15,0.1083782783324549,2376.0
1,752.5820767999999,activated,15,0.1083782783324549,2377.0
2,791.4101489,activated,15,0.1083782783324549,2378.0
3,825.4965077,activated,15,0.1083782783324549,2379.0
4,855.2280024,activated,15,0.1083782783324549,2380.0
5,873.2806688999999,activated,15,0.1083782783324549,2381.0
6,892.7089268,activated,15,0.1083782783324549,2382.0
7,908.3203066,activated,15,0.1083782783324549,2383.0
8,926.8458385,activated,15,0.1083782783324549,2384.0
9,943.5871745,activated,15,0.1083782783324549,2385.0
10,970.9342583999999,activated,15,0.1083782783324549,2386.0
11,988.85244,activated,15,0.1083782783324549,2387.0
12,999.4060383,activated,15,0.1083782783324549,2388.0
13,1005.3970390000001,activated,15,0.1083782783324549,2389.0
14,1010.0840599999999,activated,15,0.1083782783324549,2390.0
15,1013.3019710000001,activated,15,0.1083782783324549,2391.0
16,1017.953952,activated,15,0.1083782783324549,2392.0
17,1014.5835689999999,activatedd,15,0.1083782783324549,2393.0
18,1018.1126429999999,activated,15,0.1083782783324549,2394.0
19,1022.1977300000001,activated,15,0.1083782783324549,2395.0
20,1018.0325310000001,activated,15,0.1083782783324549,2396.0
21,1019.20965,activated,15,0.1083782783324549,2397.0
22,1023.8524050000001,activated,15,0.1083782783324549,2398.0
23,1019.034168,activated,15,0.1083782783324549,2399.0
24,1017.556048,activated,15,0.1083782783324549,2400.0
25,1022.5771179999999,activated,15,0.1083782783324549,2401.0
26,1022.774541,activated,15,0.1083782783324549,2402.0
27,1019.342724,activated,15,0.1083782783324549,2403.0
28,1023.6915029999999,activated,15,0.1083782783324549,2404.0
29,1020.7632769999999,activated,15,0.1083782783324549,2405.0
0,735.0,preactivation,15,0.1083782783324549,2376.0
0,256.9995117,dark,16,0.17576838915843104,2563.2
1,256.0625,dark,16,0.17576838915843104,2564.2
2,256.9594727,dark,16,0.17576838915843104,2565.2
3,257.7587891,dark,16,0.17576838915843104,2566.2
4,259.2290039,dark,16,0.17576838915843104,2567.2
5,259.5786133,dark,16,0.17576838915843104,2568.2
6,259.6118164,dark,16,0.17576838915843104,2569.2
7,254.6987305,dark,16,0.17576838915843104,2570.2
8,254.3457031,dark,16,0.17576838915843104,2571.2
9,255.5957031,dark,16,0.17576838915843104,2572.2
10,258.8862305,dark,16,0.17576838915843104,2573.2
11,256.2128906,dark,16,0.17576838915843104,2574.2
12,261.9130859,dark,16,0.17576838915843104,2575.2
13,260.1220703,dark,16,0.17576838915843104,2576.2
14,257.6367188,dark,16,0.17576838915843104,2577.2
15,263.1679688,dark,16,0.17576838915843104,2578.2
16,265.9936523,dark,16,0.17576838915843104,2579.2
17,262.2978516,dark,16,0.17576838915843104,2580.2
18,264.9013672,dark,16,0.17576838915843104,2581.2
19,263.0253906,dark,16,0.17576838915843104,2582.2
20,261.7182617,dark,16,0.17576838915843104,2583.2
21,264.8242188,dark,16,0.17576838915843104,2584.2
22,264.0478516,dark,16,0.17576838915843104,2585.2
23,263.6264648,dark,16,0.17576838915843104,2586.2
24,264.309082,dark,16,0.17576838915843104,2587.2
25,258.1821289,dark,16,0.17576838915843104,2588.2
26,263.5605469,dark,16,0.17576838915843104,2589.2
27,263.8676758,dark,16,0.17576838915843104,2590.2
28,262.8022461,dark,16,0.17576838915843104,2591.2
29,266.7246094,dark,16,0.17576838915843104,2592.2
30,265.7768555,dark,16,0.17576838915843104,2593.2
31,264.1308594,dark,16,0.17576838915843104,2594.2
32,265.4067383,dark,16,0.17576838915843104,2595.2
0,712.0386449,activated,16,0.17576838915843104,2563.2
1,734.5864546,activated,16,0.17576838915843104,2564.2
2,780.0178361000001,activated,16,0.17576838915843104,2565.2
3,822.5975963,activated,16,0.17576838915843104,2566.2
4,857.9023543,activated,16,0.17576838915843104,2567.2
5,893.4672918,activated,16,0.17576838915843104,2568.2
6,927.6176677000001,activated,16,0.17576838915843104,2569.2
7,958.5972015000001,activated,16,0.17576838915843104,2570.2
8,979.5195110999999,activated,16,0.17576838915843104,2571.2
9,999.1300374,activated,16,0.17576838915843104,2572.2
10,1017.9493890000001,activated,16,0.17576838915843104,2573.2
11,1033.232415,activated,16,0.17576838915843104,2574.2
12,1045.379133,activated,16,0.17576838915843104,2575.2
13,1057.6245880000001,activated,16,0.17576838915843104,2576.2
14,1063.745487,activated,16,0.17576838915843104,2577.2
15,1070.488234,activated,16,0.17576838915843104,2578.2
16,1101.25035,activated,16,0.17576838915843104,2579.2
17,1113.012245,activated,16,0.17576838915843104,2580.2
18,1123.839452,activated,16,0.17576838915843104,2581.2
19,1120.806468,activated,16,0.17576838915843104,2582.2
20,1117.577217,activated,16,0.17576838915843104,2583.2
21,1121.6418210000002,activated,16,0.17576838915843104,2584.2
22,1118.014631,activated,16,0.17576838915843104,2585.2
23,1128.772329,activated,16,0.17576838915843104,2586.2
24,1138.570912,activated,16,0.17576838915843104,2587.2
25,1138.224496,activated,16,0.17576838915843104,2588.2
26,1139.05824,activated,16,0.17576838915843104,2589.2
27,1134.234592,activated,16,0.17576838915843104,2590.2
28,1130.473127,activated,16,0.17576838915843104,2591.2
29,1127.93942,activated,16,0.17576838915843104,2592.2
30,1124.769327,activated,16,0.17576838915843104,2593.2
31,1125.330223,activated,16,0.17576838915843104,2594.2
32,1120.748077,activated,16,0.17576838915843104,2595.2
0,708.0,preactivation,16,0.17576838915843104,2563.2
0,251.5253906,dark,17,0.17576838915843104,2743.2
1,253.84082030000002,dark,17,0.17576838915843104,2744.2
2,254.9316406,dark,17,0.17576838915843104,2745.2
3,256.7651367,dark,17,0.17576838915843104,2746.2
4,252.8359375,dark,17,0.17576838915843104,2747.2
5,259.9155273,dark,17,0.17576838915843104,2748.2
6,253.7124023,dark,17,0.17576838915843104,2749.2
7,255.2539063,dark,17,0.17576838915843104,2750.2
8,260.6542969,dark,17,0.17576838915843104,2751.2
9,258.3364258,dark,17,0.17576838915843104,2752.2
10,256.4125977,dark,17,0.17576838915843104,2753.2
11,265.3959961,dark,17,0.17576838915843104,2754.2
12,258.2763672,dark,17,0.17576838915843104,2755.2
13,258.2724609,dark,17,0.17576838915843104,2756.2
14,254.98535159999997,dark,17,0.17576838915843104,2757.2
15,262.590332,dark,17,0.17576838915843104,2758.2
16,257.6293945,dark,17,0.17576838915843104,2759.2
17,256.7949219,dark,17,0.17576838915843104,2760.2
18,256.8105469,dark,17,0.17576838915843104,2761.2
19,256.2900391,dark,17,0.17576838915843104,2762.2
20,253.7983398,dark,17,0.17576838915843104,2763.2
21,258.7407227,dark,17,0.17576838915843104,2764.2
22,260.3867188,dark,17,0.17576838915843104,2765.2
23,260.3041992,dark,17,0.17576838915843104,2766.2
24,256.7358398,dark,17,0.17576838915843104,2767.2
25,255.55224610000002,dark,17,0.17576838915843104,2768.2
26,260.5795898,dark,17,0.17576838915843104,2769.2
27,260.3886719,dark,17,0.17576838915843104,2770.2
28,260.6254883,dark,17,0.17576838915843104,2771.2
29,262.5004883,dark,17,0.17576838915843104,2772.2
30,262.1464844,dark,17,0.17576838915843104,2773.2
31,260.2050781,dark,17,0.17576838915843104,2774.2
32,259.2509766,dark,17,0.17576838915843104,2775.2
33,257.4526367,dark,17,0.17576838915843104,2776.2
34,258.8188477,dark,17,0.17576838915843104,2777.2
35,263.1269531,dark,17,0.17576838915843104,2778.2
0,747.2127791,activated,17,0.17576838915843104,2743.2
1,776.2670479,activated,17,0.17576838915843104,2744.2
2,818.2633553,activated,17,0.17576838915843104,2745.2
3,861.0948877999998,activated,17,0.17576838915843104,2746.2
4,897.5380265000001,activated,17,0.17576838915843104,2747.2
5,930.9968472999999,activated,17,0.17576838915843104,2748.2
6,951.4347142000001,activated,17,0.17576838915843104,2749.2
7,972.6402414999999,activated,17,0.17576838915843104,2750.2
8,988.2666299000001,activated,17,0.17576838915843104,2751.2
9,1007.4140390000001,activated,17,0.17576838915843104,2752.2
10,1014.966267,activated,17,0.17576838915843104,2753.2
11,1024.989323,activated,17,0.17576838915843104,2754.2
12,1036.579023,activated,17,0.17576838915843104,2755.2
13,1035.271368,activated,17,0.17576838915843104,2756.2
14,1039.2139630000001,activated,17,0.17576838915843104,2757.2
15,1049.708671,activated,17,0.17576838915843104,2758.2
16,1044.987773,activated,17,0.17576838915843104,2759.2
17,1052.723122,activated,17,0.17576838915843104,2760.2
18,1050.592748,activated,17,0.17576838915843104,2761.2
19,1051.6487240000001,activated,17,0.17576838915843104,2762.2
20,1049.850193,activated,17,0.17576838915843104,2763.2
21,1050.084977,activated,17,0.17576838915843104,2764.2
22,1054.210863,activated,17,0.17576838915843104,2765.2
23,1055.797265,activated,17,0.17576838915843104,2766.2
24,1053.227288,activated,17,0.17576838915843104,2767.2
25,1062.617575,activated,17,0.17576838915843104,2768.2
26,1058.801144,activated,17,0.17576838915843104,2769.2
27,1060.188336,activated,17,0.17576838915843104,2770.2
28,1060.006091,activated,17,0.17576838915843104,2771.2
29,1062.172677,activated,17,0.17576838915843104,2772.2
30,1067.037257,activated,17,0.17576838915843104,2773.2
31,1072.352501,activated,17,0.17576838915843104,2774.2
32,1065.824734,activated,17,0.17576838915843104,2775.2
33,1062.903167,activated,17,0.17576838915843104,2776.2
34,1061.157779,activated,17,0.17576838915843104,2777.2
35,1063.628148,activated,17,0.17576838915843104,2778.2
0,753.0,preactivation,17,0.17576838915843104,2743.2
0,278.75195310000004,dark,18,0.2850619801560182,3024.0
1,278.5170898,dark,18,0.2850619801560182,3025.0
2,280.1455078,dark,18,0.2850619801560182,3026.0
3,276.1206055,dark,18,0.2850619801560182,3027.0
4,273.3198242,dark,18,0.2850619801560182,3028.0
5,277.3833008,dark,18,0.2850619801560182,3029.0
6,283.2719727,dark,18,0.2850619801560182,3030.0
7,281.8491211,dark,18,0.2850619801560182,3031.0
8,286.1748047,dark,18,0.2850619801560182,3032.0
9,284.6787109,dark,18,0.2850619801560182,3033.0
10,288.9995117,dark,18,0.2850619801560182,3034.0
11,282.8857422,dark,18,0.2850619801560182,3035.0
12,289.6831055,dark,18,0.2850619801560182,3036.0
13,286.6118164,dark,18,0.2850619801560182,3037.0
14,288.1499023,dark,18,0.2850619801560182,3038.0
15,291.1796875,dark,18,0.2850619801560182,3039.0
16,288.074707,dark,18,0.2850619801560182,3040.0
17,286.4291992,dark,18,0.2850619801560182,3041.0
18,287.2099609,dark,18,0.2850619801560182,3042.0
19,288.2006836,dark,18,0.2850619801560182,3043.0
20,288.8295898,dark,18,0.2850619801560182,3044.0
21,296.5541992,dark,18,0.2850619801560182,3045.0
22,288.0556641,dark,18,0.2850619801560182,3046.0
23,289.534668,dark,18,0.2850619801560182,3047.0
24,292.9506836,dark,18,0.2850619801560182,3048.0
25,291.3588867,dark,18,0.2850619801560182,3049.0
