lower_bound,percentile,power_density_nW,upper_bound
1.000653292577446,60,0.08981012365831499,1.3463058303625912
1.0005559393695689,70,0.08981012365831499,1.3591540327344256
1.0004813947888294,80,0.08981012365831499,1.3799960725770002
1.0003928654843663,90,0.08981012365831499,1.4076190399013295
1.0003704148671235,100,0.1083782783324549,1.6596993012868506
1.2390876001588178,10,0.1083782783324549,1.2741964396184489
1.2562015138125355,1,0.1083782783324549,1.258737892821669
1.22629865037867,20,0.1083782783324549,1.2865502537617728
1.2066681269264554,30,0.1083782783324549,1.297859099085273
1.1896794901894046,40,0.1083782783324549,1.3128431406919965
1.071305172816155,50,0.1083782783324549,1.328806701193434
1.0007013760380354,60,0.1083782783324549,1.3457199116905554
1.0006346902335121,70,0.1083782783324549,1.3635243891402062
1.0005787654837814,80,0.1083782783324549,1.3866319257814956
1.0005278687586971,90,0.1083782783324549,1.4182338293566483
1.0005593020533852,100,0.17576838915843104,1.6417372977646116
1.3314658011564309,10,0.17576838915843104,1.3647697064965172
1.3472960221204489,1,0.17576838915843104,1.3500060333314263
1.3126839273851598,20,0.17576838915843104,1.3781641091781864
1.2923926097278036,30,0.17576838915843104,1.3894383598779267
1.2668406938970378,40,0.17576838915843104,1.4013819134623768
1.1170869512285089,50,0.17576838915843104,1.4135430492559888
1.001032452722492,60,0.17576838915843104,1.4338665023393729
1.000954211199661,70,0.17576838915843104,1.4544931349222248
1.0008892154846132,80,0.17576838915843104,1.4783855358541909
1.0008087284205855,90,0.17576838915843104,1.5115511814468665
1.000795163592601,100,0.2850619801560182,1.816941074487613
1.41782232439138,10,0.2850619801560182,1.4475057843127017
1.4317572893527095,1,0.2850619801560182,1.4338629238823044
1.402083944337731,20,0.2850619801560182,1.463948928894875
1.3817101284579865,30,0.2850619801560182,1.4767911927130393
1.3517132223788215,40,0.2850619801560182,1.4942709530895486
1.158229101291638,50,0.2850619801560182,1.513534783512675
1.0015208631298949,60,0.2850619801560182,1.5370394281797706
1.0014131621841318,70,0.2850619801560182,1.5661279963113268
1.0013250358437351,80,0.2850619801560182,1.5847304693762356
1.0012284655779762,90,0.2850619801560182,1.6031887226735968
1.00152542974985,100,0.4623148275952227,2.08136310676328
1.6510194856917684,10,0.4623148275952227,1.6810486929653212
1.6663585214454415,1,0.4623148275952227,1.6688416727859623
1.629043234251346,20,0.4623148275952227,1.6925973891871964
1.609530154276123,30,0.4623148275952227,1.7084988976187248
1.5812738202071237,40,0.4623148275952227,1.7217812557888277
1.3495803355296618,50,0.4623148275952227,1.7399176974835664
1.0021695077907125,60,0.4623148275952227,1.756839380347286
1.0020736624472648,70,0.4623148275952227,1.777841297410304
1.0019932633654218,80,0.4623148275952227,1.8036723937265648
1.0018665311515205,90,0.4623148275952227,1.8492475145890432
1.0024305863424687,100,0.7167760902209894,1.886340759355068
1.50887888209689,10,0.7167760902209894,1.53704582875755
1.5228391398659331,1,0.7167760902209894,1.5245293318410233
1.4878657985615966,20,0.7167760902209894,1.5476984709325672
1.4630686444841836,30,0.7167760902209894,1.5612919159341356
1.4299754399470213,40,0.7167760902209894,1.5814669070706728
1.1933636648329606,50,0.7167760902209894,1.5980877715136903
1.003078412430308,60,0.7167760902209894,1.6207656811104194
1.002851948946275,70,0.7167760902209894,1.64262604319657
1.0027712222913483,80,0.7167760902209894,1.6630751070032894
1.0027033689386566,90,0.7167760902209894,1.701004264896394
1.0034273521632349,100,1.1960507914349403,2.1108287377386
1.7188937577078292,10,1.1960507914349403,1.7517709202582543
1.7346073538428644,1,1.1960507914349403,1.73804511239966
1.7028643864753077,20,1.1960507914349403,1.767179467719609
1.6801997991980604,30,1.1960507914349403,1.7793032516582046
1.6487911538293292,40,1.1960507914349403,1.7975572837781812
1.3876254071924194,50,1.1960507914349403,1.8135347016421808
1.0040869561628003,60,1.1960507914349403,1.833713774778176
1.0039522475164986,70,1.1960507914349403,1.8464835123875671
1.0038643396816331,80,1.1960507914349403,1.8645533225750528
1.0037799743450868,90,1.1960507914349403,1.9088918436106204
1.0046479654450091,100,1.9397606623469608,3.2035477491289783
2.3692509024734254,10,1.9397606623469608,2.4308589545651844
2.3944770053893567,1,1.9397606623469608,2.401192624446644
2.3307650658372427,20,1.9397606623469608,2.4575873404274624
2.2674426777442642,30,1.9397606623469608,2.488798514431755
2.171460668243787,40,1.9397606623469608,2.525774201576259
1.7673935156632394,50,1.9397606623469608,2.5629584018511995
1.005345939006888,60,1.9397606623469608,2.5964040122776706
1.0051806129665062,70,1.9397606623469608,2.64087195250298
1.0050192610886732,80,1.9397606623469608,2.7002229058611484
1.0049400763812415,90,1.9397606623469608,2.795594276436912
1.0056864599711013,100,3.145912743951723,2.4172457211875025
1.9514151620109768,10,3.145912743951723,1.9801645653995543
1.9673868038359936,1,3.145912743951723,1.971448746499844
1.9315002664749352,20,3.145912743951723,1.9922890415249304
1.9119243624699551,30,3.145912743951723,2.010619320814396
1.874135444305837,40,3.145912743951723,2.0305452067229144
1.5509867470510428,50,3.145912743951723,2.04827456954591
1.0064067882632308,60,3.145912743951723,2.0679194177337052
1.0062904597306357,70,3.145912743951723,2.0914137756205133
1.0062029035307338,80,3.145912743951723,2.123441006659891
1.006052796251348,90,3.145912743951723,2.165751305243377
1.0056031347449348,100,3.146126245437886,1.8796162050882372
1.5264986231565087,10,3.146126245437886,1.5578391366926696
1.541294790400061,1,3.146126245437886,1.5455817048594562
1.5078123485173571,20,3.146126245437886,1.5728335316562887
1.4892251000350665,30,3.146126245437886,1.5872918851504472
1.4589434287922003,40,3.146126245437886,1.5994081032061462
1.2506479518398148,50,3.146126245437886,1.6149959196284296
1.0064969453145052,60,3.146126245437886,1.6250141972595666
1.006306879264417,70,3.146126245437886,1.6400715873442002
1.006187632608112,80,3.146126245437886,1.6621559157847337
1.0059660979497516,90,3.146126245437886,1.70564385085399
