lower_bound,percentile,power_density_nW,upper_bound
1.0000256878556322,100,1.3859586984307867e-05,1.1900338840249205
1.0305372767322565,10,1.3859586984307867e-05,1.0383331401895433
1.0342232335666806,1,1.3859586984307867e-05,1.035049574137714
1.0241305720100289,20,1.3859586984307867e-05,1.0441770140559619
1.0175136959774478,30,1.3859586984307867e-05,1.0496925082266246
1.01062992511465,40,1.3859586984307867e-05,1.0557007868376196
1.000411131599216,50,1.3859586984307867e-05,1.0618223749541298
1.000176943056264,60,1.3859586984307867e-05,1.0700033769660626
1.0001087533272517,70,1.3859586984307867e-05,1.0797446918762859
1.000077208368812,80,1.3859586984307867e-05,1.0934726106511277
1.0000491145333965,90,1.3859586984307867e-05,1.1128026607570665
1.0000234508696488,100,0.022175339174892592,1.306087079171778
1.0693622254949986,10,0.022175339174892592,1.0839726705415582
1.074770998782177,1,0.022175339174892592,1.0765607853469559
1.0626125971955551,20,0.022175339174892592,1.0920776034258428
1.0522719456864336,30,0.022175339174892592,1.1008531015786596
1.0378028853763233,40,0.022175339174892592,1.1101420612131985
1.003398556541033,50,0.022175339174892592,1.1203432826466466
1.0001725601491775,60,0.022175339174892592,1.131177634031698
1.0001334108877034,70,0.022175339174892592,1.1424611014206951
1.0001059821543063,80,0.022175339174892592,1.1579200498269706
1.0000671422305816,90,0.022175339174892592,1.1805434613717
1.000029929196627,100,0.030906878975006543,1.4577147385894484
1.209574131793547,10,0.030906878975006543,1.2299864962836262
1.2173305549487954,1,0.030906878975006543,1.2195823545911613
1.1983819354731622,20,0.030906878975006543,1.239457837779996
1.1864946740102464,30,0.030906878975006543,1.2486368593508326
1.1691074219246176,40,0.030906878975006543,1.2572761740121436
1.0722825522459445,50,0.030906878975006543,1.2666316860350977
1.0003843781349744,60,0.030906878975006543,1.2785330318426689
1.000288506472979,70,0.030906878975006543,1.2909093554128774
1.0002224347675766,80,0.030906878975006543,1.3034541709133554
1.0001606747650356,90,0.030906878975006543,1.3237675737689714
1.0001050342343614,100,0.06682573169467801,1.6123881219294502
1.2060249236130804,10,0.06682573169467801,1.234659409335782
1.2186566295069787,1,0.06682573169467801,1.2217426385943575
1.1870587978072176,20,0.06682573169467801,1.2474979840454752
1.1678824209389322,30,0.06682573169467801,1.2616776195312371
1.1402654984361715,40,0.06682573169467801,1.2735045647201306
1.0369972580493454,50,0.06682573169467801,1.282902275637127
1.0004953135736885,60,0.06682573169467801,1.291822955948489
1.000414152041101,70,0.06682573169467801,1.3088840879771024
1.0003541812386851,80,0.06682573169467801,1.3296581535831278
1.0003018559675554,90,0.06682573169467801,1.3662507389603111
1.0001917567596816,100,0.08981012365831499,1.571007730520632
1.2776086458376814,10,0.08981012365831499,1.300780785928206
1.2887274553707782,1,0.08981012365831499,1.2911102124119265
1.2630873466316377,20,0.08981012365831499,1.3116022006371906
1.2463530584688902,30,0.08981012365831499,1.320442024299396
1.2264128653888025,40,0.08981012365831499,1.3309710424638754
1.0900679860136648,50,0.08981012365831499,1.338575882867097
