parameter,dimension,meanmode,median,hpd_min,hpd_max,mass_fraction,mean,mode
kon,1,,0.5572605819900485,0.5401474962237232,0.5768901722987017,0.95,0.5575373398200598,0.5576374804220313
kon,2,,0.6262308663692315,0.6076445055530142,0.6469177919413707,0.95,0.6264585304534287,0.6291815235077363
kon,3,,0.6923705409801857,0.666494814187305,0.7220590169203625,0.95,0.6925910578188573,0.701412403964037
kon,4,,0.6940959179905768,0.6698248044716075,0.7192232193304751,0.95,0.6942326945864199,0.6812819378039338
kon,5,,0.23046415523785307,0.22024351027376893,0.24174678337718675,0.95,0.230655047741797,0.22409484678150118
kon,6,,0.23242110174485264,0.22204742403585748,0.24354304430652732,0.95,0.23254756065455745,0.2336479336349608
kon,7,,62.384960064327615,0.39118442941837295,191.30353847266684,0.95,74.96573581062836,78.8707062124241
kon,8,,66.8781586601817,0.007608992146780325,193.6110779133021,0.95,79.22630128402318,127.82866747695067
kon,9,,67.3005136377843,0.03235410640831411,197.18932044685835,0.95,79.91347317529632,165.92537681830657
kon,10,,0.3400758220693665,0.29035140567800344,0.4022094011376591,0.95,0.34186437648976264,0.3467825232353
kon,11,,0.6105846066724122,0.3848420978807225,0.9630824807043012,0.95,0.6427672383503641,0.692985749661772
kon,12,,0.20763597168541026,0.1900561970305191,0.22783842845047994,0.95,0.20781408577799168,0.20704494387607894
kon,13,,0.21128459869296082,0.18896628637840845,0.23630763259240706,0.95,0.21170009324116096,0.20695074814534226
kon,14,,0.2932182187249469,0.27244485061232704,0.3138419237440253,0.95,0.2932854066522037,0.2925320063888899
kon,15,,0.2145721628690001,0.19602842888841132,0.23307665053192994,0.95,0.21485165253852187,0.2166386281116391
kon,16,,0.15488258584246248,0.14004167280962834,0.17130251607228458,0.95,0.15516173541511022,0.14690662042863917
kon,17,,0.22570569243254873,0.20324913116029644,0.249685450210199,0.95,0.22615677318064542,0.2338140334314132
kon,18,,0.26637964846722484,0.25133151056459846,0.2812631168281738,0.95,0.2666182253268216,0.25461603266450633
