parameter,dimension,meanmode,median,hpd_min,hpd_max,mass_fraction,mean,mode
mch_subtracted,3,,862.821352329309,692.6670689574742,1020.539750119503,0.95,864.6013519041485,747.5730156698572
mch_subtracted,4,,1119.6584003293087,949.504116957474,1277.3767981195028,0.95,1121.4383999041484,1004.4100636698571
mch_subtracted,5,,1259.936364329309,1089.7820809574741,1417.654762119503,0.95,1261.7163639041482,1144.688027669857
mch_subtracted,6,,1360.0946123293088,1189.940328957474,1517.813010119503,0.95,1361.8746119041484,1244.8462756698573
mch_subtracted,7,,1423.1363933293092,1252.9821099574742,1580.854791119503,0.95,1424.9163929041483,1307.8880566698572
mch_subtracted,8,,1462.378893329309,1292.224609957474,1620.0972911195029,0.95,1464.1588929041482,1347.130556669857
mch_subtracted,9,,1491.5574923293088,1321.403208957474,1649.2758901195027,0.95,1493.3374919041482,1376.3091556698569
mch_subtracted,10,,1514.361248329309,1344.2069649574742,1672.079646119503,0.95,1516.1412479041485,1399.112911669857
mch_subtracted,11,,1530.7991153293092,1360.6448319574743,1688.517513119503,0.95,1532.5791149041486,1415.5507786698572
mch_subtracted,12,,1539.2856073293092,1369.1313239574743,1697.004005119503,0.95,1541.0656069041486,1424.0372706698572
mch_subtracted,13,,1560.901342329309,1390.747058957474,1718.619740119503,0.95,1562.6813419041484,1445.653005669857
mch_subtracted,14,,1567.529112329309,1397.3748289574742,1725.247510119503,0.95,1569.3091119041485,1452.2807756698571
mch_subtracted,15,,1567.2299393293092,1397.0756559574743,1724.948337119503,0.95,1569.0099389041486,1451.9816026698572
mch_subtracted,16,,1575.9238523293093,1405.7695689574743,1733.6422501195032,0.95,1577.7038519041487,1460.6755156698573
mch_subtracted,17,,1576.8585343293098,1406.7042509574749,1734.5769321195037,0.95,1578.6385339041492,1461.6101976698578
mch_subtracted,18,,1587.2213813293092,1417.0670979574743,1744.939779119503,0.95,1589.0013809041486,1471.9730446698572
mch_subtracted,19,,1574.051143329309,1403.8968599574741,1731.769541119503,0.95,1575.8311429041485,1458.802806669857
mch_subtracted,20,,1587.7739233293091,1417.6196399574742,1745.492321119503,0.95,1589.5539229041485,1472.5255866698571
mch_subtracted,21,,1589.678437329309,1419.524153957474,1747.3968351195028,0.95,1591.4584369041484,1474.430100669857
mch_subtracted,22,,1585.526029329309,1415.371745957474,1743.244427119503,0.95,1587.3060289041484,1470.277692669857
mch_subtracted,23,,1585.0466493293093,1414.8923659574743,1742.7650471195032,0.95,1586.8266489041487,1469.7983126698573
mch_subtracted,24,,1591.7584733293093,1421.6041899574743,1749.4768711195031,0.95,1593.5384729041484,1476.5101366698573
mch_subtracted,25,,1586.800526329309,1416.646242957474,1744.5189241195028,0.95,1588.5805259041483,1471.552189669857
mch_subtracted,26,,26.81514258421555,-121.63563561526416,172.32575190364162,0.95,27.66899001939447,68.11834862562989
mch_subtracted,27,,446.9479495842156,298.4971713847359,592.4585589036417,0.95,447.80179701939454,488.25115562562996
mch_subtracted,28,,804.3038175842155,655.8530393847358,949.8144269036416,0.95,805.1576650193944,845.6070236256298
mch_subtracted,29,,1032.8426165842154,884.3918383847357,1178.3532259036415,0.95,1033.6964640193942,1074.1458226256298
mch_subtracted,30,,1153.6771795842155,1005.2264013847358,1299.1877889036416,0.95,1154.5310270193943,1194.9803856256299
mch_subtracted,31,,1231.3673875842155,1082.9166093847357,1376.8779969036416,0.95,1232.2212350193945,1272.6705936256299
mch_subtracted,32,,1274.1891255842156,1125.7383473847358,1419.6997349036417,0.95,1275.0429730193946,1315.49233162563
mch_subtracted,33,,1296.1999715842155,1147.749193384736,1441.7105809036416,0.95,1297.0538190193945,1337.5031776256299
mch_subtracted,34,,1325.3168345842155,1176.8660563847357,1470.8274439036416,0.95,1326.1706820193945,1366.6200406256298
mch_subtracted,35,,1340.9995825842154,1192.5488043847358,1486.5101919036415,0.95,1341.8534300193944,1382.3027886256298
mch_subtracted,36,,1362.2549835842156,1213.8042053847357,1507.7655929036416,0.95,1363.1088310193943,1403.55818962563
mch_subtracted,37,,1360.9215325842156,1212.4707543847358,1506.4321419036417,0.95,1361.7753800193946,1402.22473862563
mch_subtracted,38,,1377.5257935842155,1229.0750153847357,1523.0364029036416,0.95,1378.3796410193945,1418.8289996256299
mch_subtracted,39,,1376.4875605842155,1228.036782384736,1521.9981699036416,0.95,1377.3414080193943,1417.7907666256299
mch_subtracted,40,,1381.3487215842156,1232.8979433847358,1526.8593309036416,0.95,1382.2025690193946,1422.65192762563
mch_subtracted,41,,1387.0409155842156,1238.590137384736,1532.5515249036416,0.95,1387.8947630193945,1428.34412162563
mch_subtracted,42,,1379.7678295842156,1231.3170513847358,1525.2784389036417,0.95,1380.6216770193946,1421.07103562563
mch_subtracted,43,,1388.1724335842155,1239.7216553847356,1533.6830429036415,0.95,1389.0262810193942,1429.4756396256298
mch_subtracted,44,,1389.1282265842156,1240.6774483847357,1534.6388359036416,0.95,1389.9820740193943,1430.43143262563
mch_subtracted,45,,1371.9502315842155,1223.4994533847357,1517.4608409036416,0.95,1372.8040790193945,1413.2534376256299
mch_subtracted,46,,1374.4205135842155,1225.969735384736,1519.9311229036416,0.95,1375.2743610193945,1415.7237196256299
mch_subtracted,47,,1387.4285665842156,1238.977788384736,1532.9391759036416,0.95,1388.2824140193945,1428.73177262563
mch_subtracted,48,,1375.6344475842154,1227.1836693847358,1521.1450569036415,0.95,1376.4882950193942,1416.9376536256298
mch_subtracted,49,,1380.5179725842156,1232.067194384736,1526.0285819036417,0.95,1381.3718200193946,1421.82117862563
mch_subtracted,50,,1386.2305515842156,1237.779773384736,1531.7411609036417,0.95,1387.0843990193946,1427.53375762563
mch_subtracted,51,,-39.984954766401415,-190.2081415437301,103.52023634453718,0.95,-40.083240751999604,-20.07963220945942
mch_subtracted,52,,357.46797283359854,207.24478605626985,500.97316394453713,0.95,357.36968684800036,377.37329539054053
mch_subtracted,53,,651.3208772335985,501.0976904562698,794.8260683445371,0.95,651.2225912480003,671.2261997905405
mch_subtracted,54,,798.0295022335985,647.8063154562698,941.5346933445371,0.95,797.9312162480003,817.9348247905405
mch_subtracted,55,,895.8319112335986,745.6087244562699,1039.3371023445372,0.95,895.7336252480004,915.7372337905406
mch_subtracted,56,,936.3754832335986,786.1522964562699,1079.8806743445373,0.95,936.2771972480004,956.2808057905406
mch_subtracted,57,,977.5629012335986,827.3397144562699,1121.0680923445373,0.95,977.4646152480004,997.4682237905406
mch_subtracted,58,,988.4025682335986,838.1793814562699,1131.9077593445372,0.95,988.3042822480004,1008.3078907905406
mch_subtracted,59,,1009.7024602335986,859.4792734562699,1153.2076513445372,0.95,1009.6041742480004,1029.6077827905406
mch_subtracted,60,,1009.2966662335986,859.0734794562699,1152.8018573445372,0.95,1009.1983802480004,1029.2019887905406
mch_subtracted,61,,1025.6042812335984,875.3810944562698,1169.1094723445372,0.95,1025.5059952480003,1045.5096037905405
mch_subtracted,62,,1028.8669392335985,878.6437524562699,1172.3721303445373,0.95,1028.7686532480004,1048.7722617905406
mch_subtracted,63,,1035.6675722335988,885.44438545627,1179.1727633445373,0.95,1035.5692862480005,1055.5728947905407
mch_subtracted,64,,1035.6886422335986,885.4654554562698,1179.193833344537,0.95,1035.5903562480003,1055.5939647905404
mch_subtracted,65,,1042.0720782335986,891.8488914562698,1185.5772693445372,0.95,1041.9737922480003,1061.9774007905405
mch_subtracted,66,,1039.9676502335985,889.74446345627,1183.4728413445373,0.95,1039.8693642480005,1059.8729727905406
mch_subtracted,67,,1038.3737242335985,888.15053745627,1181.8789153445373,0.95,1038.2754382480005,1058.2790467905406
mch_subtracted,68,,1041.1133932335986,890.8902064562698,1184.618584344537,0.95,1041.0151072480003,1061.0187157905405
mch_subtracted,69,,1040.2137392335987,889.9905524562699,1183.7189303445373,0.95,1040.1154532480004,1060.1190617905406
mch_subtracted,70,,1036.4204852335986,886.1972984562698,1179.9256763445371,0.95,1036.3221992480003,1056.3258077905405
mch_subtracted,71,,1037.2234462335985,887.0002594562699,1180.7286373445372,0.95,1037.1251602480004,1057.1287687905406
mch_subtracted,72,,1032.9011542335986,882.6779674562698,1176.4063453445372,0.95,1032.8028682480003,1052.8064767905405
mch_subtracted,73,,1033.9169812335983,883.6937944562698,1177.422172344537,0.95,1033.8186952480003,1053.8223037905404
mch_subtracted,74,,1036.0107432335988,885.78755645627,1179.5159343445373,0.95,1035.9124572480005,1055.9160657905406
mch_subtracted,75,,1023.6175532335986,873.39436645627,1167.1227443445373,0.95,1023.5192672480005,1043.5228757905406
mch_subtracted,76,,1021.1485082335986,870.9253214562699,1164.6536993445372,0.95,1021.0502222480004,1041.0538307905406
mch_subtracted,77,,1012.8333802335986,862.6101934562699,1156.3385713445373,0.95,1012.7350942480005,1032.7387027905406
mch_subtracted,78,,-6.16380406578827,-145.385008869589,147.96637177731623,0.95,-6.427916602400718,38.92232715424848
mch_subtracted,79,,429.7776366342118,290.55643183041104,583.9078124773163,0.95,429.5135240975993,474.8637678542485
mch_subtracted,80,,666.0789106342118,526.857705830411,820.2090864773162,0.95,665.8147980975994,711.1650418542484
mch_subtracted,81,,827.3548536342116,688.1336488304108,981.4850294773161,0.95,827.090741097599,872.4409848542483
mch_subtracted,82,,911.1887836342119,771.9675788304111,1065.3189594773162,0.95,910.9246710975993,956.2749148542486
mch_subtracted,83,,954.4638786342118,815.242673830411,1108.5940544773161,0.95,954.1997660975994,999.5500098542485
mch_subtracted,84,,995.9537736342118,856.732568830411,1150.0839494773163,0.95,995.6896610975992,1041.0399048542486
mch_subtracted,85,,1015.4219946342118,876.200789830411,1169.5521704773164,0.95,1015.1578820975993,1060.5081258542486
mch_subtracted,86,,1017.4505596342119,878.2293548304111,1171.5807354773165,0.95,1017.1864470975994,1062.5366908542487
mch_subtracted,87,,1039.6209206342119,900.3997158304111,1193.7510964773164,0.95,1039.3568080975992,1084.7070518542487
mch_subtracted,88,,1052.689320634212,913.4681158304114,1206.8194964773165,0.95,1052.4252080975996,1097.7754518542488
mch_subtracted,89,,1057.2580496342116,918.036844830411,1211.3882254773162,0.95,1056.9939370975992,1102.3441808542484
mch_subtracted,90,,1065.7691476342115,926.547942830411,1219.899323477316,0.95,1065.5050350975996,1110.8552788542484
mch_subtracted,91,,1064.0209956342119,924.7997908304111,1218.1511714773164,0.95,1063.7568830975993,1109.1071268542487
mch_subtracted,92,,1073.9338356342118,934.7126308304111,1228.0640114773164,0.95,1073.6697230975994,1119.0199668542487
mch_subtracted,93,,1071.1425856342116,931.9213808304111,1225.2727614773162,0.95,1070.8784730975995,1116.2287168542484
mch_subtracted,94,,1068.0620386342116,928.840833830411,1222.1922144773162,0.95,1067.7979260975994,1113.1481698542484
mch_subtracted,95,,1067.5289356342118,928.3077308304111,1221.6591114773164,0.95,1067.2648230975992,1112.6150668542487
mch_subtracted,96,,1081.082852634212,941.8616478304112,1235.2130284773166,0.95,1080.8187400975996,1126.1689838542488
mch_subtracted,97,,1077.323849634212,938.1026448304111,1231.4540254773165,0.95,1077.0597370975995,1122.4099808542487
mch_subtracted,98,,1080.3589586342118,941.137753830411,1234.4891344773164,0.95,1080.0948460975992,1125.4450898542486
mch_subtracted,99,,1072.9527806342112,933.7315758304106,1227.0829564773157,0.95,1072.688668097599,1118.038911854248
mch_subtracted,100,,1070.9141706342116,931.692965830411,1225.0443464773161,0.95,1070.6500580975994,1116.0003018542484
mch_subtracted,101,,1073.7808236342112,934.5596188304106,1227.9109994773157,0.95,1073.516711097599,1118.866954854248
mch_subtracted,102,,1075.9022456342118,936.681040830411,1230.0324214773163,0.95,1075.6381330975992,1120.9883768542486
mch_subtracted,103,,1079.6428786342117,940.4216738304111,1233.7730544773162,0.95,1079.3787660975995,1124.7290098542485
mch_subtracted,104,,1078.0028926342115,938.781687830411,1232.133068477316,0.95,1077.7387800975991,1123.0890238542484
mch_subtracted,105,,3.7715926872808154,-133.54317391828295,148.38485206106571,0.95,5.001183485148752,132.9450432979304
mch_subtracted,106,,31.880879387281027,-105.43388721828273,176.49413876106593,0.95,33.11047018514897,161.0543299979306
mch_subtracted,107,,85.16432938728104,-52.15043721828272,229.77758876106594,0.95,86.39392018514897,214.33777999793062
mch_subtracted,108,,128.42860198728118,-8.886164618282578,273.0418613610661,0.95,129.6581927851491,257.60205259793076
mch_subtracted,109,,156.02529258728106,18.710525981717296,300.63855196106596,0.95,157.25488338514901,285.19874319793064
mch_subtracted,110,,191.565095787281,54.250329181717234,336.1783551610659,0.95,192.79468658514892,320.7385463979306
mch_subtracted,111,,227.67898088728083,90.36421428171707,372.29224026106573,0.95,228.90857168514876,356.8524314979304
mch_subtracted,112,,246.79204148728098,109.47727488171722,391.4053008610659,0.95,248.0216322851489,375.96549209793056
mch_subtracted,113,,267.544792087281,130.23002548171723,412.1580514610659,0.95,268.7743828851489,396.7182426979306
mch_subtracted,114,,281.415764887281,144.10099828171724,426.0290242610659,0.95,282.64535568514896,410.5892154979306
mch_subtracted,115,,295.291428987281,157.97666238171723,439.9046883610659,0.95,296.5210197851489,424.4648795979306
mch_subtracted,116,,305.63962188728095,168.3248552817172,450.25288126106585,0.95,306.8692126851489,434.81307249793053
mch_subtracted,117,,309.691127087281,172.37636048171726,454.3043864610659,0.95,310.9207178851489,438.8645776979306
mch_subtracted,118,,322.66805978728104,185.35329318171728,467.28131916106594,0.95,323.897650585149,451.8415103979306
mch_subtracted,119,,327.338504187281,190.02373758171723,471.9517635610659,0.95,328.568094985149,456.51195479793057
mch_subtracted,120,,337.25442138728096,199.9396547817172,481.86768076106586,0.95,338.4840121851489,466.42787199793054
mch_subtracted,121,,334.46620758728096,197.1514409817172,479.07946696106586,0.95,335.6957983851489,463.63965819793054
mch_subtracted,122,,343.65799788728106,206.3432312817173,488.27125726106595,0.95,344.88758868514896,472.83144849793064
mch_subtracted,123,,340.399055187281,203.08428858171726,485.0123145610659,0.95,341.628645985149,469.5725057979306
mch_subtracted,124,,344.615015887281,207.30024928171724,489.2282752610659,0.95,345.84460668514896,473.7884664979306
mch_subtracted,125,,338.968021987281,201.65325538171726,483.5812813610659,0.95,340.19761278514903,468.1414725979306
mch_subtracted,126,,348.436939487281,211.12217288171723,493.0501988610659,0.95,349.666530285149,477.6103900979306
mch_subtracted,127,,342.71511168728097,205.4003450817172,487.32837106106587,0.95,343.9447024851489,471.88856229793055
mch_subtracted,128,,343.07546818728105,205.76070158171729,487.68872756106595,0.95,344.305058985149,472.2489187979306
mch_subtracted,129,,343.722166087281,206.40739948171722,488.3354254610659,0.95,344.95175688514894,472.89561669793056
mch_subtracted,130,,348.058328887281,210.74356228171723,492.6715882610659,0.95,349.28791968514895,477.2317794979306
mch_subtracted,131,,344.087701487281,206.77293488171722,488.7009608610659,0.95,345.317292285149,473.26115209793056
mch_subtracted,132,,345.99935128728106,208.6845846817173,490.61261066106596,0.95,347.228942085149,475.17280189793064
mch_subtracted,133,,341.805900487281,204.49113388171725,486.4191598610659,0.95,343.035491285149,470.9793510979306
mch_subtracted,134,,350.842640887281,213.52787428171723,495.4559002610659,0.95,352.07223168514895,480.0160914979306
mch_subtracted,135,,352.08157588728096,214.7668092817172,496.69483526106586,0.95,353.311166685149,481.25502649793054
mch_subtracted,136,,353.53939788728104,216.22463128171728,498.15265726106594,0.95,354.768988685149,482.7128484979306
mch_subtracted,137,,356.88709788728096,219.5723312817172,501.50035726106586,0.95,358.1166886851489,486.06054849793054
mch_subtracted,138,,359.69150988728103,222.37674328171727,504.3047692610659,0.95,360.921100685149,488.8649604979306
mch_subtracted,139,,350.31762588728105,213.0028592817173,494.93088526106595,0.95,351.547216685149,479.49107649793064
mch_subtracted,140,,365.20729388728097,227.8925272817172,509.82055326106587,0.95,366.43688468514887,494.38074449793055
mch_subtracted,141,,367.02321988728096,229.7084532817172,511.63647926106586,0.95,368.2528106851489,496.19667049793054
mch_subtracted,142,,368.511232887281,231.19646628171722,513.1244922610658,0.95,369.74082368514894,497.68468349793056
mch_subtracted,143,,368.029768887281,230.71500228171726,512.6430282610659,0.95,369.2593596851489,497.2032194979306
mch_subtracted,144,,364.967365887281,227.65259928171724,509.5806252610659,0.95,366.196956685149,494.1408164979306
mch_subtracted,145,,366.05187288728104,228.73710628171727,510.66513226106593,0.95,367.281463685149,495.2253234979306
mch_subtracted,146,,365.052388887281,227.73762228171722,509.6656482610659,0.95,366.28197968514894,494.22583949793056
mch_subtracted,147,,362.161797887281,224.84703128171725,506.7750572610659,0.95,363.39138868514897,491.3352484979306
mch_subtracted,148,,354.57469888728104,217.25993228171728,499.18795826106594,0.95,355.804289685149,483.7481494979306
mch_subtracted,149,,356.015903887281,218.70113728171725,500.6291632610659,0.95,357.2454946851489,485.1893544979306
mch_subtracted,150,,24.736532344404452,-113.1244305843635,181.22498652193013,0.95,25.04182830132759,89.70435563732337
mch_subtracted,151,,42.219459744404105,-95.64150318436384,198.7079139219298,0.95,42.524755701327244,107.18728303732303
mch_subtracted,152,,75.9534221444041,-61.907540784363846,232.44187632192978,0.95,76.25871810132723,140.92124543732302
mch_subtracted,153,,109.9814709444043,-27.879491984363654,266.46992512193,0.95,110.28676690132743,174.94929423732322
mch_subtracted,154,,144.06512994440408,6.204167015636131,300.55358412192976,0.95,144.37042590132722,209.032953237323
mch_subtracted,155,,172.1953357444043,34.33437281563636,328.68378992193,0.95,172.50063170132742,237.16315903732323
mch_subtracted,156,,194.1966827444041,56.33571981563614,350.68513692192977,0.95,194.50197870132723,259.164506037323
mch_subtracted,157,,218.0429683444043,80.18200541563635,374.53142252193,0.95,218.34826430132745,283.0107916373232
mch_subtracted,158,,230.60047984440433,92.73951691563639,387.08893402193,0.95,230.90577580132745,295.56830313732326
mch_subtracted,159,,245.5164493444043,107.65548641563635,402.00490352193,0.95,245.82174530132744,310.4842726373232
mch_subtracted,160,,258.18778214440425,120.3268192156363,414.67623632192993,0.95,258.4930781013274,323.1556054373232
mch_subtracted,161,,267.46539704440426,129.6044341156363,423.95385122192994,0.95,267.77069300132734,332.4332203373232
mch_subtracted,162,,272.15825274440425,134.2972898156363,428.64670692192993,0.95,272.4635487013274,337.1260760373232
mch_subtracted,163,,278.1824057444043,140.32144281563637,434.67085992193,0.95,278.48770170132747,343.15022903732324
mch_subtracted,164,,281.5580146444043,143.69705171563635,438.04646882193,0.95,281.86331060132744,346.5258379373232
mch_subtracted,165,,286.7833753444043,148.92241241563636,443.27182952193,0.95,287.0886713013274,351.7511986373232
mch_subtracted,166,,289.80233784440424,151.9413749156363,446.2907920219299,0.95,290.1076338013273,354.77016113732316
mch_subtracted,167,,288.74946814440426,150.88850521563631,445.23792232192994,0.95,289.0547641013274,353.7172914373232
mch_subtracted,168,,291.37355734440433,153.51259441563639,447.86201152193,0.95,291.6788533013274,356.34138063732325
mch_subtracted,169,,294.6121267444043,156.75116381563635,451.10058092193,0.95,294.9174227013275,359.5799500373232
mch_subtracted,170,,299.9865744444043,162.12561151563636,456.47502862193,0.95,300.2918704013275,364.95439773732323
mch_subtracted,171,,300.2388635444043,162.37790061563635,456.72731772193,0.95,300.54415950132744,365.2066868373232
mch_subtracted,172,,306.27990624440423,168.41894331563628,462.7683604219299,0.95,306.5852022013273,371.24772953732315
mch_subtracted,173,,307.0496452444043,169.18868231563636,463.53809942193,0.95,307.35494120132745,372.0174685373232
mch_subtracted,174,,306.15569804440423,168.29473511563629,462.6441522219299,0.95,306.4609940013274,371.12352133732315
mch_subtracted,175,,308.3085473444043,170.44758441563636,464.79700152193,0.95,308.61384330132745,373.2763706373232
mch_subtracted,176,,311.67099404440427,173.81003111563632,468.15944822192995,0.95,311.9762900013274,376.6388173373232
mch_subtracted,177,,308.5362478444043,170.67528491563633,465.02470202192995,0.95,308.84154380132736,373.5040711373232
mch_subtracted,178,,305.64149944440425,167.7805365156363,462.12995362192993,0.95,305.9467954013274,370.60932273732317
mch_subtracted,179,,307.0687296444043,169.20776671563635,463.55718382193,0.95,307.37402560132745,372.0365529373232
mch_subtracted,180,,310.48943974440425,172.6284768156363,466.97789392192993,0.95,310.79473570132734,375.4572630373232
mch_subtracted,181,,306.40178624440426,168.54082331563632,462.89024042192995,0.95,306.7070822013274,371.3696095373232
mch_subtracted,182,,303.67259064440424,165.8116277156363,460.1610448219299,0.95,303.9778866013273,368.64041393732316
mch_subtracted,183,,304.6121906444043,166.75122771563633,461.10064482192996,0.95,304.9174866013274,369.5800139373232
mch_subtracted,184,,307.55903654440425,169.6980736156363,464.04749072192993,0.95,307.8643325013274,372.5268598373232
mch_subtracted,185,,24.80497333606462,-124.26475475666768,170.14532955310074,0.95,24.719357866363445,91.40411992760119
mch_subtracted,186,,29.38316013606442,-119.68656795666789,174.72351635310054,0.95,29.297544666363248,95.98230672760099
mch_subtracted,187,,39.91044553606474,-109.15928255666756,185.25080175310086,0.95,39.824830066363575,106.50959212760131
mch_subtracted,188,,51.777145136064576,-97.29258295666773,197.1175013531007,0.95,51.69152966636341,118.37629172760114
mch_subtracted,189,,62.46339933606481,-86.6063287566675,207.80375555310093,0.95,62.37778386636364,129.06254592760138
mch_subtracted,190,,72.78698633606444,-76.28274175666786,218.12734255310056,0.95,72.70137086636328,139.386132927601
mch_subtracted,191,,82.11661733606462,-66.95311075666768,227.45697355310074,0.95,82.03100186636345,148.7157639276012
mch_subtracted,192,,91.45112543606461,-57.61860265666769,236.79148165310073,0.95,91.36550996636343,158.05027202760118
mch_subtracted,193,,100.23758583606462,-48.83214225666768,245.57794205310074,0.95,100.15197036636344,166.8367324276012
mch_subtracted,194,,106.39752423606461,-42.67220385666769,251.73788045310073,0.95,106.31190876636344,172.99667082760118
mch_subtracted,195,,111.96471443606464,-37.105013656667666,257.30507065310076,0.95,111.87909896636347,178.5638610276012
mch_subtracted,196,,114.99247883606466,-34.07724925666764,260.3328350531008,0.95,114.90686336636348,181.59162542760123
mch_subtracted,197,,119.13072593606461,-29.939002156667698,264.4710821531007,0.95,119.04511046636343,185.72987252760117
mch_subtracted,198,,130.0235758360646,-19.04615225666771,275.3639320531007,0.95,129.93796036636343,196.62272242760116
mch_subtracted,199,,131.92645853606467,-17.143269556667633,277.2668147531008,0.95,131.8408430663635,198.52560512760124
mch_subtracted,200,,132.41159803606462,-16.658130056667687,277.75195425310073,0.95,132.32598256636348,199.01074462760118
mch_subtracted,201,,126.62438293606482,-22.445345156667486,271.96473915310094,0.95,126.53876746636364,193.22352952760139
mch_subtracted,202,,108.54012013606444,-40.52960795666786,253.88047635310056,0.95,108.45450466636326,175.139266727601
mch_subtracted,203,,96.4723232360646,-52.59740485666771,241.8126794531007,0.95,96.38670776636343,163.07146982760116
mch_subtracted,204,,89.77399243606482,-59.29573565666749,235.11434865310093,0.95,89.68837696636363,156.37313902760138
mch_subtracted,205,,81.90196873606459,-67.16775935666772,227.2423249531007,0.95,81.81635326636342,148.50111532760116
mch_subtracted,206,,76.86544303606462,-72.20428505666769,222.20579925310074,0.95,76.77982756636344,143.46458962760119
mch_subtracted,207,,63.87222453606472,-85.19750355666758,209.21258075310084,0.95,63.78660906636355,130.4713711276013
mch_subtracted,208,,62.66559403606465,-86.40413405666766,208.00595025310076,0.95,62.57997856636347,129.2647406276012
mch_subtracted,209,,56.74996713606464,-92.31976095666766,202.09032335310076,0.95,56.66435166636347,123.3491137276012
