parameter,dimension,meanmode,median,hpd_min,hpd_max,mass_fraction,mean,mode
f_predict,26,,-1.06457507085541,-1.3845897719004696,-0.7375212591655048,0.95,-1.0639417023220146,-1.05170816761954
f_predict,27,,-1.0645397545047413,-1.3832892536659658,-0.7361167130889897,0.95,-1.0637770803221331,-1.0519681007899557
f_predict,28,,-1.0643473882431644,-1.38307799372891,-0.736961276806724,0.95,-1.0636099206931309,-1.0522104341235197
f_predict,29,,-1.0641359962355574,-1.382895057239124,-0.7370313641529941,0.95,-1.0634415280874152,-1.0524507105779846
f_predict,30,,-1.0642247961691202,-1.382545515172175,-0.7371133824809193,0.95,-1.063269790383293,-1.0526753457454057
f_predict,31,,-1.0641592847579044,-1.382550125052171,-0.7371809875436633,0.95,-1.0630959383801284,-1.052908119569015
f_predict,32,,-1.0639179584523428,-1.3828044137268685,-0.7364579873558058,0.95,-1.0629199749659173,-1.053149405895578
f_predict,33,,-1.0640951518288115,-1.4000263381702014,-0.7538986326154183,0.95,-1.0627411826774806,-1.0533914802353253
f_predict,34,,-1.0641319717259365,-1.400091325558072,-0.7546012972806799,0.95,-1.0625607771848478,-1.0536244786272995
f_predict,35,,-1.0637364225701131,-1.4010340762565372,-0.7566852306270244,0.95,-1.0623774499715393,-1.053867705471653
f_predict,36,,-1.0634704924298255,-1.400680050411093,-0.757506369349546,0.95,-1.0621915718558292,-1.0540739299128297
f_predict,37,,-1.0627286997572234,-1.4007023764477073,-0.7579276155491139,0.95,-1.0620040765642609,-1.0543112043345724
f_predict,38,,-1.0621604629567127,-1.4008880873221496,-0.7583158956214308,0.95,-1.0618142212684416,-1.0545522029121623
f_predict,39,,-1.0616217121699703,-1.4011652481604382,-0.7587420732092576,0.95,-1.061621616139982,-1.0547832026788033
f_predict,40,,-1.061793321957807,-1.401941898155344,-0.7602268053806608,0.95,-1.0614268451209594,-1.0550052989331515
f_predict,41,,-1.0611861376493805,-1.4016968110917085,-0.7594874137209557,0.95,-1.0612298826481883,-1.0552319240706431
f_predict,42,,-1.0608400542605656,-1.4016252076312168,-0.7594159324636885,0.95,-1.0610308037496765,-1.055448787641773
f_predict,43,,-1.0607111094478179,-1.3994811874007096,-0.7587569269441459,0.95,-1.060829183984115,-1.0556809615475848
f_predict,44,,-1.060067360814324,-1.398188440874526,-0.7570462623948654,0.95,-1.060625295757186,-1.0558893200013846
f_predict,45,,-1.0595065674660564,-1.3979134881295747,-0.7570073399041272,0.95,-1.0604193692432566,-1.0561332930660727
f_predict,46,,-1.0595607296441583,-1.3969629878752017,-0.7560710651709375,0.95,-1.0602108714904939,-1.0563357387795587
f_predict,47,,-1.0594475297290495,-1.3954470955060174,-0.755707193096876,0.95,-1.0600001134927377,-1.0565389367135039
f_predict,48,,-1.059087830647657,-1.3947834913964443,-0.7549468052673003,0.95,-1.0597874088544346,-1.056772312483202
f_predict,49,,-1.0591045962896553,-1.3956363678607562,-0.754952249388436,0.95,-1.0595720862448665,-1.0569699736859814
f_predict,50,,-1.0590973481146535,-1.3856730062271159,-0.7456426728964184,0.95,-1.0593545957088195,-1.057175705945292
f_predict,51,,-1.0032612968058379,-1.3032715799334924,-0.7094129390074461,0.95,-1.0034861622482218,-1.0593121764087947
f_predict,52,,-1.0028402417425082,-1.2893688299163848,-0.6952303622839342,0.95,-1.0029963941955575,-1.0590910229334831
f_predict,53,,-1.002261809459832,-1.2892627482141603,-0.6949765934246523,0.95,-1.0025058077048947,-1.058868707439377
f_predict,54,,-1.0018495426022263,-1.2998956914756419,-0.7060502765309563,0.95,-1.0020138423896459,-1.0586238127226262
f_predict,55,,-1.0013925490039992,-1.299826184166933,-0.7056204055768454,0.95,-1.001521088306876,-1.058400231793167
f_predict,56,,-1.0010511743184023,-1.2858258314716702,-0.691610660910859,0.95,-1.0010266814963387,-1.0581523948692233
f_predict,57,,-1.0002995856336074,-1.2955107809727702,-0.7010822815332624,0.95,-1.0005310975857484,-1.0579042586808356
f_predict,58,,-0.999577518940607,-1.2837668561151354,-0.6898183411378548,0.95,-1.0000347640673881,-1.0576585849385538
f_predict,59,,-0.9992387466593499,-1.287477113788653,-0.6935318743101021,0.95,-0.9995362157182605,-1.0574078366267545
f_predict,60,,-0.9988813048316288,-1.2861175741235673,-0.6923659637123466,0.95,-0.9990377931141862,-1.0571568831400036
f_predict,61,,-0.9982717679369241,-1.2864324646631493,-0.6930897653640357,0.95,-0.9985374423162702,-1.0568909840113707
f_predict,62,,-0.9977792372410752,-1.2847831045039124,-0.6921953675538695,0.95,-0.9980363469524663,-1.056623159831623
f_predict,63,,-0.9973015867294399,-1.2839853973506763,-0.6924780853806233,0.95,-0.9975341252222475,-1.0563628700317225
f_predict,64,,-0.9967175968381771,-1.2833631933802057,-0.6921296697039894,0.95,-0.9970306919640357,-1.0560908958564639
f_predict,65,,-0.995999703139679,-1.282475460310206,-0.6912426209919494,0.95,-0.9965262876900196,-1.055822715891218
f_predict,66,,-0.9958834683169704,-1.2822056289429526,-0.690703573812298,0.95,-0.9960205688036293,-1.0555643098515048
f_predict,67,,-0.9949657755875856,-1.2814495836731925,-0.6894642623602599,0.95,-0.9955139416913373,-1.0552764541121997
f_predict,68,,-0.9944122346498283,-1.2808187712854788,-0.6890246066321271,0.95,-0.9950061087395725,-1.0549967417892845
f_predict,69,,-0.9939545236143505,-1.2801781128380352,-0.6881803661590257,0.95,-0.9944972806538369,-1.0547142609940117
f_predict,70,,-0.9935216061300656,-1.2763929116386088,-0.6846882861411581,0.95,-0.9939871644488242,-1.0544155351510491
f_predict,71,,-0.9928307470999896,-1.2779249859283273,-0.6858899851150969,0.95,-0.9934759979219104,-1.0541289224181145
f_predict,72,,-0.9925040282899875,-1.2771694072064492,-0.6846761669585472,0.95,-0.9929641960870176,-1.0538271406473945
f_predict,73,,-0.991857951081208,-1.2796916764346573,-0.687179240245664,0.95,-0.9924511091977004,-1.0535231497509472
f_predict,74,,-0.9914935161460341,-1.2785412246293153,-0.6860589154573808,0.95,-0.9919373614562151,-1.0532023616012893
f_predict,75,,-0.9908135644631995,-1.2775207255220786,-0.6848009295715015,0.95,-0.9914221477109056,-1.0529211821205808
f_predict,76,,-0.9901000505569975,-1.2790223846740585,-0.6860690605003888,0.95,-0.9909062787532443,-1.0525781515039017
f_predict,77,,-0.9889875308471665,-1.2767902587011466,-0.6843605309357472,0.95,-0.9903894493192817,-1.0523018138566649
f_predict,78,,-0.9545585556583445,-1.2479262607049422,-0.6647502609114981,0.95,-0.9536891682698081,-1.0235111807785098
f_predict,79,,-0.9538854167773461,-1.2508159624846569,-0.6676853231346187,0.95,-0.9531288141970918,-1.0229738282150984
f_predict,80,,-0.9531042239579476,-1.2498359595477944,-0.6665870679391974,0.95,-0.9525684382005766,-1.0224303069086476
f_predict,81,,-0.9525495687599719,-1.2461884084334474,-0.6639232940747668,0.95,-0.9520073994351546,-1.021908409903731
f_predict,82,,-0.952189262196996,-1.248210529109908,-0.6655765973524023,0.95,-0.9514462682951778,-1.0213811234869856
f_predict,83,,-0.9518169617526004,-1.246879765139178,-0.6646603469535339,0.95,-0.9508851529267558,-1.0208077567007243
f_predict,84,,-0.951054979768104,-1.250528667959563,-0.6680393901420238,0.95,-0.9503236452893563,-1.0202715605796613
f_predict,85,,-0.9504265856006393,-1.2500632114157082,-0.6678252258945628,0.95,-0.9497617173558432,-1.0197212198929
f_predict,86,,-0.949936443344538,-1.2496469933646206,-0.6679288503540555,0.95,-0.9492002005699174,-1.0191653093185757
f_predict,87,,-0.9488680147194631,-1.249074165945529,-0.6671773639878418,0.95,-0.9486379235399272,-1.0186268042486966
f_predict,88,,-0.9481173225059477,-1.2478719765052921,-0.6662064169694677,0.95,-0.9480758798113695,-1.0180614119901115
f_predict,89,,-0.9477525083473379,-1.2482290077363516,-0.6664852988209669,0.95,-0.9475133695945865,-1.0175038494100503
f_predict,90,,-0.9472370106221012,-1.2478225580588036,-0.6664484642121961,0.95,-0.9469512308634621,-1.0169239734288456
f_predict,91,,-0.946566101004243,-1.2474440958724065,-0.6668351327947422,0.95,-0.9463886034375987,-1.0163854775207475
f_predict,92,,-0.9459359180378304,-1.2435349364611514,-0.6628621023419041,0.95,-0.9458256181176422,-1.0158022291633941
f_predict,93,,-0.9453200766585816,-1.2421150702765726,-0.661656432804804,0.95,-0.9452628793307598,-1.015244913373607
f_predict,94,,-0.9446895836158842,-1.241375797385014,-0.6620881722341887,0.95,-0.9446999261516826,-1.0146550374734753
f_predict,95,,-0.9440340623722323,-1.241021921874526,-0.6610013031712426,0.95,-0.9441366978788024,-1.0140971345844043
f_predict,96,,-0.9433359762431401,-1.2409034733387885,-0.6605817267288825,0.95,-0.943573892364454,-1.0135094091463341
f_predict,97,,-0.9426183267342492,-1.2368464218191784,-0.6570951741190867,0.95,-0.9430110248343049,-1.0129482186224636
f_predict,98,,-0.9422739958366364,-1.2364526611911777,-0.6572853909625831,0.95,-0.9424474980382943,-1.0123503990950775
f_predict,99,,-0.9416529959908704,-1.2359509313615022,-0.6575362411659404,0.95,-0.9418841033027818,-1.01175609557461
f_predict,100,,-0.9408044516164014,-1.235916947622,-0.6577278474273679,0.95,-0.941320955798421,-1.0111835954425035
f_predict,101,,-0.9401313954099213,-1.2353310174554732,-0.6579350210388398,0.95,-0.940758219052161,-1.0105880950898414
f_predict,102,,-0.9397541767538737,-1.2344365733218525,-0.6570759251083907,0.95,-0.9401947858655976,-1.0099836806037992
f_predict,103,,-0.9391191377191208,-1.2342714254328493,-0.6564697041885248,0.95,-0.9396315362111007,-1.009418957408514
f_predict,104,,-0.9383317606626544,-1.234267728038324,-0.6567349408763211,0.95,-0.9390682472520475,-1.0088086396826816
f_predict,105,,-0.8623881371991869,-1.1498054520405387,-0.5716929039272676,0.95,-0.8612587973194056,-0.9023690079943191
f_predict,106,,-0.8618171221902478,-1.1506175537021273,-0.5720109948347728,0.95,-0.8608288427673986,-0.9016379611322071
f_predict,107,,-0.8612418718633859,-1.1508060795781105,-0.5719457388561575,0.95,-0.8604000908276198,-0.9009217721019724
f_predict,108,,-0.8606863960363726,-1.1507437218844934,-0.5713618870083707,0.95,-0.8599732309456368,-0.9001701377863737
f_predict,109,,-0.8605001492387906,-1.1500274440533762,-0.5703128368670594,0.95,-0.8595481490605821,-0.8994280567198858
f_predict,110,,-0.8601488153550241,-1.1644258430726628,-0.5841364715942584,0.95,-0.8591244846301029,-0.8987121339638889
f_predict,111,,-0.85961085339477,-1.1396709695109182,-0.5597068096501172,0.95,-0.8587023156771066,-0.8979792968683779
f_predict,112,,-0.8594029675866413,-1.1395505679535654,-0.5595119224011219,0.95,-0.858282347697768,-0.8972456271935506
f_predict,113,,-0.859050178082955,-1.1554069588070734,-0.5750701643464956,0.95,-0.8578638375645017,-0.896506437588328
f_predict,114,,-0.8585471477951667,-1.1401510701258672,-0.5591352882568745,0.95,-0.8574469315872659,-0.8957806015749104
f_predict,115,,-0.8582633416893904,-1.1399727755862104,-0.5589233285853072,0.95,-0.8570317901860396,-0.8950564104393877
f_predict,116,,-0.858006084125309,-1.1413524130606076,-0.5600936333553788,0.95,-0.8566183362295685,-0.8943281873631806
f_predict,117,,-0.8577089146685721,-1.1414184231597753,-0.5601305131011021,0.95,-0.856206331650718,-0.8936176553804728
f_predict,118,,-0.8573758768661082,-1.1417003077951522,-0.5601625822512213,0.95,-0.8557962734451081,-0.8928754626967339
f_predict,119,,-0.8572473672695423,-1.1400813504611897,-0.5592445997358729,0.95,-0.8553881652240798,-0.8921457452359326
f_predict,120,,-0.856916945980902,-1.1389669102615245,-0.5579818321628974,0.95,-0.8549816043192292,-0.8914564485701566
f_predict,121,,-0.856575452488449,-1.1383842828482609,-0.5569786318457405,0.95,-0.8545769564821085,-0.8907301835902255
f_predict,122,,-0.8560998102680971,-1.13882343849096,-0.5576321523191983,0.95,-0.8541738088248404,-0.8900065504711729
f_predict,123,,-0.8557714258013787,-1.1331247913818039,-0.5525277926888497,0.95,-0.8537726460256596,-0.8892835632971231
f_predict,124,,-0.8553826737564882,-1.1381683052206149,-0.5572030781358204,0.95,-0.8533730773705679,-0.8885757820546843
f_predict,125,,-0.8550512081952459,-1.1378768762220566,-0.5568946783261502,0.95,-0.8529751614643208,-0.8878707158491025
f_predict,126,,-0.8545240565306343,-1.1378272445659685,-0.5570457779881947,0.95,-0.8525793471295506,-0.8871549971311173
f_predict,127,,-0.8540652413644019,-1.1376387572181932,-0.5560515652417373,0.95,-0.852184861079842,-0.886434682219936
f_predict,128,,-0.8538083211653749,-1.1375161085740313,-0.5562486003442249,0.95,-0.8517927247662986,-0.8857074635136172
f_predict,129,,-0.8534731365181569,-1.1382300156220047,-0.556485515356916,0.95,-0.8514022950467495,-0.8850003976005567
f_predict,130,,-0.8530989246004999,-1.1372813418278147,-0.5565625511508816,0.95,-0.8510135162194619,-0.8842856437176435
f_predict,131,,-0.8524543720330753,-1.136853338310167,-0.5558300614714817,0.95,-0.8506263233014488,-0.8835919706578754
f_predict,132,,-0.8520899490168046,-1.1370340957846699,-0.5563554303657865,0.95,-0.8502414047528271,-0.8828754056097508
f_predict,133,,-0.8520261921576573,-1.1368751656081548,-0.5552004969668787,0.95,-0.8498579477949028,-0.8821725012039048
f_predict,134,,-0.8517319782646838,-1.138625810376595,-0.5567651551911379,0.95,-0.849476581178392,-0.8814696560891224
f_predict,135,,-0.8513766124364394,-1.13736095509199,-0.5557241098972219,0.95,-0.8490968999966069,-0.8807586884794879
f_predict,136,,-0.8511316769388209,-1.1374773134513336,-0.5560263550701535,0.95,-0.8487193109928446,-0.8800595191295417
f_predict,137,,-0.8510623622908386,-1.1370533912336285,-0.5559051835474828,0.95,-0.8483430868377224,-0.8793592900216533
f_predict,138,,-0.8506864905826621,-1.1369403004070808,-0.555495646853525,0.95,-0.847969164678833,-0.8786652510799225
f_predict,139,,-0.8506366483242864,-1.1369134699496104,-0.5548331720999404,0.95,-0.8475971050590192,-0.8779735203342467
f_predict,140,,-0.8505647009057815,-1.1353609297023737,-0.5531415620831807,0.95,-0.8472264953578997,-0.8772679021139874
f_predict,141,,-0.84998828666579,-1.1374915159092165,-0.5548706536322576,0.95,-0.8468580110426207,-0.8765814364718197
f_predict,142,,-0.8497223867163864,-1.137771154981419,-0.5555152039262841,0.95,-0.8464916861758499,-0.8758658095762961
f_predict,143,,-0.8491785936476146,-1.138064042901425,-0.5556004380979135,0.95,-0.8461270084582133,-0.8751938273547568
f_predict,144,,-0.8488689710503361,-1.1381298382213914,-0.5540621533833999,0.95,-0.8457643579826243,-0.874503924280567
f_predict,145,,-0.8485140897701722,-1.1388893917041547,-0.5545644571024738,0.95,-0.8454034300862323,-0.8738170226720817
f_predict,146,,-0.8479496603608823,-1.1399890133906982,-0.5555321401089162,0.95,-0.8450443606975615,-0.8731288311457779
f_predict,147,,-0.8476023778462867,-1.1293166300797441,-0.544800016864673,0.95,-0.8446875188164984,-0.8724437401615576
f_predict,148,,-0.847314931883005,-1.1292163408928626,-0.5446348524726238,0.95,-0.8443327656768286,-0.8717694722652953
f_predict,149,,-0.8472410462521106,-1.1498667526476567,-0.5649456913273598,0.95,-0.843979159189422,-0.8710874774597239
f_predict,150,,-0.8201822509458947,-1.1128493137640603,-0.5336698451257755,0.95,-0.8186257553857408,-0.8126693081454294
f_predict,151,,-0.8199020575396743,-1.1118727829141184,-0.5312668663878195,0.95,-0.8184938719028828,-0.8122648013689815
f_predict,152,,-0.8195654824395757,-1.1157717231660986,-0.5353094549559939,0.95,-0.8183643575832589,-0.811829206820551
f_predict,153,,-0.8193644500382967,-1.1085866696031166,-0.5283250650123322,0.95,-0.8182367079145358,-0.8114266125613778
f_predict,154,,-0.8193606269282696,-1.1104899605944003,-0.5301103315095338,0.95,-0.8181112565110532,-0.8110034311816013
f_predict,155,,-0.8190123998457977,-1.1100049587987453,-0.5293311972457151,0.95,-0.8179878532861024,-0.8106007873016964
f_predict,156,,-0.8188195036068755,-1.112373270405627,-0.531437721184802,0.95,-0.8178669838810327,-0.8102089273822288
f_predict,157,,-0.8185226059746182,-1.1124978805021362,-0.5307951421795183,0.95,-0.8177479794542618,-0.8097888004604862
f_predict,158,,-0.8186017601928626,-1.107786824599005,-0.5257383593650968,0.95,-0.8176315448373566,-0.8094011709867356
f_predict,159,,-0.8188690083013506,-1.1077671242987623,-0.52611748524406,0.95,-0.817517001735273,-0.8089995581967142
f_predict,160,,-0.8189023719233796,-1.1171890720677964,-0.5346742373715817,0.95,-0.8174042777563338,-0.8085982393614795
f_predict,161,,-0.818905226957089,-1.1066491483405485,-0.5239521231775073,0.95,-0.8172942264489985,-0.80822370115711
f_predict,162,,-0.8188124384607168,-1.1165898827843774,-0.5343680316570781,0.95,-0.8171861789019207,-0.8078472334578427
f_predict,163,,-0.8186950467504511,-1.1190674698451482,-0.536829123187794,0.95,-0.8170804504725615,-0.8074621066005412
f_predict,164,,-0.8184946019503292,-1.1187872878054537,-0.5358662617235477,0.95,-0.8169767713198394,-0.8070629146893799
f_predict,165,,-0.8183624137074637,-1.118499375320389,-0.5356303451567094,0.95,-0.8168751275469278,-0.8067111137648989
f_predict,166,,-0.8183703171100634,-1.1179027725108655,-0.5344530801568765,0.95,-0.8167754468393176,-0.8063372953194597
f_predict,167,,-0.8183368005985887,-1.1179235933409695,-0.5342393895802701,0.95,-0.8166781364763469,-0.8059389040408703
f_predict,168,,-0.8182163725049494,-1.1153536060927247,-0.5315890385675544,0.95,-0.8165831559919766,-0.8055828607137936
f_predict,169,,-0.8181475717384625,-1.1152681363054415,-0.531352633014851,0.95,-0.8164902405883591,-0.8052232603378824
f_predict,170,,-0.8182022045941396,-1.1146656028696218,-0.5309608654973627,0.95,-0.8163992807942263,-0.8048624101972638
f_predict,171,,-0.8184260511759196,-1.1148890026561038,-0.5305231494865916,0.95,-0.8163105114652922,-0.8045247484585889
f_predict,172,,-0.8185448933861631,-1.1228782252007192,-0.5393063181108652,0.95,-0.8162238727422974,-0.8041614008577881
f_predict,173,,-0.8182852180180562,-1.1212724548223214,-0.5381667056390064,0.95,-0.8161395353249234,-0.8038029333637887
f_predict,174,,-0.818263227434544,-1.121010254493921,-0.5388882428687268,0.95,-0.8160571990786627,-0.8034401945372396
f_predict,175,,-0.8179988632468993,-1.1215750453141557,-0.5383895863170083,0.95,-0.8159768763727386,-0.8030981015704073
f_predict,176,,-0.8179106517199275,-1.12407344132669,-0.5404002884573224,0.95,-0.8158991063376679,-0.8027559282969813
f_predict,177,,-0.8177069052813493,-1.1176526269885478,-0.5337846894447068,0.95,-0.8158231693528946,-0.8024239181227271
f_predict,178,,-0.8177780726067505,-1.126720751784937,-0.5430721650280562,0.95,-0.8157491373031251,-0.8020970560794694
f_predict,179,,-0.817670661099513,-1.1256492528957915,-0.5431942242897302,0.95,-0.8156776394789687,-0.8017597801483194
f_predict,180,,-0.8171710752210992,-1.1265906299581403,-0.5433983274811066,0.95,-0.81560797728688,-0.8014274972566574
f_predict,181,,-0.8168555093254224,-1.1179157589564033,-0.5345601412634514,0.95,-0.8155405784932125,-0.8011147499328676
f_predict,182,,-0.8166318929624898,-1.1175355861494558,-0.5339332783199942,0.95,-0.8154751798144447,-0.8007950203211982
f_predict,183,,-0.8162473248631701,-1.116490602953921,-0.532920267596398,0.95,-0.8154122783255595,-0.8004620534777525
f_predict,184,,-0.8160337931650923,-1.1170532094897294,-0.5338135155829085,0.95,-0.8153505324915127,-0.8001652229231807
f_predict,185,,-0.817797099366722,-1.1349077543182562,-0.5449428546378464,0.95,-0.8172769513427627,-0.7851863317641619
f_predict,186,,-0.817734407359316,-1.1348913808939982,-0.544616901390276,0.95,-0.817375112475103,-0.7851199601204581
f_predict,187,,-0.8179533823807394,-1.130246186678675,-0.5392123822847611,0.95,-0.8174750829432642,-0.7850817232805174
f_predict,188,,-0.8180378354179915,-1.1264973496239574,-0.5355076051540719,0.95,-0.8175764036793146,-0.7850674673522312
f_predict,189,,-0.8178319988738059,-1.1256746353997944,-0.5349258119381128,0.95,-0.8176792830300059,-0.7850272873938964
f_predict,190,,-0.8180793058754741,-1.12592926912276,-0.5355367897781835,0.95,-0.8177842825488654,-0.7849886506594796
f_predict,191,,-0.8182327474524478,-1.1269013039977112,-0.5356998430919565,0.95,-0.8178899324419059,-0.7849654996704757
f_predict,192,,-0.8182900843928826,-1.1270413155282921,-0.5355560230245245,0.95,-0.8179976685789545,-0.7849484132990586
f_predict,193,,-0.8182793587452823,-1.127947845436618,-0.5362848413978039,0.95,-0.8181063531503205,-0.784924121770583
f_predict,194,,-0.818278895021997,-1.127779249836681,-0.5364492517927695,0.95,-0.8182168488916453,-0.7848990981197588
f_predict,195,,-0.8184742705526282,-1.1276522249827206,-0.5362026835671667,0.95,-0.8183290413846295,-0.7848779550077811
f_predict,196,,-0.8185747514230467,-1.128747124886185,-0.5365957768918121,0.95,-0.8184418199168461,-0.78486372004228
f_predict,197,,-0.8187222261452056,-1.1284841390488807,-0.5361263611633215,0.95,-0.8185569626368856,-0.7848426642194714
f_predict,198,,-0.8191784874842236,-1.129745505018936,-0.5368834216759626,0.95,-0.8186733184203223,-0.7848462125736612
f_predict,199,,-0.8191528983666764,-1.1298809002945076,-0.5368706774246786,0.95,-0.8187907628121813,-0.784845005353757
f_predict,200,,-0.8192753139426835,-1.1306949146323457,-0.5372455291119576,0.95,-0.8189097833841297,-0.7848469368126929
f_predict,201,,-0.819490600727717,-1.1426268844750933,-0.5496260380392228,0.95,-0.8190303452490717,-0.7848390353267755
f_predict,202,,-0.8194078272038784,-1.1422660684992123,-0.5491288741066754,0.95,-0.819151884840935,-0.7848503130968483
f_predict,203,,-0.8197572596172011,-1.138559773871589,-0.5461902403816846,0.95,-0.8192756027262473,-0.7848306678291581
f_predict,204,,-0.8195669440337291,-1.1382938600345989,-0.5465727911231574,0.95,-0.8193996485709361,-0.7848771474395575
f_predict,205,,-0.8192391330696938,-1.1384830966490092,-0.5469571995534858,0.95,-0.8195259957877379,-0.784876784411569
f_predict,206,,-0.8193827759587287,-1.1408741518972616,-0.5487805740427022,0.95,-0.8196535366335087,-0.7848901689573106
f_predict,207,,-0.8189130282661554,-1.1411822493128334,-0.5497478046119401,0.95,-0.8197816682032272,-0.7849196093112352
f_predict,208,,-0.8189742638214543,-1.142131612006601,-0.549688909423375,0.95,-0.8199118084688075,-0.7849178355180145
f_predict,209,,-0.8191592581535978,-1.1398571397187438,-0.5474136255817544,0.95,-0.8200430090133214,-0.7849485488032428
f_predict,210,,-0.8194792269662741,-1.139569627633301,-0.5470927090539268,0.95,-0.8201756063165946,-0.7849583371419766
f_predict,211,,-0.8196669448295804,-1.1399384923301086,-0.54786251884753,0.95,-0.8203093649534507,-0.784994081393446
f_predict,212,,-0.8200666694411355,-1.140890064249323,-0.5479452154374179,0.95,-0.8204447539263979,-0.785045012802765
f_predict,213,,-0.8199810999114686,-1.1400330293445171,-0.5470900952870391,0.95,-0.820580876145015,-0.7850763929594412
f_predict,214,,-0.819755674556703,-1.140218826415826,-0.5475549912512212,0.95,-0.8207188381439761,-0.7850977149323832
f_predict,215,,-0.8202069305966783,-1.1418200750241438,-0.5487629562816136,0.95,-0.8208578541077848,-0.7851398195240147
f_predict,216,,-0.8203273756686991,-1.1427422261206759,-0.5491857757519635,0.95,-0.8209976457976661,-0.7851871646962578
f_predict,217,,-0.81961412803627,-1.142719277940168,-0.5491439676446879,0.95,-0.8211394568290044,-0.7852296522995509
f_predict,218,,-0.8199108517683464,-1.142142105627999,-0.5491048353657878,0.95,-0.8212817971391105,-0.7852635837024368
f_predict,219,,-0.8200224244920576,-1.141708104559249,-0.5478122801245374,0.95,-0.8214259579442919,-0.7853091922430505
f_predict,220,,-0.8201913853335564,-1.1419380882074506,-0.5472894037813713,0.95,-0.821571117995411,-0.7853592398780395
f_predict,221,,-0.8206840964293788,-1.1051060888743225,-0.5107733676739336,0.95,-0.8217175389607151,-0.7854265523693211
f_predict,222,,-0.8207179510595108,-1.1056012171425948,-0.5107452547816695,0.95,-0.821865190453132,-0.7854813608918175
f_predict,223,,-0.8209550081330306,-1.1051205771350854,-0.5097632585500095,0.95,-0.8220136911667125,-0.7855367211921508
f_predict,224,,-0.8207751489714746,-1.104878061352073,-0.5098787138463791,0.95,-0.8221634188266203,-0.7856053002336575
