activation_time_s,mean_mcherry_intensity,region,point_idx,power_density_nW,experiment_time_s,mch_median_sub
54,606.9293698,activated,9,1.3859586984307867e-05,1314.0,-42.87133282112154
55,608.3177055,activated,9,1.3859586984307867e-05,1315.0,-40.4265983223097
56,606.1111621,activated,9,1.3859586984307867e-05,1316.0,-42.48204642573876
57,608.6149621000002,activated,9,1.3859586984307867e-05,1317.0,-43.16941011126471
58,608.5726536000002,activated,9,1.3859586984307867e-05,1318.0,-38.79127138364311
59,603.1052922,activated,9,1.3859586984307867e-05,1319.0,-44.00253145172326
60,604.6960026,activated,9,1.3859586984307867e-05,1320.0,-44.44986653662784
61,602.5295846,activated,9,1.3859586984307867e-05,1321.0,-47.14875266047477
62,602.8247162,activated,9,1.3859586984307867e-05,1322.0,-47.77702792360628
63,603.6333904,activated,9,1.3859586984307867e-05,1323.0,-47.92878169828475
64,603.684466,activated,9,1.3859586984307867e-05,1324.0,-44.348695869984226
65,600.8238279,activated,9,1.3859586984307867e-05,1325.0,-50.60605847078034
66,607.0348129,activated,9,1.3859586984307867e-05,1326.0,-41.473575599658375
67,604.5684501000002,activated,9,1.3859586984307867e-05,1327.0,-46.425362114468385
68,600.5593927,activated,9,1.3859586984307867e-05,1328.0,-49.16999615085297
69,601.4013412,activated,9,1.3859586984307867e-05,1329.0,-48.68856353079627
70,600.826191,activated,9,1.3859586984307867e-05,1330.0,-48.99130218084781
71,601.9401864,activated,9,1.3859586984307867e-05,1331.0,-47.88840143876291
72,604.4913171000002,activated,9,1.3859586984307867e-05,1332.0,-44.318811040227956
73,600.8154789,activated,9,1.3859586984307867e-05,1333.0,-49.777270831878695
74,602.1301593999998,activated,9,1.3859586984307867e-05,1334.0,-49.07903626901259
75,599.0894069,activated,9,1.3859586984307867e-05,1335.0,-49.61926591960366
76,598.6918745,activated,9,1.3859586984307867e-05,1336.0,-50.418685711225294
77,600.7893634,activated,9,1.3859586984307867e-05,1337.0,-49.83752534601183
78,598.8343484000002,activated,9,1.3859586984307867e-05,1338.0,-50.22886575084431
79,598.7971725,activated,9,1.3859586984307867e-05,1339.0,-50.6428709066214
80,597.5432752,activated,9,1.3859586984307867e-05,1340.0,-50.70544441272477
81,597.7245624,activated,9,1.3859586984307867e-05,1341.0,-50.93498789324735
82,595.4974133999998,activated,9,1.3859586984307867e-05,1342.0,-54.299244513130475
0,680.8085116000002,activated,10,0.030906878975006543,1436.4,26.127930400640707
1,688.0824571,activated,10,0.030906878975006543,1437.4,36.13650366748902
2,694.3664876,activated,10,0.030906878975006543,1438.4,40.76329430655585
3,705.7553575000002,activated,10,0.030906878975006543,1439.4,52.13892903530939
4,714.9892531,activated,10,0.030906878975006543,1440.4,61.57619070300484
5,720.7595727,activated,10,0.030906878975006543,1441.4,66.35648245941377
6,727.5800912000002,activated,10,0.030906878975006543,1442.4,75.2806076103152
7,736.1233430999998,activated,10,0.030906878975006543,1443.4,82.81738111109394
8,737.8721746,activated,10,0.030906878975006543,1444.4,85.24665377439112
9,743.8505008,activated,10,0.030906878975006543,1445.4,88.30007581244513
10,748.4260226,activated,10,0.030906878975006543,1446.4,93.62768499077572
11,750.628316,activated,10,0.030906878975006543,1447.4,97.38460466690913
12,756.3405289,activated,10,0.030906878975006543,1448.4,102.04455285199401
13,755.5610532000002,activated,10,0.030906878975006543,1449.4,100.65831212179194
14,755.0941504,activated,10,0.030906878975006543,1450.4,102.45943156934129
15,753.9020176,activated,10,0.030906878975006543,1451.4,100.86037817200031
16,758.1550208,activated,10,0.030906878975006543,1452.4,103.55152322780123
17,760.4594885,activated,10,0.030906878975006543,1453.4,107.93951936267456
18,763.0106947,activated,10,0.030906878975006543,1454.4,109.32928972185528
19,759.5998432,activated,10,0.030906878975006543,1455.4,105.01940493910831
20,761.3097627999998,activated,10,0.030906878975006543,1456.4,107.89413005305778
21,761.9828200000002,activated,10,0.030906878975006543,1457.4,107.80558932435156
22,763.0113392000002,activated,10,0.030906878975006543,1458.4,110.54963269066081
23,760.6814003999998,activated,10,0.030906878975006543,1459.4,106.87276431316832
24,760.7809214,activated,10,0.030906878975006543,1460.4,107.81989878822878
25,760.7576741,activated,10,0.030906878975006543,1461.4,104.59375660557839
26,759.9720497999998,activated,10,0.030906878975006543,1462.4,108.37296293342501
27,757.7983163,activated,10,0.030906878975006543,1463.4,105.13957575196093
28,754.8407002,activated,10,0.030906878975006543,1464.4,101.33723499749465
29,754.5193021000001,activated,10,0.030906878975006543,1465.4,98.58383849613085
30,752.5161611000002,activated,10,0.030906878975006543,1466.4,98.94157795804483
31,750.6860104,activated,10,0.030906878975006543,1467.4,95.39683141260002
32,749.5396174,activated,10,0.030906878975006543,1468.4,94.4345890170473
33,752.0367347,activated,10,0.030906878975006543,1469.4,95.42251687877922
34,753.8868987000002,activated,10,0.030906878975006543,1470.4,97.97813994350179
0,695.4212326,activated,11,0.030906878975006543,1638.0,30.917084287638886
1,697.6559177999999,activated,11,0.030906878975006543,1639.0,31.869624800560473
2,708.9972362999998,activated,11,0.030906878975006543,1640.0,46.66232377533083
3,716.7528667,activated,11,0.030906878975006543,1641.0,54.73672462187403
4,723.5227973,activated,11,0.030906878975006543,1642.0,58.65112055693908
5,732.6667867000001,activated,11,0.030906878975006543,1643.0,66.13419192502806
6,739.4685807,activated,11,0.030906878975006543,1644.0,75.04561920369508
7,744.1059134,activated,11,0.030906878975006543,1645.0,77.90495276691286
8,749.7962377,activated,11,0.030906878975006543,1646.0,83.8928643928864
9,754.1144017999999,activated,11,0.030906878975006543,1647.0,87.13246910201326
10,751.6350916,activated,11,0.030906878975006543,1648.0,85.37871199628682
11,755.4291753,activated,11,0.030906878975006543,1649.0,89.26834821898888
12,757.3431707000002,activated,11,0.030906878975006543,1650.0,91.85003852723628
13,757.726519,activated,11,0.030906878975006543,1651.0,91.81511895245524
14,761.8040120000002,activated,11,0.030906878975006543,1652.0,97.06968891318877
15,764.2014051,activated,11,0.030906878975006543,1653.0,97.59437933418053
16,764.5085494,activated,11,0.030906878975006543,1654.0,100.91282315060869
17,762.9358319,activated,11,0.030906878975006543,1655.0,97.1354299313117
18,762.9820593999998,activated,11,0.030906878975006543,1656.0,99.44934543961108
19,767.5362034,activated,11,0.030906878975006543,1657.0,102.78757991727161
20,763.0977966,activated,11,0.030906878975006543,1658.0,96.99305533874212
21,764.1488664,activated,11,0.030906878975006543,1659.0,100.35705681905506
22,762.6696548,activated,11,0.030906878975006543,1660.0,95.21476052421747
23,763.1137109,activated,11,0.030906878975006543,1661.0,98.66746371606098
24,762.1251778,activated,11,0.030906878975006543,1662.0,94.87693166372094
25,761.8067756,activated,11,0.030906878975006543,1663.0,96.17441503772329
26,759.5323772999999,activated,11,0.030906878975006543,1664.0,92.6357792037594
27,757.6054054,activated,11,0.030906878975006543,1665.0,91.90069406558939
28,758.9304323,activated,11,0.030906878975006543,1666.0,92.93386486305042
29,760.2720933999999,activated,11,0.030906878975006543,1667.0,95.14244220991941
30,759.9723633,activated,11,0.030906878975006543,1668.0,95.10232170279119
31,760.0721629999998,activated,11,0.030906878975006543,1669.0,93.13691282824061
32,762.9447615,activated,11,0.030906878975006543,1670.0,96.83155011753081
33,763.2613754,activated,11,0.030906878975006543,1671.0,99.67966846697334
34,762.3416959,activated,11,0.030906878975006543,1672.0,95.6064984932857
35,761.2947426,activated,11,0.030906878975006543,1673.0,93.31906818441098
36,756.9321973,activated,11,0.030906878975006543,1674.0,91.0924334589007
37,764.0806456,activated,11,0.030906878975006543,1675.0,99.3842566737269
38,764.6564403,activated,11,0.030906878975006543,1676.0,98.77727406519489
39,767.4977792000002,activated,11,0.030906878975006543,1677.0,102.06779590995814
40,760.9146688999998,activated,11,0.030906878975006543,1678.0,92.08847608364204
41,758.991471,activated,11,0.030906878975006543,1679.0,90.42578393371855
42,756.6594595,activated,11,0.030906878975006543,1680.0,88.575427949144
43,755.4519522999999,activated,11,0.030906878975006543,1681.0,89.10637058528323
44,755.4361541000002,activated,11,0.030906878975006543,1682.0,87.91671340896812
45,753.6424072000002,activated,11,0.030906878975006543,1683.0,85.73949407736939
46,750.1561762,activated,11,0.030906878975006543,1684.0,83.57449540519724
47,749.5209743,activated,11,0.030906878975006543,1685.0,82.09386259013877
48,750.0841059999998,activated,11,0.030906878975006543,1686.0,83.7479578724342
49,746.199611,activated,11,0.030906878975006543,1687.0,79.38687423514568
50,744.0729236000002,activated,11,0.030906878975006543,1688.0,76.33882927428397
51,744.7276744,activated,11,0.030906878975006543,1689.0,76.89911050931323
52,743.2473307,activated,11,0.030906878975006543,1690.0,77.24376355280174
53,741.1327895,activated,11,0.030906878975006543,1691.0,72.91712410333366
54,740.5981363,activated,11,0.030906878975006543,1692.0,73.27396906449201
55,739.80036,activated,11,0.030906878975006543,1693.0,72.22531824726832
56,739.2486545,activated,11,0.030906878975006543,1694.0,72.73457499611197
57,739.1524487,activated,11,0.030906878975006543,1695.0,72.21807066243343
58,737.7692861,activated,11,0.030906878975006543,1696.0,69.95971086532029
59,736.9694197000001,activated,11,0.030906878975006543,1697.0,69.49355701724585
60,737.8396725,activated,11,0.030906878975006543,1698.0,68.94530238695666
61,736.2085871,activated,11,0.030906878975006543,1699.0,70.17925055135515
62,734.2042152,activated,11,0.030906878975006543,1700.0,64.69224139043524
63,734.2487009,activated,11,0.030906878975006543,1701.0,66.10394656489564
64,732.8424536,activated,11,0.030906878975006543,1702.0,65.6212063045682
65,732.2165181,activated,11,0.030906878975006543,1703.0,62.01732303237122
66,729.6543849999998,activated,11,0.030906878975006543,1704.0,61.47023350856239
67,730.9877435,activated,11,0.030906878975006543,1705.0,64.79355249695084
68,733.6690568,activated,11,0.030906878975006543,1706.0,67.15205751024598
69,727.7683804,activated,11,0.030906878975006543,1707.0,62.19878722520582
70,729.6819404,activated,11,0.030906878975006543,1708.0,60.7384742514206
71,728.9680437000002,activated,11,0.030906878975006543,1709.0,60.21374352106659
72,726.4485209,activated,11,0.030906878975006543,1710.0,56.100740975281155
73,727.9523152,activated,11,0.030906878975006543,1711.0,61.29969204893234
74,726.3562574,activated,11,0.030906878975006543,1712.0,55.966037994606836
0,648.9361164,activated,12,0.06682573169467801,1810.8,-24.50461416121084
1,673.4940459,activated,12,0.06682573169467801,1811.8,-1.4385204485668055
2,702.4517897000002,activated,12,0.06682573169467801,1812.8,25.42642904189438
3,731.0486951,activated,12,0.06682573169467801,1813.8,57.920039578147
4,746.38635,activated,12,0.06682573169467801,1814.8,70.50779201277567
5,767.6700671,activated,12,0.06682573169467801,1815.8,93.9479230608788
6,792.9745987000001,activated,12,0.06682573169467801,1816.8,118.17139615776398
7,808.1771185,activated,12,0.06682573169467801,1817.8,131.5991386208418
8,819.9339507,activated,12,0.06682573169467801,1818.8,142.60862397528285
9,832.0587047,activated,12,0.06682573169467801,1819.8,156.58752268452406
10,836.5877899000002,activated,12,0.06682573169467801,1820.8,160.35698166788472
11,848.4638604,activated,12,0.06682573169467801,1821.8,171.99332918697667
12,847.7231457,activated,12,0.06682573169467801,1822.8,172.58144052848922
13,858.0591575,activated,12,0.06682573169467801,1823.8,181.35520118189027
14,858.6228873,activated,12,0.06682573169467801,1824.8,182.208270793132
15,860.7593637,activated,12,0.06682573169467801,1825.8,184.05314126063342
16,863.6322349999998,activated,12,0.06682573169467801,1826.8,189.3950092277172
17,864.2986443,activated,12,0.06682573169467801,1827.8,189.09819644241543
18,867.0972567,activated,12,0.06682573169467801,1828.8,193.17266747057545
19,865.2280141000001,activated,12,0.06682573169467801,1829.8,189.96198567788213
20,866.7033762,activated,12,0.06682573169467801,1830.8,190.47226784698785
21,859.7198479,activated,12,0.06682573169467801,1831.8,183.02527493887203
22,869.2624844000002,activated,12,0.06682573169467801,1832.8,194.22204984045516
23,867.0565274,activated,12,0.06682573169467801,1833.8,189.68589184216853
24,868.3450982999999,activated,12,0.06682573169467801,1834.8,192.23552559544612
25,867.8939356000002,activated,12,0.06682573169467801,1835.8,191.53450675511397
26,873.692728,activated,12,0.06682573169467801,1836.8,197.8009733951269
27,871.5003571000002,activated,12,0.06682573169467801,1837.8,192.87625725076202
28,872.2034081,activated,12,0.06682573169467801,1838.8,196.32347605717052
29,869.1999302999999,activated,12,0.06682573169467801,1839.8,194.18291579948243
30,872.8692136,activated,12,0.06682573169467801,1840.8,196.47502254042251
31,876.2217668,activated,12,0.06682573169467801,1841.8,197.55512746840384
32,877.1065752999998,activated,12,0.06682573169467801,1842.8,200.5563580965013
33,874.1040091,activated,12,0.06682573169467801,1843.8,197.1329322879517
34,874.7088163999998,activated,12,0.06682573169467801,1844.8,195.61805473044296
35,873.5081546,activated,12,0.06682573169467801,1845.8,196.76710021740485
36,874.544686,activated,12,0.06682573169467801,1846.8,195.66663256539687
37,874.2257149000002,activated,12,0.06682573169467801,1847.8,196.54136627381604
38,876.909728,activated,12,0.06682573169467801,1848.8,198.72185446644983
39,881.0062472999998,activated,12,0.06682573169467801,1849.8,202.99948777120858
40,880.2917467,activated,12,0.06682573169467801,1850.8,201.64398198633614
41,878.1046418999998,activated,12,0.06682573169467801,1851.8,203.64477796041115
42,876.3269428,activated,12,0.06682573169467801,1852.8,199.84097269242716
0,675.3960867000002,activated,13,0.06682573169467801,2012.4,-13.673219443342418
1,692.42179,activated,13,0.06682573169467801,2013.4,3.890984355948035
2,723.7770198,activated,13,0.06682573169467801,2014.4,33.85886741381887
3,745.9955119,activated,13,0.06682573169467801,2015.4,57.258553349332146
4,780.6137603,activated,13,0.06682573169467801,2016.4,91.02387604782928
5,795.5347984,activated,13,0.06682573169467801,2017.4,104.84589431975326
6,832.5398438,activated,13,0.06682573169467801,2018.4,143.4604258155416
7,856.4837982999999,activated,13,0.06682573169467801,2019.4,166.99124792664986
8,863.3172352,activated,13,0.06682573169467801,2020.4,173.0422885147808
9,872.5279705,activated,13,0.06682573169467801,2021.4,183.66125973405212
10,879.9640607000001,activated,13,0.06682573169467801,2022.4,191.70238247946497
11,891.0187186,activated,13,0.06682573169467801,2023.4,202.18510367039573
12,897.1519609999998,activated,13,0.06682573169467801,2024.4,205.69867719351805
13,899.7359944,activated,13,0.06682573169467801,2025.4,210.57664686211376
14,904.390571,activated,13,0.06682573169467801,2026.4,214.1978569074771
15,904.3196214,activated,13,0.06682573169467801,2027.4,214.48325844090436
16,908.3348797,activated,13,0.06682573169467801,2028.4,218.39958826272778
17,910.5929457,activated,13,0.06682573169467801,2029.4,218.3208143527121
18,911.8922809,activated,13,0.06682573169467801,2030.4,222.01586723356934
19,910.6395506,activated,13,0.06682573169467801,2031.4,221.15827676813126
20,909.228554,activated,13,0.06682573169467801,2032.4,219.05044546820977
21,917.1153366,activated,13,0.06682573169467801,2033.4,225.9356956168342
22,915.3608964,activated,13,0.06682573169467801,2034.4,223.1073075138844
23,915.4866549,activated,13,0.06682573169467801,2035.4,223.84074622365074
24,917.4569396,activated,13,0.06682573169467801,2036.4,225.53056189726783
25,918.8708102,activated,13,0.06682573169467801,2037.4,227.8172189921039
26,912.8128313,activated,13,0.06682573169467801,2038.4,222.73534791250927
27,922.8641739,activated,13,0.06682573169467801,2039.4,232.09972600093977
28,922.7126716,activated,13,0.06682573169467801,2040.4,231.35177837378558
29,920.4316776,activated,13,0.06682573169467801,2041.4,228.9822762361821
30,916.225262,activated,13,0.06682573169467801,2042.4,225.4377455022693
31,922.426249,activated,13,0.06682573169467801,2043.4,232.7545285666812
32,922.6918222,activated,13,0.06682573169467801,2044.4,232.0395962526269
0,737.5515138999998,activated,14,0.1083782783324549,2203.2,35.27552430981734
1,755.8624147,activated,14,0.1083782783324549,2204.2,53.97704653193091
2,795.8131274,activated,14,0.1083782783324549,2205.2,92.37026801846355
3,817.6007896000001,activated,14,0.1083782783324549,2206.2,115.01817253593879
4,855.2557784,activated,14,0.1083782783324549,2207.2,154.74487541826647
5,879.8620954,activated,14,0.1083782783324549,2208.2,176.35676933413458
6,898.8144802000003,activated,14,0.1083782783324549,2209.2,197.74532412596602
7,916.0176851,activated,14,0.1083782783324549,2210.2,214.84680089297763
8,930.3598456,activated,14,0.1083782783324549,2211.2,227.0287642079577
9,941.8437774,activated,14,0.1083782783324549,2212.2,240.04857092429063
10,948.0974076,activated,14,0.1083782783324549,2213.2,246.48522268261638
11,956.9631724,activated,14,0.1083782783324549,2214.2,253.29364481166465
12,962.9216071,activated,14,0.1083782783324549,2215.2,259.0065151820281
13,965.979946,activated,14,0.1083782783324549,2216.2,262.91136994488784
14,969.3362731,activated,14,0.1083782783324549,2217.2,269.8955332925891
15,970.8445728,activated,14,0.1083782783324549,2218.2,267.3325540434198
16,972.5832612,activated,14,0.1083782783324549,2219.2,269.5869903155183
17,973.5073765,activated,14,0.1083782783324549,2220.2,271.0562445333039
18,977.915354,activated,14,0.1083782783324549,2221.2,276.0290626993924
19,980.3459634,activated,14,0.1083782783324549,2222.2,277.69098945234464
20,975.9266409,activated,14,0.1083782783324549,2223.2,272.6021273994596
21,978.3929863,activated,14,0.1083782783324549,2224.2,276.87644469295446
22,975.9805847,activated,14,0.1083782783324549,2225.2,271.7483494440829
23,977.845287,activated,14,0.1083782783324549,2226.2,275.29964042719996
24,979.5743316,activated,14,0.1083782783324549,2227.2,273.6452602928424
25,978.5866345,activated,14,0.1083782783324549,2228.2,274.13547307772774
26,978.8658751,activated,14,0.1083782783324549,2229.2,275.6363592415863
27,980.0581996,activated,14,0.1083782783324549,2230.2,276.009207288217
28,983.0099283,activated,14,0.1083782783324549,2231.2,280.14216924102675
29,981.5807647,activated,14,0.1083782783324549,2232.2,277.4898735828375
0,732.5521932,activated,15,0.1083782783324549,2376.0,18.750472695635835
1,752.5820767999999,activated,15,0.1083782783324549,2377.0,37.85852800556654
2,791.4101489,activated,15,0.1083782783324549,2378.0,77.78586122899333
3,825.4965077,activated,15,0.1083782783324549,2379.0,111.26556927708259
4,855.2280024,activated,15,0.1083782783324549,2380.0,141.52410306202637
5,873.2806688999998,activated,15,0.1083782783324549,2381.0,159.67107091083324
6,892.7089268,activated,15,0.1083782783324549,2382.0,177.46565168946222
7,908.3203066,activated,15,0.1083782783324549,2383.0,192.9493109301476
8,926.8458385,activated,15,0.1083782783324549,2384.0,210.80637459636569
9,943.5871745,activated,15,0.1083782783324549,2385.0,229.64242697475333
10,970.9342584,activated,15,0.1083782783324549,2386.0,255.99946066332154
11,988.85244,activated,15,0.1083782783324549,2387.0,273.3676755452782
12,999.4060383,activated,15,0.1083782783324549,2388.0,284.8415040443864
13,1005.397039,activated,15,0.1083782783324549,2389.0,291.9613074052344
14,1010.08406,activated,15,0.1083782783324549,2390.0,295.1430409409264
15,1013.301971,activated,15,0.1083782783324549,2391.0,298.5410570252733
16,1017.953952,activated,15,0.1083782783324549,2392.0,304.6130648455145
18,1018.112643,activated,15,0.1083782783324549,2394.0,301.14198913271537
19,1022.19773,activated,15,0.1083782783324549,2395.0,308.61473482078577
20,1018.032531,activated,15,0.1083782783324549,2396.0,307.42123622574275
21,1019.20965,activated,15,0.1083782783324549,2397.0,306.14221640221115
22,1023.852405,activated,15,0.1083782783324549,2398.0,309.65369711852566
23,1019.034168,activated,15,0.1083782783324549,2399.0,303.96154969529334
24,1017.556048,activated,15,0.1083782783324549,2400.0,302.98096877224646
25,1022.577118,activated,15,0.1083782783324549,2401.0,307.33414565413887
26,1022.774541,activated,15,0.1083782783324549,2402.0,308.2609694690442
27,1019.342724,activated,15,0.1083782783324549,2403.0,304.53380273698406
28,1023.691503,activated,15,0.1083782783324549,2404.0,308.3495082049617
29,1020.763277,activated,15,0.1083782783324549,2405.0,306.51062321516895
0,712.0386449,activated,16,0.17576838915843104,2563.2,-22.14396289559147
1,734.5864546,activated,16,0.17576838915843104,2564.2,-0.22934056335429887
2,780.0178361000002,activated,16,0.17576838915843104,2565.2,43.99384554231585
3,822.5975963,activated,16,0.17576838915843104,2566.2,89.02462852162535
4,857.9023543,activated,16,0.17576838915843104,2567.2,121.21123128477609
5,893.4672918,activated,16,0.17576838915843104,2568.2,155.7774820427702
6,927.6176677,activated,16,0.17576838915843104,2569.2,192.11320493445874
7,958.5972015,activated,16,0.17576838915843104,2570.2,223.9400563379504
8,979.5195111,activated,16,0.17576838915843104,2571.2,243.80088267012832
9,999.1300374,activated,16,0.17576838915843104,2572.2,265.7952715738263
10,1017.949389,activated,16,0.17576838915843104,2573.2,279.94572696923353
11,1033.232415,activated,16,0.17576838915843104,2574.2,298.75108058395415
12,1045.379133,activated,16,0.17576838915843104,2575.2,307.3078162712692
13,1057.624588,activated,16,0.17576838915843104,2576.2,321.1008640029636
14,1063.745487,activated,16,0.17576838915843104,2577.2,325.8433053440276
15,1070.488234,activated,16,0.17576838915843104,2578.2,333.5929486883132
16,1101.25035,activated,16,0.17576838915843104,2579.2,366.7037185170145
17,1113.012245,activated,16,0.17576838915843104,2580.2,374.3398360989719
18,1123.839452,activated,16,0.17576838915843104,2581.2,384.907700965357
19,1120.806468,activated,16,0.17576838915843104,2582.2,382.70263133728747
20,1117.577217,activated,16,0.17576838915843104,2583.2,379.58865714006515
21,1121.6418210000004,activated,16,0.17576838915843104,2584.2,385.47739919883986
22,1118.014631,activated,16,0.17576838915843104,2585.2,377.5168021370058
23,1128.772329,activated,16,0.17576838915843104,2586.2,389.4283093536727
24,1138.570912,activated,16,0.17576838915843104,2587.2,398.1845192795331
25,1138.224496,activated,16,0.17576838915843104,2588.2,400.2440495900647
26,1139.05824,activated,16,0.17576838915843104,2589.2,398.05376859812725
27,1134.234592,activated,16,0.17576838915843104,2590.2,394.6275625614585
28,1130.473127,activated,16,0.17576838915843104,2591.2,392.02475951401107
29,1127.93942,activated,16,0.17576838915843104,2592.2,388.19147158560804
30,1124.769327,activated,16,0.17576838915843104,2593.2,385.28052489460856
31,1125.330223,activated,16,0.17576838915843104,2594.2,385.21386413775383
32,1120.748077,activated,16,0.17576838915843104,2595.2,379.1779183393237
0,747.2127791,activated,17,0.17576838915843104,2743.2,-28.639363623094596
1,776.2670479,activated,17,0.17576838915843104,2744.2,-1.9664077486592078
2,818.2633553,activated,17,0.17576838915843104,2745.2,39.64090373395686
3,861.0948877999997,activated,17,0.17576838915843104,2746.2,82.69299080043334
4,897.5380265000001,activated,17,0.17576838915843104,2747.2,118.63465802324379
5,930.9968473,activated,17,0.17576838915843104,2748.2,152.93000657061987
6,951.4347142,activated,17,0.17576838915843104,2749.2,173.63431081111298
7,972.6402415,activated,17,0.17576838915843104,2750.2,194.48274570217745
8,988.2666299,activated,17,0.17576838915843104,2751.2,209.38212399134932
9,1007.414039,activated,17,0.17576838915843104,2752.2,229.41993979895597
10,1014.966267,activated,17,0.17576838915843104,2753.2,236.01048497207978
11,1024.989323,activated,17,0.17576838915843104,2754.2,242.79234243251767
12,1036.579023,activated,17,0.17576838915843104,2755.2,257.2449705569078
13,1035.271368,activated,17,0.17576838915843104,2756.2,254.35021199991445
14,1039.213963,activated,17,0.17576838915843104,2757.2,259.74339576109287
15,1049.708671,activated,17,0.17576838915843104,2758.2,269.0824488934338
16,1044.987773,activated,17,0.17576838915843104,2759.2,263.5943011364393
17,1052.723122,activated,17,0.17576838915843104,2760.2,269.5561812334731
18,1050.592748,activated,17,0.17576838915843104,2761.2,270.7649848352279
19,1051.648724,activated,17,0.17576838915843104,2762.2,270.15152566923484
20,1049.850193,activated,17,0.17576838915843104,2763.2,268.3536913088915
21,1050.084977,activated,17,0.17576838915843104,2764.2,266.32044691589977
22,1054.210863,activated,17,0.17576838915843104,2765.2,271.9562724507549
23,1055.797265,activated,17,0.17576838915843104,2766.2,272.2227424223537
24,1053.227288,activated,17,0.17576838915843104,2767.2,270.7358488764361
25,1062.617575,activated,17,0.17576838915843104,2768.2,277.4954146672851
26,1058.801144,activated,17,0.17576838915843104,2769.2,273.94800947404224
27,1060.188336,activated,17,0.17576838915843104,2770.2,274.9244011575413
28,1060.006091,activated,17,0.17576838915843104,2771.2,274.09276842336374
29,1062.172677,activated,17,0.17576838915843104,2772.2,278.09021106994373
30,1067.037257,activated,17,0.17576838915843104,2773.2,282.16893084234414
31,1072.352501,activated,17,0.17576838915843104,2774.2,286.5708030794227
32,1065.824734,activated,17,0.17576838915843104,2775.2,277.9225842933864
33,1062.903167,activated,17,0.17576838915843104,2776.2,275.3739173223887
34,1061.157779,activated,17,0.17576838915843104,2777.2,272.8258145474407
35,1063.628148,activated,17,0.17576838915843104,2778.2,278.9485228695097
0,875.8005747999998,activated,18,0.2850619801560182,3024.0,7.73870616227282
1,920.8199959,activated,18,0.2850619801560182,3025.0,53.32305346506075
2,994.7938166,activated,18,0.2850619801560182,3026.0,124.14637949872565
3,1066.908497,activated,18,0.2850619801560182,3027.0,200.06299890572757
4,1124.9861,activated,18,0.2850619801560182,3028.0,256.8721613642591
5,1172.564879,activated,18,0.2850619801560182,3029.0,300.16746185674674
6,1207.802537,activated,18,0.2850619801560182,3030.0,338.20475671522615
7,1238.208256,activated,18,0.2850619801560182,3031.0,367.9573016865876
8,1257.335483,activated,18,0.2850619801560182,3032.0,386.4451770216673
9,1271.020408,activated,18,0.2850619801560182,3033.0,399.2993905892173
10,1283.120318,activated,18,0.2850619801560182,3034.0,412.9104035160823
11,1294.2224,activated,18,0.2850619801560182,3035.0,421.4327939364772
12,1310.09386,activated,18,0.2850619801560182,3036.0,439.62221995150617
13,1317.957732,activated,18,0.2850619801560182,3037.0,445.0432853707789
14,1325.255198,activated,18,0.2850619801560182,3038.0,453.78624844751016
15,1325.818109,activated,18,0.2850619801560182,3039.0,453.20299714426426
16,1333.658008,activated,18,0.2850619801560182,3040.0,461.49241688416225
17,1344.357001,activated,18,0.2850619801560182,3041.0,470.0350653858891
18,1336.357976,activated,18,0.2850619801560182,3042.0,461.6586622979329
19,1342.972538,activated,18,0.2850619801560182,3043.0,467.7035308548151
20,1341.361262,activated,18,0.2850619801560182,3044.0,465.6867779385133
21,1366.558568,activated,18,0.2850619801560182,3045.0,493.8700155731293
22,1378.369216,activated,18,0.2850619801560182,3046.0,503.0732782495876
23,1371.420501,activated,18,0.2850619801560182,3047.0,497.18656404288936
24,1372.404836,activated,18,0.2850619801560182,3048.0,496.60406710756513
25,1364.0984,activated,18,0.2850619801560182,3049.0,487.5614598514228
26,1363.9812869999996,activated,18,0.2850619801560182,3050.0,485.5373358908538
27,1356.414393,activated,18,0.2850619801560182,3051.0,483.1986947425821
28,1356.621262,activated,18,0.2850619801560182,3052.0,478.2575435792131
29,1351.373763,activated,18,0.2850619801560182,3053.0,475.2369881131988
30,1356.498911,activated,18,0.2850619801560182,3054.0,479.0666620977373
31,1358.973246,activated,18,0.2850619801560182,3055.0,479.7450349751997
32,1353.96517,activated,18,0.2850619801560182,3056.0,473.84269054473475
33,1356.332308,activated,18,0.2850619801560182,3057.0,479.9042506491862
0,882.823944,activated,19,0.2850619801560182,3315.6,-32.20864214257722
1,932.8048654,activated,19,0.2850619801560182,3316.6,19.085142449179443
2,1033.992963,activated,19,0.2850619801560182,3317.6,116.70468362622626
3,1115.701367,activated,19,0.2850619801560182,3318.6,197.91289432661324
4,1168.579319,activated,19,0.2850619801560182,3319.6,253.67255681411325
5,1206.295184,activated,19,0.2850619801560182,3320.6,290.42580852485514
6,1223.405568,activated,19,0.2850619801560182,3321.6,308.1607861730954
7,1238.68334,activated,19,0.2850619801560182,3322.6,322.109314436299
8,1253.97713,activated,19,0.2850619801560182,3323.6,337.73520821948955
9,1266.092484,activated,19,0.2850619801560182,3324.6,351.11704788644124
10,1265.772781,activated,19,0.2850619801560182,3325.6,349.6187741141266
11,1277.683688,activated,19,0.2850619801560182,3326.6,362.14289498574885
12,1290.167434,activated,19,0.2850619801560182,3327.6,373.6634752880707
13,1292.955456,activated,19,0.2850619801560182,3328.6,375.5932597140346
