experiment_time_s,deactivation_time_s,point_idx,mean_mcherry_intensity,region,rel_point_idx
2600.2,37,16,718.054414,activated,5
2601.2,38,16,716.1392052,activated,5
2602.2,39,16,714.6281476,activated,5
2603.2,40,16,712.3681017,activated,5
2604.2,41,16,713.1900775,activated,5
2605.2,42,16,713.2307661,activated,5
2606.2,43,16,710.7690365,activated,5
2607.2,44,16,711.9268499,activated,5
2608.2,45,16,708.8159143,activated,5
2609.2,46,16,708.0254478,activated,5
2610.2,47,16,707.2951491,activated,5
2611.2,48,16,708.9698609,activated,5
2612.2,49,16,705.2707754,activated,5
2613.2,50,16,708.0975528,activated,5
2614.2,51,16,702.9439022,activated,5
2615.2,52,16,706.2955729,activated,5
2616.2,53,16,700.9731878,activated,5
2617.2,54,16,699.1816762,activated,5
2618.2,55,16,703.1464162,activated,5
2619.2,56,16,699.8271838,activated,5
2620.2,57,16,700.5519958,activated,5
2621.2,58,16,702.8589543,activated,5
2622.2,59,16,703.4954742,activated,5
2623.2,60,16,701.284646,activated,5
2624.2,61,16,698.4135977,activated,5
2625.2,62,16,697.3103144,activated,5
2626.2,63,16,699.7714402,activated,5
2627.2,64,16,700.0966006,activated,5
2628.2,65,16,698.5820071,activated,5
2629.2,66,16,695.358336,activated,5
2630.2,67,16,700.0750486,activated,5
2631.2,68,16,699.6016547,activated,5
2632.2,69,16,696.3492786,activated,5
2743.2,0,17,429.6848035,dark,6
2744.2,1,17,427.8349331,dark,6
2745.2,2,17,425.0445117,dark,6
2746.2,3,17,420.7224749,dark,6
2747.2,4,17,419.0645097,dark,6
2748.2,5,17,413.3597081,dark,6
2749.2,6,17,415.4576516,dark,6
2750.2,7,17,418.1204329,dark,6
2751.2,8,17,416.5206264,dark,6
2752.2,9,17,411.3981359,dark,6
2753.2,10,17,412.5511462,dark,6
2754.2,11,17,410.513864,dark,6
2755.2,12,17,409.8924691,dark,6
2756.2,13,17,410.561946,dark,6
2757.2,14,17,407.1613632,dark,6
2758.2,15,17,408.6545618,dark,6
2759.2,16,17,408.8885317,dark,6
2760.2,17,17,406.8068158,dark,6
2761.2,18,17,407.3011267,dark,6
2762.2,19,17,407.5901856,dark,6
2763.2,20,17,408.5170005,dark,6
2764.2,21,17,407.4327375,dark,6
2765.2,22,17,400.5328388,dark,6
2766.2,23,17,408.6326619,dark,6
2767.2,24,17,405.9009443,dark,6
2768.2,25,17,406.6216397,dark,6
2769.2,26,17,404.5263989,dark,6
2770.2,27,17,407.4757255,dark,6
2771.2,28,17,405.1079202,dark,6
2772.2,29,17,406.9096642,dark,6
2773.2,30,17,404.0606168,dark,6
2774.2,31,17,403.4489984,dark,6
2775.2,32,17,404.9241233,dark,6
2776.2,33,17,406.6661291,dark,6
2777.2,34,17,403.0955967,dark,6
2778.2,35,17,404.7397702,dark,6
2779.2,36,17,407.5914202,dark,6
2780.2,37,17,406.7800999,dark,6
2781.2,38,17,405.7751171,dark,6
2782.2,39,17,403.0758878,dark,6
2783.2,40,17,400.4113937,dark,6
2784.2,41,17,403.7169471,dark,6
2785.2,42,17,399.5434606,dark,6
2786.2,43,17,404.9620283,dark,6
2787.2,44,17,404.0450122,dark,6
2788.2,45,17,403.2072318,dark,6
2789.2,46,17,404.5620127,dark,6
2790.2,47,17,404.7259118,dark,6
2791.2,48,17,406.256159,dark,6
2792.2,49,17,403.2167859,dark,6
2793.2,50,17,403.0331891,dark,6
2794.2,51,17,407.0411972,dark,6
2795.2,52,17,401.909553,dark,6
2796.2,53,17,401.824467,dark,6
2797.2,54,17,406.3365959,dark,6
2798.2,55,17,404.0640092,dark,6
2799.2,56,17,408.4451167,dark,6
2800.2,57,17,405.0769222,dark,6
2801.2,58,17,404.2245938,dark,6
2802.2,59,17,394.464959,dark,6
2803.2,60,17,404.3425019,dark,6
2804.2,61,17,402.6233747,dark,6
2805.2,62,17,405.8181272,dark,6
2806.2,63,17,403.3369296,dark,6
2807.2,64,17,403.5344515,dark,6
2808.2,65,17,403.1330345,dark,6
2809.2,66,17,404.102448,dark,6
2810.2,67,17,403.254702,dark,6
2811.2,68,17,406.793836,dark,6
2812.2,69,17,398.6932454,dark,6
2743.2,0,17,1015.29357,activated,6
2744.2,1,17,989.8457514,activated,6
2745.2,2,17,954.3572503,activated,6
2746.2,3,17,935.805446,activated,6
2747.2,4,17,916.4882515,activated,6
2748.2,5,17,893.5355358,activated,6
2749.2,6,17,882.454954,activated,6
2750.2,7,17,866.5368073,activated,6
2751.2,8,17,856.1938224,activated,6
2752.2,9,17,839.7845618,activated,6
2753.2,10,17,837.1090138,activated,6
2754.2,11,17,825.7810259,activated,6
2755.2,12,17,823.021401,activated,6
2756.2,13,17,817.7302349,activated,6
2757.2,14,17,805.6491015,activated,6
2758.2,15,17,806.8216274,activated,6
2759.2,16,17,803.5476007,activated,6
2760.2,17,17,796.6753215,activated,6
2761.2,18,17,801.0876767,activated,6
2762.2,19,17,795.2268238,activated,6
2763.2,20,17,792.3472987,activated,6
2764.2,21,17,789.7439138,activated,6
2765.2,22,17,786.598653,activated,6
2766.2,23,17,786.1605771,activated,6
2767.2,24,17,783.7923244,activated,6
2768.2,25,17,783.0254188,activated,6
2769.2,26,17,778.8537057,activated,6
2770.2,27,17,780.237025,activated,6
2771.2,28,17,778.3628066,activated,6
2772.2,29,17,777.5192731,activated,6
2773.2,30,17,775.8718147,activated,6
2774.2,31,17,774.7158708,activated,6
2775.2,32,17,773.2876129,activated,6
2776.2,33,17,771.579766,activated,6
2777.2,34,17,770.369112,activated,6
2778.2,35,17,770.8424014,activated,6
2779.2,36,17,771.997904,activated,6
2780.2,37,17,770.8328969,activated,6
2781.2,38,17,769.7614016,activated,6
2782.2,39,17,765.165489,activated,6
2783.2,40,17,761.2392081,activated,6
2784.2,41,17,765.0991843,activated,6
2785.2,42,17,764.2299707,activated,6
2786.2,43,17,766.5634801,activated,6
2787.2,44,17,765.8633785,activated,6
2788.2,45,17,766.5850611,activated,6
2789.2,46,17,764.1470433,activated,6
2790.2,47,17,765.5198885,activated,6
2791.2,48,17,766.6584492,activated,6
2792.2,49,17,761.8786367,activated,6
2793.2,50,17,762.7119227,activated,6
2794.2,51,17,764.3367086,activated,6
2795.2,52,17,758.9497953,activated,6
2796.2,53,17,760.6447818,activated,6
2797.2,54,17,760.0203153,activated,6
2798.2,55,17,761.427805,activated,6
2799.2,56,17,761.3165791,activated,6
2800.2,57,17,760.2065608,activated,6
2801.2,58,17,760.4594246,activated,6
2802.2,59,17,756.1530409,activated,6
2803.2,60,17,759.02179,activated,6
2804.2,61,17,757.0996662,activated,6
2805.2,62,17,758.1896537,activated,6
2806.2,63,17,753.9768398,activated,6
2807.2,64,17,756.1896479,activated,6
2808.2,65,17,756.2399396,activated,6
2809.2,66,17,754.8602433,activated,6
2810.2,67,17,756.726937,activated,6
2811.2,68,17,759.5112376,activated,6
2812.2,69,17,755.3241269,activated,6
3024,0,18,491.5911978,dark,7
3025,1,18,490.875741,dark,7
3026,2,18,484.4001713,dark,7
3027,3,18,475.6147772,dark,7
3028,4,18,475.8916126,dark,7
3029,5,18,471.739481,dark,7
3030,6,18,466.2200113,dark,7
3031,7,18,469.6770401,dark,7
3032,8,18,464.6699107,dark,7
3033,9,18,464.6308045,dark,7
3034,10,18,464.0183185,dark,7
3035,11,18,459.8154579,dark,7
3036,12,18,456.842196,dark,7
3037,13,18,459.3195231,dark,7
3038,14,18,462.4435707,dark,7
3039,15,18,457.2906049,dark,7
3040,16,18,457.7021989,dark,7
3041,17,18,451.4268649,dark,7
3042,18,18,456.1461255,dark,7
3043,19,18,456.248885,dark,7
3044,20,18,456.3406111,dark,7
3045,21,18,455.8298724,dark,7
3046,22,18,454.5550056,dark,7
3047,23,18,454.8844276,dark,7
3048,24,18,453.5574192,dark,7
3049,25,18,455.5874495,dark,7
3050,26,18,443.9330434,dark,7
3051,27,18,433.0016684,dark,7
3052,28,18,423.6256103,dark,7
3053,29,18,419.180349,dark,7
3054,30,18,411.2770245,dark,7
3055,31,18,406.9782002,dark,7
3056,32,18,404.6412261,dark,7
3057,33,18,400.1541225,dark,7
3058,34,18,396.726023,dark,7
3059,35,18,393.7345983,dark,7
3060,36,18,394.0925936,dark,7
3061,37,18,392.5051107,dark,7
3062,38,18,392.1128141,dark,7
3063,39,18,388.8234437,dark,7
3064,40,18,388.2465938,dark,7
3065,41,18,387.7479674,dark,7
3066,42,18,388.735477,dark,7
3067,43,18,390.1109344,dark,7
3068,44,18,389.4303351,dark,7
3069,45,18,388.2739993,dark,7
3070,46,18,389.4857912,dark,7
3071,47,18,389.0263044,dark,7
3072,48,18,386.3832431,dark,7
3073,49,18,389.1155724,dark,7
3074,50,18,387.7180594,dark,7
3075,51,18,388.022634,dark,7
3076,52,18,388.2392308,dark,7
3077,53,18,385.6243758,dark,7
3078,54,18,389.4495323,dark,7
3079,55,18,386.0813823,dark,7
3080,56,18,389.1368828,dark,7
3081,57,18,385.1618192,dark,7
3082,58,18,389.8267804,dark,7
3083,59,18,389.9152365,dark,7
3084,60,18,390.0342012,dark,7
3085,61,18,388.2276302,dark,7
3086,62,18,386.2166746,dark,7
3087,63,18,389.1656341,dark,7
3088,64,18,387.884917,dark,7
3089,65,18,387.6734587,dark,7
3090,66,18,388.8862294,dark,7
3091,67,18,387.1951418,dark,7
3092,68,18,388.3597415,dark,7
3093,69,18,391.2148951,dark,7
3024,0,18,1296.575824,activated,7
3025,1,18,1256.87992,activated,7
3026,2,18,1216.407124,activated,7
3027,3,18,1174.841403,activated,7
3028,4,18,1145.984074,activated,7
3029,5,18,1110.88068,activated,7
3030,6,18,1082.534868,activated,7
3031,7,18,1069.390153,activated,7
3032,8,18,1047.854669,activated,7
3033,9,18,1030.653038,activated,7
3034,10,18,1016.643615,activated,7
3035,11,18,1002.389503,activated,7
3036,12,18,986.232235,activated,7
3037,13,18,980.8525503,activated,7
3038,14,18,980.1047464,activated,7
3039,15,18,969.120144,activated,7
3040,16,18,964.6708276,activated,7
3041,17,18,946.3188551,activated,7
3042,18,18,952.42179,activated,7
3043,19,18,947.9756786,activated,7
3044,20,18,940.9799808,activated,7
3045,21,18,939.1740239,activated,7
3046,22,18,934.2481435,activated,7
3047,23,18,931.7033762,activated,7
3048,24,18,931.3015879,activated,7
3049,25,18,927.890034,activated,7
3050,26,18,903.4559526,activated,7
3051,27,18,881.4212036,activated,7
3052,28,18,857.4050919,activated,7
3053,29,18,842.3617615,activated,7
3054,30,18,826.984347,activated,7
3055,31,18,814.792667,activated,7
3056,32,18,804.4320725,activated,7
3057,33,18,795.3435597,activated,7
3058,34,18,787.4014109,activated,7
3059,35,18,780.1807066,activated,7
3060,36,18,781.0637617,activated,7
3061,37,18,775.3521236,activated,7
3062,38,18,774.9157953,activated,7
3063,39,18,767.423706,activated,7
3064,40,18,764.977583,activated,7
3065,41,18,764.8850001,activated,7
3066,42,18,762.0725172,activated,7
3067,43,18,762.7298052,activated,7
3068,44,18,759.5880686,activated,7
3069,45,18,760.15642,activated,7
3070,46,18,759.4943362,activated,7
3071,47,18,758.9073127,activated,7
3072,48,18,757.2484861,activated,7
3073,49,18,757.3823439,activated,7
3074,50,18,756.2097773,activated,7
3075,51,18,760.2773768,activated,7
3076,52,18,757.5814904,activated,7
3077,53,18,753.8820623,activated,7
3078,54,18,756.2593491,activated,7
3079,55,18,753.7474381,activated,7
3080,56,18,756.0995094,activated,7
3081,57,18,754.3832903,activated,7
3082,58,18,756.2990217,activated,7
3083,59,18,757.7263622,activated,7
3084,60,18,754.6595465,activated,7
3085,61,18,755.1729904,activated,7
3086,62,18,757.8871019,activated,7
3087,63,18,754.6139054,activated,7
3088,64,18,757.2329143,activated,7
3089,65,18,756.975934,activated,7
3090,66,18,754.7295381,activated,7
3091,67,18,754.5795918,activated,7
3092,68,18,755.6687143,activated,7
3093,69,18,755.7392574,activated,7
3315.6,0,19,480.9513619,dark,8
3316.6,1,19,474.2344259,dark,8
3317.6,2,19,467.1180972,dark,8
3318.6,3,19,462.9116551,dark,8
3319.6,4,19,463.9457451,dark,8
3320.6,5,19,454.5055556,dark,8
3321.6,6,19,452.3713977,dark,8
3322.6,7,19,452.9960627,dark,8
3323.6,8,19,450.9363356,dark,8
3324.6,9,19,448.164622,dark,8
3325.6,10,19,443.4013725,dark,8
3326.6,11,19,451.4155757,dark,8
3327.6,12,19,437.9405176,dark,8
3328.6,13,19,445.3983361,dark,8
3329.6,14,19,442.3035069,dark,8
3330.6,15,19,445.270429,dark,8
3331.6,16,19,442.3108031,dark,8
3332.6,17,19,442.6800988,dark,8
3333.6,18,19,442.1878789,dark,8
3334.6,19,19,440.4414241,dark,8
3335.6,20,19,440.9734398,dark,8
3336.6,21,19,437.9165045,dark,8
3337.6,22,19,438.6923,dark,8
3338.6,23,19,437.7118976,dark,8
3339.6,24,19,437.2196777,dark,8
3340.6,25,19,439.4061885,dark,8
3341.6,26,19,437.7603132,dark,8
3342.6,27,19,439.4711542,dark,8
3343.6,28,19,440.0673014,dark,8
3344.6,29,19,437.2079547,dark,8
3345.6,30,19,430.8953053,dark,8
3346.6,31,19,441.5399348,dark,8
3347.6,32,19,434.6556073,dark,8
3348.6,33,19,430.1421326,dark,8
3349.6,34,19,437.7411494,dark,8
3350.6,35,19,430.9079403,dark,8
3351.6,36,19,426.7569876,dark,8
3352.6,37,19,430.397235,dark,8
3353.6,38,19,429.3347496,dark,8
3354.6,39,19,428.0942286,dark,8
3355.6,40,19,431.953008,dark,8
3356.6,41,19,432.7952485,dark,8
3357.6,42,19,432.4323371,dark,8
3358.6,43,19,430.6733809,dark,8
3359.6,44,19,429.7179815,dark,8
3360.6,45,19,429.0460132,dark,8
3361.6,46,19,432.1034824,dark,8
3362.6,47,19,431.5183797,dark,8
3363.6,48,19,428.6509471,dark,8
3364.6,49,19,428.3050529,dark,8
3365.6,50,19,430.1291862,dark,8
3366.6,51,19,434.8951718,dark,8
3367.6,52,19,430.0312761,dark,8
3368.6,53,19,428.9151698,dark,8
3369.6,54,19,433.7263122,dark,8
3370.6,55,19,431.3279427,dark,8
3371.6,56,19,435.7562647,dark,8
3372.6,57,19,428.0918373,dark,8
3373.6,58,19,431.8894326,dark,8
3374.6,59,19,431.9759535,dark,8
3375.6,60,19,435.4904848,dark,8
3376.6,61,19,433.0495946,dark,8
3377.6,62,19,431.308612,dark,8
3378.6,63,19,432.6602231,dark,8
3379.6,64,19,430.1285188,dark,8
3380.6,65,19,435.9244681,dark,8
3381.6,66,19,431.8869079,dark,8
3382.6,67,19,437.1306543,dark,8
3383.6,68,19,433.4340834,dark,8
3384.6,69,19,437.5203039,dark,8
3315.6,0,19,1284.944988,activated,8
3316.6,1,19,1245.491991,activated,8
3317.6,2,19,1207.022469,activated,8
3318.6,3,19,1166.89865,activated,8
3319.6,4,19,1142.208616,activated,8
3320.6,5,19,1100.000093,activated,8
3321.6,6,19,1075.386153,activated,8
3322.6,7,19,1053.664348,activated,8
3323.6,8,19,1035.393021,activated,8
3324.6,9,19,1016.643981,activated,8
3325.6,10,19,995.151601,activated,8
3326.6,11,19,991.7280402,activated,8
3327.6,12,19,975.2625425,activated,8
3328.6,13,19,967.4868987,activated,8
3329.6,14,19,955.9490057,activated,8
3330.6,15,19,954.335437,activated,8
3331.6,16,19,946.2793567,activated,8
3332.6,17,19,939.1240747,activated,8
3333.6,18,19,932.4374488,activated,8
3334.6,19,19,926.4669202,activated,8
3335.6,20,19,923.1070514,activated,8
3336.6,21,19,913.9489999,activated,8
3337.6,22,19,915.0832874,activated,8
3338.6,23,19,914.5413302,activated,8
3339.6,24,19,904.7252126,activated,8
3340.6,25,19,909.1453131,activated,8
3341.6,26,19,905.3452434,activated,8
3342.6,27,19,901.8320667,activated,8
3343.6,28,19,898.3979156,activated,8
3344.6,29,19,896.3918948,activated,8
3345.6,30,19,889.8763492,activated,8
3346.6,31,19,894.8811333,activated,8
3347.6,32,19,892.6845589,activated,8
3348.6,33,19,889.2990101,activated,8
3349.6,34,19,889.3144947,activated,8
3350.6,35,19,884.7713241,activated,8
3351.6,36,19,880.2871774,activated,8
3352.6,37,19,882.2406654,activated,8
3353.6,38,19,878.5232734,activated,8
3354.6,39,19,878.9299678,activated,8
3355.6,40,19,876.1352396,activated,8
3356.6,41,19,877.5418759,activated,8
3357.6,42,19,874.2145847,activated,8
3358.6,43,19,873.9230644,activated,8
3359.6,44,19,872.3348216,activated,8
3360.6,45,19,873.3846605,activated,8
3361.6,46,19,873.9256423,activated,8
3362.6,47,19,869.2206462,activated,8
3363.6,48,19,867.7037826,activated,8
3364.6,49,19,868.1483032,activated,8
3365.6,50,19,869.3894795,activated,8
3366.6,51,19,873.1771475,activated,8
3367.6,52,19,868.6987082,activated,8
3368.6,53,19,868.9392632,activated,8
3369.6,54,19,872.2232938,activated,8
3370.6,55,19,870.3552762,activated,8
3371.6,56,19,869.1937643,activated,8
3372.6,57,19,867.267884,activated,8
3373.6,58,19,868.4494325,activated,8
3374.6,59,19,865.7445061,activated,8
3375.6,60,19,867.1478561,activated,8
3376.6,61,19,867.368572,activated,8
3377.6,62,19,864.8301681,activated,8
3378.6,63,19,866.8185444,activated,8
3379.6,64,19,867.5055244,activated,8
3380.6,65,19,869.0327111,activated,8
3381.6,66,19,865.8353761,activated,8
3382.6,67,19,869.8471275,activated,8
3383.6,68,19,866.3211775,activated,8
3384.6,69,19,867.3038117,activated,8
3546,0,20,539.3995039,dark,9
3547,1,20,525.4672391,dark,9
3548,2,20,527.8059371,dark,9
3549,3,20,520.0864318,dark,9
3550,4,20,508.6548844,dark,9
3551,5,20,505.1481832,dark,9
3552,6,20,498.1426998,dark,9
3553,7,20,494.6420492,dark,9
3554,8,20,491.0745754,dark,9
3555,9,20,490.5731907,dark,9
3556,10,20,489.2404876,dark,9
3557,11,20,480.9377815,dark,9
3558,12,20,485.0179181,dark,9
3559,13,20,491.2583501,dark,9
3560,14,20,469.6897975,dark,9
3561,15,20,452.381697,dark,9
3562,16,20,441.303696,dark,9
3563,17,20,437.3903836,dark,9
3564,18,20,428.0427099,dark,9
3565,19,20,422.5026082,dark,9
3566,20,20,418.3293775,dark,9
3567,21,20,416.6568753,dark,9
3568,22,20,410.1899699,dark,9
3569,23,20,407.5232958,dark,9
3570,24,20,410.6141766,dark,9
3571,25,20,405.0246694,dark,9
3572,26,20,403.1544117,dark,9
3573,27,20,402.2740771,dark,9
3574,28,20,400.9723832,dark,9
3575,29,20,401.5897074,dark,9
3576,30,20,399.4171885,dark,9
3577,31,20,400.8397268,dark,9
3578,32,20,400.3598194,dark,9
3579,33,20,397.9464681,dark,9
3580,34,20,397.3760246,dark,9
3581,35,20,397.5505122,dark,9
3582,36,20,397.0864874,dark,9
3583,37,20,398.4108599,dark,9
3584,38,20,397.0402073,dark,9
3585,39,20,396.1656675,dark,9
3586,40,20,394.4326374,dark,9
3587,41,20,395.8033567,dark,9
3588,42,20,394.1597727,dark,9
3589,43,20,396.444416,dark,9
3590,44,20,394.9025125,dark,9
3591,45,20,394.0733408,dark,9
3592,46,20,389.7036226,dark,9
3593,47,20,394.9544651,dark,9
3594,48,20,396.187345,dark,9
3595,49,20,398.7755286,dark,9
3596,50,20,391.9196076,dark,9
3597,51,20,392.1086321,dark,9
3598,52,20,393.2231367,dark,9
3599,53,20,395.984729,dark,9
3600,54,20,390.3352056,dark,9
3601,55,20,391.4091248,dark,9
3602,56,20,395.1025259,dark,9
3603,57,20,390.476593,dark,9
3604,58,20,394.4193685,dark,9
3605,59,20,391.5369095,dark,9
3606,60,20,389.0476148,dark,9
3607,61,20,387.0719839,dark,9
3608,62,20,389.4645586,dark,9
3609,63,20,392.2950761,dark,9
3610,64,20,392.7898319,dark,9
3611,65,20,389.5101492,dark,9
3612,66,20,391.852284,dark,9
3613,67,20,390.9557775,dark,9
3614,68,20,391.5235516,dark,9
3615,69,20,391.6521705,dark,9
3546,0,20,1425.507069,activated,9
3547,1,20,1373.380701,activated,9
3548,2,20,1332.156867,activated,9
3549,3,20,1275.735298,activated,9
3550,4,20,1227.586873,activated,9
3551,5,20,1185.208941,activated,9
3552,6,20,1155.391036,activated,9
3553,7,20,1131.482486,activated,9
3554,8,20,1096.497477,activated,9
3555,9,20,1077.056429,activated,9
3556,10,20,1060.251227,activated,9
3557,11,20,1035.876907,activated,9
3558,12,20,1026.888983,activated,9
3559,13,20,1017.962214,activated,9
3560,14,20,977.0428659,activated,9
3561,15,20,937.2413389,activated,9
3562,16,20,909.0349581,activated,9
3563,17,20,887.0124191,activated,9
3564,18,20,858.8878683,activated,9
3565,19,20,847.8464598,activated,9
3566,20,20,833.6932795,activated,9
3567,21,20,818.5932186,activated,9
3568,22,20,808.4066073,activated,9
3569,23,20,800.6562255,activated,9
3570,24,20,796.4526664,activated,9
3571,25,20,787.2685459,activated,9
3572,26,20,781.8122855,activated,9
3573,27,20,776.1180712,activated,9
3574,28,20,772.8831306,activated,9
3575,29,20,768.5678114,activated,9
3576,30,20,767.4220338,activated,9
3577,31,20,767.2621012,activated,9
3578,32,20,764.6742822,activated,9
3579,33,20,759.657108,activated,9
3580,34,20,758.918077,activated,9
3581,35,20,756.7738497,activated,9
3582,36,20,755.0122855,activated,9
3583,37,20,753.678451,activated,9
3584,38,20,748.8565448,activated,9
3585,39,20,751.3802363,activated,9
3586,40,20,747.1137167,activated,9
3587,41,20,748.0850292,activated,9
3588,42,20,746.6256162,activated,9
3589,43,20,747.3230412,activated,9
3590,44,20,745.7127065,activated,9
3591,45,20,743.0442883,activated,9
3592,46,20,740.7407147,activated,9
3593,47,20,739.9844863,activated,9
3594,48,20,737.0471565,activated,9
3595,49,20,743.486591,activated,9
3596,50,20,734.0903765,activated,9
3597,51,20,734.996917,activated,9
3598,52,20,737.4968677,activated,9
3599,53,20,734.6718495,activated,9
3600,54,20,729.652678,activated,9
3601,55,20,729.5206317,activated,9
3602,56,20,732.7362557,activated,9
3603,57,20,726.924365,activated,9
3604,58,20,729.8390223,activated,9
3605,59,20,729.1580225,activated,9
3606,60,20,725.4573925,activated,9
3607,61,20,719.801887,activated,9
3608,62,20,721.8139112,activated,9
3609,63,20,721.8310506,activated,9
3610,64,20,726.2242169,activated,9
3611,65,20,723.8883792,activated,9
3612,66,20,722.5002874,activated,9
3613,67,20,726.2850234,activated,9
3614,68,20,720.113618,activated,9
3615,69,20,724.6556972,activated,9
3736.8,0,21,425.7620149,dark,10
3737.8,1,21,427.3251621,dark,10
3738.8,2,21,417.4574292,dark,10
3739.8,3,21,407.4688963,dark,10
3740.8,4,21,402.92092,dark,10
3741.8,5,21,403.7123647,dark,10
3742.8,6,21,400.3032177,dark,10
3743.8,7,21,395.1268838,dark,10
3744.8,8,21,392.2336362,dark,10
3745.8,9,21,391.3875808,dark,10
3746.8,10,21,388.6200825,dark,10
3747.8,11,21,390.0791244,dark,10
3748.8,12,21,386.2607637,dark,10
3749.8,13,21,390.2710296,dark,10
3750.8,14,21,389.9609272,dark,10
3751.8,15,21,383.1580042,dark,10
3752.8,16,21,384.0620628,dark,10
3753.8,17,21,382.4757477,dark,10
3754.8,18,21,383.5564738,dark,10
3755.8,19,21,379.5609672,dark,10
3756.8,20,21,379.5074575,dark,10
3757.8,21,21,379.8394933,dark,10
3758.8,22,21,379.7550857,dark,10
3759.8,23,21,378.3776263,dark,10
3760.8,24,21,378.0055945,dark,10
3761.8,25,21,376.2485402,dark,10
3762.8,26,21,376.2661469,dark,10
3763.8,27,21,373.6816559,dark,10
3764.8,28,21,373.9327876,dark,10
3765.8,29,21,373.216797,dark,10
3766.8,30,21,380.1311103,dark,10
3767.8,31,21,372.3935535,dark,10
3768.8,32,21,373.4721552,dark,10
3769.8,33,21,374.0780456,dark,10
3770.8,34,21,371.4696304,dark,10
3771.8,35,21,371.9322092,dark,10
3772.8,36,21,373.3308456,dark,10
3773.8,37,21,370.8249786,dark,10
3774.8,38,21,371.3652248,dark,10
3775.8,39,21,370.0161608,dark,10
3776.8,40,21,372.84392,dark,10
3777.8,41,21,374.0513964,dark,10
3778.8,42,21,368.1305542,dark,10
3779.8,43,21,371.9863195,dark,10
3780.8,44,21,371.8838603,dark,10
3781.8,45,21,373.4175222,dark,10
3782.8,46,21,372.0958525,dark,10
3783.8,47,21,370.3008153,dark,10
3784.8,48,21,367.8977077,dark,10
3785.8,49,21,369.1384177,dark,10
3786.8,50,21,370.7093172,dark,10
3787.8,51,21,372.9330212,dark,10
3788.8,52,21,369.4640581,dark,10
3789.8,53,21,373.3999488,dark,10
3790.8,54,21,372.9974419,dark,10
3791.8,55,21,368.9539868,dark,10
3792.8,56,21,372.9101202,dark,10
3793.8,57,21,370.0881336,dark,10
3794.8,58,21,371.4354292,dark,10
3795.8,59,21,372.4374089,dark,10
3796.8,60,21,370.7015204,dark,10
3797.8,61,21,368.8634731,dark,10
3798.8,62,21,367.4997609,dark,10
3799.8,63,21,368.0568797,dark,10
3800.8,64,21,370.3022501,dark,10
3801.8,65,21,366.153711,dark,10
3802.8,66,21,370.8466005,dark,10
3803.8,67,21,369.1876008,dark,10
3804.8,68,21,365.6371665,dark,10
3805.8,69,21,366.5353524,dark,10
3736.8,0,21,1153.703672,activated,10
3737.8,1,21,1125.902232,activated,10
3738.8,2,21,1070.950742,activated,10
3739.8,3,21,1026.405771,activated,10
3740.8,4,21,990.5091532,activated,10
3741.8,5,21,969.0047667,activated,10
3742.8,6,21,936.4616251,activated,10
3743.8,7,21,913.3866694,activated,10
3744.8,8,21,889.8179871,activated,10
3745.8,9,21,869.2646675,activated,10
3746.8,10,21,852.555671,activated,10
3747.8,11,21,844.7452899,activated,10
3748.8,12,21,827.8957645,activated,10
3749.8,13,21,816.9293988,activated,10
3750.8,14,21,811.4377449,activated,10
3751.8,15,21,797.7726885,activated,10
3752.8,16,21,785.8269225,activated,10
3753.8,17,21,780.3665341,activated,10
3754.8,18,21,778.0986733,activated,10
3755.8,19,21,768.4315267,activated,10
3756.8,20,21,763.8255175,activated,10
3757.8,21,21,761.8064157,activated,10
3758.8,22,21,752.1605074,activated,10
3759.8,23,21,754.6505414,activated,10
3760.8,24,21,747.0676401,activated,10
3761.8,25,21,748.9594624,activated,10
3762.8,26,21,741.9417946,activated,10
3763.8,27,21,739.2857607,activated,10
3764.8,28,21,740.7726478,activated,10
3765.8,29,21,733.0957819,activated,10
3766.8,30,21,737.9145238,activated,10
3767.8,31,21,730.4261155,activated,10
3768.8,32,21,731.6979998,activated,10
3769.8,33,21,728.6407234,activated,10
3770.8,34,21,720.9602578,activated,10
3771.8,35,21,718.3399309,activated,10
3772.8,36,21,723.0394461,activated,10
3773.8,37,21,718.4905971,activated,10
3774.8,38,21,719.6897727,activated,10
3775.8,39,21,717.3637762,activated,10
3776.8,40,21,720.3272854,activated,10
3777.8,41,21,719.3630156,activated,10
3778.8,42,21,718.3146109,activated,10
3779.8,43,21,715.6064969,activated,10
3780.8,44,21,714.4929254,activated,10
3781.8,45,21,722.0508201,activated,10
3782.8,46,21,714.1975615,activated,10
3783.8,47,21,714.8015734,activated,10
3784.8,48,21,706.6941679,activated,10
3785.8,49,21,710.231968,activated,10
3786.8,50,21,710.1315644,activated,10
3787.8,51,21,711.2238918,activated,10
3788.8,52,21,708.5910007,activated,10
3789.8,53,21,707.583238,activated,10
3790.8,54,21,708.5789125,activated,10
3791.8,55,21,703.1258049,activated,10
3792.8,56,21,708.4207623,activated,10
3793.8,57,21,704.0948007,activated,10
3794.8,58,21,701.7023543,activated,10
3795.8,59,21,705.1672831,activated,10
3796.8,60,21,699.1999187,activated,10
3797.8,61,21,703.6628618,activated,10
3798.8,62,21,698.5733329,activated,10
3799.8,63,21,699.0235318,activated,10
3800.8,64,21,699.1179783,activated,10
3801.8,65,21,696.6116759,activated,10
