experiment_time_s,deactivation_time_s,point_idx,mean_mcherry_intensity,region,rel_point_idx
1870.8,60,12,330.5402574,dark,1
1871.8,61,12,333.6532272,dark,1
1872.8,62,12,329.5606335,dark,1
1873.8,63,12,327.3082005,dark,1
1874.8,64,12,331.7650736,dark,1
1875.8,65,12,329.9479807,dark,1
1876.8,66,12,332.6491452,dark,1
1877.8,67,12,328.5022856,dark,1
1878.8,68,12,330.6126417,dark,1
1810.8,0,12,846.9777571,activated,1
1811.8,1,12,829.0096438,activated,1
1812.8,2,12,807.0369785,activated,1
1813.8,3,12,790.0917119,activated,1
1814.8,4,12,766.3881731,activated,1
1815.8,5,12,747.5376143,activated,1
1816.8,6,12,741.1022614,activated,1
1817.8,7,12,727.5383401,activated,1
1818.8,8,12,715.3276512,activated,1
1819.8,9,12,710.6574506,activated,1
1820.8,10,12,701.2580312,activated,1
1821.8,11,12,694.5114466,activated,1
1822.8,12,12,688.7142857,activated,1
1823.8,13,12,686.3769965,activated,1
1824.8,14,12,678.8884141,activated,1
1825.8,15,12,676.8136848,activated,1
1826.8,16,12,670.204999,activated,1
1827.8,17,12,668.5335849,activated,1
1828.8,18,12,665.0577293,activated,1
1829.8,19,12,677.4214068,activated,1
1830.8,20,12,668.8325137,activated,1
1831.8,21,12,667.8930937,activated,1
1832.8,22,12,662.2413795,activated,1
1833.8,23,12,663.2542689,activated,1
1834.8,24,12,659.5260197,activated,1
1835.8,25,12,658.8982379,activated,1
1836.8,26,12,658.8852788,activated,1
1837.8,27,12,654.9016692,activated,1
1838.8,28,12,652.7528493,activated,1
1839.8,29,12,651.0143873,activated,1
1840.8,30,12,650.2971754,activated,1
1841.8,31,12,652.1139432,activated,1
1842.8,32,12,647.6142364,activated,1
1843.8,33,12,646.450704,activated,1
1844.8,34,12,645.8494383,activated,1
1845.8,35,12,645.9719395,activated,1
1846.8,36,12,643.6278747,activated,1
1847.8,37,12,641.5685662,activated,1
1848.8,38,12,640.8571254,activated,1
1849.8,39,12,640.4388597,activated,1
1850.8,40,12,640.311522,activated,1
1851.8,41,12,638.7572851,activated,1
1852.8,42,12,635.8418672,activated,1
1853.8,43,12,634.5438209,activated,1
1854.8,44,12,635.5512875,activated,1
1855.8,45,12,633.5301826,activated,1
1856.8,46,12,632.9733736,activated,1
1857.8,47,12,631.9707841,activated,1
1858.8,48,12,629.6719192,activated,1
1859.8,49,12,628.6348129,activated,1
1860.8,50,12,630.7610822,activated,1
1861.8,51,12,626.9595669,activated,1
1862.8,52,12,627.3617906,activated,1
1863.8,53,12,624.6897204,activated,1
1864.8,54,12,623.2149911,activated,1
1865.8,55,12,625.0102244,activated,1
1866.8,56,12,621.3875345,activated,1
1867.8,57,12,622.0070311,activated,1
1868.8,58,12,620.9192092,activated,1
1869.8,59,12,617.7497431,activated,1
1870.8,60,12,617.6093941,activated,1
1871.8,61,12,619.4061021,activated,1
1872.8,62,12,619.2969954,activated,1
1873.8,63,12,615.313589,activated,1
1874.8,64,12,614.2472436,activated,1
1875.8,65,12,612.1917613,activated,1
1876.8,66,12,614.9305832,activated,1
1877.8,67,12,613.6219119,activated,1
1878.8,68,12,613.0486254,activated,1
2012.4,0,13,429.5130966,dark,2
2013.4,1,13,420.6733586,dark,2
2014.4,2,13,422.4154756,dark,2
2015.4,3,13,413.7777976,dark,2
2016.4,4,13,416.7270796,dark,2
2017.4,5,13,413.8938705,dark,2
2018.4,6,13,414.7515488,dark,2
2019.4,7,13,412.3915292,dark,2
2020.4,8,13,411.5603332,dark,2
2021.4,9,13,410.4020732,dark,2
2022.4,10,13,409.0461355,dark,2
2023.4,11,13,407.1532883,dark,2
2024.4,12,13,407.3017495,dark,2
2025.4,13,13,406.9673114,dark,2
2026.4,14,13,405.4492209,dark,2
2027.4,15,13,404.8986308,dark,2
2028.4,16,13,405.834466,dark,2
2029.4,17,13,406.3719539,dark,2
2030.4,18,13,404.7088056,dark,2
2031.4,19,13,404.5636477,dark,2
2032.4,20,13,402.4168882,dark,2
2033.4,21,13,405.0924713,dark,2
2034.4,22,13,404.2686494,dark,2
2035.4,23,13,399.6321837,dark,2
2036.4,24,13,403.4014948,dark,2
2037.4,25,13,401.7393031,dark,2
2038.4,26,13,402.1670356,dark,2
2039.4,27,13,400.6932231,dark,2
2040.4,28,13,400.5079914,dark,2
2041.4,29,13,398.3047415,dark,2
2042.4,30,13,397.4054766,dark,2
2043.4,31,13,401.5789743,dark,2
2044.4,32,13,398.2752227,dark,2
2045.4,33,13,400.2204896,dark,2
2046.4,34,13,401.179715,dark,2
2047.4,35,13,394.6368106,dark,2
2048.4,36,13,399.1644218,dark,2
2049.4,37,13,397.723298,dark,2
2050.4,38,13,394.6166791,dark,2
2051.4,39,13,400.1882348,dark,2
2052.4,40,13,396.3957001,dark,2
2053.4,41,13,396.6363768,dark,2
2054.4,42,13,396.9002769,dark,2
2055.4,43,13,395.621673,dark,2
2056.4,44,13,395.7428289,dark,2
2057.4,45,13,391.076811,dark,2
2058.4,46,13,392.6073029,dark,2
2059.4,47,13,392.3769923,dark,2
2060.4,48,13,397.0536209,dark,2
2061.4,49,13,397.2347818,dark,2
2062.4,50,13,394.8699796,dark,2
2063.4,51,13,392.9024347,dark,2
2064.4,52,13,394.1351922,dark,2
2065.4,53,13,390.1650335,dark,2
2066.4,54,13,395.8242334,dark,2
2067.4,55,13,394.3752461,dark,2
2068.4,56,13,391.2580721,dark,2
2069.4,57,13,392.4373422,dark,2
2070.4,58,13,394.3014159,dark,2
2071.4,59,13,393.4243179,dark,2
2072.4,60,13,395.7082606,dark,2
2073.4,61,13,392.1795705,dark,2
2074.4,62,13,394.573035,dark,2
2075.4,63,13,393.9985318,dark,2
2076.4,64,13,391.2067313,dark,2
2077.4,65,13,393.6697661,dark,2
2078.4,66,13,390.7346206,dark,2
2079.4,67,13,389.6510583,dark,2
2080.4,68,13,384.8950606,dark,2
2081.4,69,13,389.8317743,dark,2
2082.4,70,13,390.7150007,dark,2
2083.4,71,13,385.744931,dark,2
2084.4,72,13,392.7315174,dark,2
2085.4,73,13,391.5339955,dark,2
2086.4,74,13,390.1686928,dark,2
2087.4,75,13,388.6249875,dark,2
2088.4,76,13,385.9492153,dark,2
2089.4,77,13,390.3165423,dark,2
2090.4,78,13,386.7178703,dark,2
2091.4,79,13,389.0573914,dark,2
2092.4,80,13,386.6511361,dark,2
2093.4,81,13,387.8012657,dark,2
2094.4,82,13,389.988277,dark,2
2095.4,83,13,389.2485068,dark,2
2096.4,84,13,388.350243,dark,2
2097.4,85,13,389.9998332,dark,2
2098.4,86,13,392.1601953,dark,2
2099.4,87,13,387.0189303,dark,2
2100.4,88,13,388.0683803,dark,2
2101.4,89,13,385.0285733,dark,2
2102.4,90,13,390.7085053,dark,2
2103.4,91,13,386.9644641,dark,2
2104.4,92,13,388.991458,dark,2
2105.4,93,13,389.9095307,dark,2
2012.4,0,13,888.7993149,activated,2
2013.4,1,13,855.9641014,activated,2
2014.4,2,13,839.2337736,activated,2
2015.4,3,13,813.8922461,activated,2
2016.4,4,13,798.3821233,activated,2
2017.4,5,13,780.1390136,activated,2
2018.4,6,13,767.2679943,activated,2
2019.4,7,13,759.0327692,activated,2
2020.4,8,13,748.7078004,activated,2
2021.4,9,13,736.9235173,activated,2
2022.4,10,13,730.415084,activated,2
2023.4,11,13,726.2092432,activated,2
2024.4,12,13,721.7301942,activated,2
2025.4,13,13,713.9038929,activated,2
2026.4,14,13,708.2693239,activated,2
2027.4,15,13,706.0016489,activated,2
2028.4,16,13,702.2645455,activated,2
2029.4,17,13,700.7131013,activated,2
2030.4,18,13,696.7150695,activated,2
2031.4,19,13,691.1703893,activated,2
2032.4,20,13,692.1161494,activated,2
2033.4,21,13,690.455703,activated,2
2034.4,22,13,687.892577,activated,2
2035.4,23,13,681.4955961,activated,2
2036.4,24,13,683.1004267,activated,2
2037.4,25,13,681.3114175,activated,2
2038.4,26,13,678.7708596,activated,2
2039.4,27,13,678.3713125,activated,2
2040.4,28,13,679.1809272,activated,2
2041.4,29,13,673.8832641,activated,2
2042.4,30,13,674.1856127,activated,2
2043.4,31,13,676.7149534,activated,2
2044.4,32,13,673.7188841,activated,2
2045.4,33,13,672.7309548,activated,2
2046.4,34,13,670.9777455,activated,2
2047.4,35,13,668.7194298,activated,2
2048.4,36,13,669.0342497,activated,2
2049.4,37,13,669.242471,activated,2
2050.4,38,13,665.0350451,activated,2
2051.4,39,13,665.2471971,activated,2
2052.4,40,13,663.454745,activated,2
2053.4,41,13,662.7986646,activated,2
2054.4,42,13,664.5030162,activated,2
2055.4,43,13,659.9831451,activated,2
2056.4,44,13,665.3064186,activated,2
2057.4,45,13,658.4351206,activated,2
2058.4,46,13,657.7891021,activated,2
2059.4,47,13,657.5726362,activated,2
2060.4,48,13,658.2431213,activated,2
2061.4,49,13,656.6274683,activated,2
2062.4,50,13,653.1039336,activated,2
2063.4,51,13,657.6361425,activated,2
2064.4,52,13,653.7126949,activated,2
2065.4,53,13,652.3250791,activated,2
2066.4,54,13,651.8457224,activated,2
2067.4,55,13,654.9588237,activated,2
2068.4,56,13,650.804639,activated,2
2069.4,57,13,649.4431968,activated,2
2070.4,58,13,651.905269,activated,2
2071.4,59,13,650.0231834,activated,2
2072.4,60,13,652.2125642,activated,2
2073.4,61,13,649.0100212,activated,2
2074.4,62,13,649.7652277,activated,2
2075.4,63,13,648.2464366,activated,2
2076.4,64,13,648.0232415,activated,2
2077.4,65,13,647.9296136,activated,2
2078.4,66,13,645.1608732,activated,2
2079.4,67,13,645.277551,activated,2
2080.4,68,13,641.5648271,activated,2
2081.4,69,13,644.9815949,activated,2
2082.4,70,13,644.077911,activated,2
2083.4,71,13,639.3169681,activated,2
2084.4,72,13,643.7348564,activated,2
2085.4,73,13,644.2200192,activated,2
2086.4,74,13,640.4532238,activated,2
2087.4,75,13,641.4826139,activated,2
2088.4,76,13,643.1486109,activated,2
2089.4,77,13,641.5192557,activated,2
2090.4,78,13,640.8307951,activated,2
2091.4,79,13,639.9623363,activated,2
2092.4,80,13,639.8991784,activated,2
2093.4,81,13,639.9813859,activated,2
2094.4,82,13,639.4151711,activated,2
2095.4,83,13,639.1229018,activated,2
2096.4,84,13,636.4417801,activated,2
2097.4,85,13,637.305507,activated,2
2098.4,86,13,635.464232,activated,2
2099.4,87,13,635.8951317,activated,2
2100.4,88,13,634.2229686,activated,2
2101.4,89,13,635.0371818,activated,2
2102.4,90,13,633.8046622,activated,2
2103.4,91,13,630.931489,activated,2
2104.4,92,13,629.5347287,activated,2
2105.4,93,13,630.8878683,activated,2
2230.2,0,14,446.6001179,dark,3
2231.2,1,14,451.1362044,dark,3
2232.2,2,14,447.8945823,dark,3
2233.2,3,14,439.0430435,dark,3
2234.2,4,14,434.1422883,dark,3
2235.2,5,14,435.3426687,dark,3
2236.2,6,14,433.0896128,dark,3
2237.2,7,14,431.5204818,dark,3
2238.2,8,14,432.1003348,dark,3
2239.2,9,14,429.845555,dark,3
2240.2,10,14,428.4456172,dark,3
2241.2,11,14,427.7357217,dark,3
2242.2,12,14,430.968635,dark,3
2243.2,13,14,429.5611785,dark,3
2244.2,14,14,425.812288,dark,3
2245.2,15,14,425.8217865,dark,3
2246.2,16,14,416.8302395,dark,3
2247.2,17,14,423.3660813,dark,3
2248.2,18,14,423.8425074,dark,3
2249.2,19,14,423.6262332,dark,3
2250.2,20,14,424.3228042,dark,3
2251.2,21,14,423.8494923,dark,3
2252.2,22,14,421.4213927,dark,3
2253.2,23,14,416.7213071,dark,3
2254.2,24,14,423.1585714,dark,3
2255.2,25,14,419.3312127,dark,3
2256.2,26,14,416.868556,dark,3
2257.2,27,14,422.6493566,dark,3
2258.2,28,14,420.9643195,dark,3
2259.2,29,14,421.0815158,dark,3
2260.2,30,14,415.9843731,dark,3
2261.2,31,14,418.5474647,dark,3
2262.2,32,14,416.3314685,dark,3
2263.2,33,14,414.8010544,dark,3
2264.2,34,14,417.4453058,dark,3
2265.2,35,14,417.4334383,dark,3
2266.2,36,14,419.3307233,dark,3
2267.2,37,14,419.4571511,dark,3
2268.2,38,14,418.2955544,dark,3
2269.2,39,14,415.7886752,dark,3
2270.2,40,14,418.5260764,dark,3
2271.2,41,14,416.3925525,dark,3
2272.2,42,14,418.3429245,dark,3
2273.2,43,14,416.9184954,dark,3
2274.2,44,14,414.0527089,dark,3
2275.2,45,14,416.5074687,dark,3
2276.2,46,14,415.0195309,dark,3
2277.2,47,14,413.9246572,dark,3
2278.2,48,14,414.3703522,dark,3
2279.2,49,14,414.8360342,dark,3
2280.2,50,14,414.5732018,dark,3
2281.2,51,14,416.8123547,dark,3
2282.2,52,14,413.590675,dark,3
2283.2,53,14,412.9161152,dark,3
2284.2,54,14,413.3255514,dark,3
2285.2,55,14,410.3639791,dark,3
2286.2,56,14,414.5100824,dark,3
2287.2,57,14,408.1169738,dark,3
2288.2,58,14,411.5408802,dark,3
2289.2,59,14,414.6024758,dark,3
2290.2,60,14,406.9609828,dark,3
2291.2,61,14,412.0401517,dark,3
2292.2,62,14,416.1659567,dark,3
2293.2,63,14,411.8977855,dark,3
2294.2,64,14,408.7496469,dark,3
2295.2,65,14,408.4601986,dark,3
2296.2,66,14,408.080359,dark,3
2297.2,67,14,410.7920453,dark,3
2298.2,68,14,403.4500995,dark,3
2299.2,69,14,411.4112269,dark,3
2230.2,0,14,962.1165617,activated,3
2231.2,1,14,952.1450867,activated,3
2232.2,2,14,926.8269225,activated,3
2233.2,3,14,890.1780997,activated,3
2234.2,4,14,871.3603449,activated,3
2235.2,5,14,851.8483816,activated,3
2236.2,6,14,838.9643801,activated,3
2237.2,7,14,827.339269,activated,3
2238.2,8,14,817.853787,activated,3
2239.2,9,14,804.9468807,activated,3
2240.2,10,14,795.7278021,activated,3
2241.2,11,14,788.9752141,activated,3
2242.2,12,14,786.1804047,activated,3
2243.2,13,14,779.9183325,activated,3
2244.2,14,14,771.3226812,activated,3
2245.2,15,14,766.3127123,activated,3
2246.2,16,14,752.9354603,activated,3
2247.2,17,14,755.5678405,activated,3
2248.2,18,14,754.4634134,activated,3
2249.2,19,14,754.1862107,activated,3
2250.2,20,14,748.214875,activated,3
2251.2,21,14,746.5537492,activated,3
2252.2,22,14,745.1984614,activated,3
2253.2,23,14,742.5668941,activated,3
2254.2,24,14,742.1750631,activated,3
2255.2,25,14,737.4796005,activated,3
2256.2,26,14,736.421401,activated,3
2257.2,27,14,738.1885041,activated,3
2258.2,28,14,733.9520945,activated,3
2259.2,29,14,733.01347,activated,3
2260.2,30,14,728.9438616,activated,3
2261.2,31,14,729.2436497,activated,3
2262.2,32,14,723.3177229,activated,3
2263.2,33,14,724.0846402,activated,3
2264.2,34,14,724.2419079,activated,3
2265.2,35,14,724.9464278,activated,3
2266.2,36,14,724.9160507,activated,3
2267.2,37,14,722.4654687,activated,3
2268.2,38,14,723.0604987,activated,3
2269.2,39,14,723.1708944,activated,3
2270.2,40,14,720.278689,activated,3
2271.2,41,14,719.8936337,activated,3
2272.2,42,14,715.8821029,activated,3
2273.2,43,14,717.4936685,activated,3
2274.2,44,14,709.957918,activated,3
2275.2,45,14,713.89177,activated,3
2276.2,46,14,711.9849334,activated,3
2277.2,47,14,711.5760908,activated,3
2278.2,48,14,710.798624,activated,3
2279.2,49,14,712.0700554,activated,3
2280.2,50,14,708.4180335,activated,3
2281.2,51,14,710.5660986,activated,3
2282.2,52,14,708.1750341,activated,3
2283.2,53,14,706.4535838,activated,3
2284.2,54,14,706.824124,activated,3
2285.2,55,14,704.5533544,activated,3
2286.2,56,14,707.5889569,activated,3
2287.2,57,14,703.5117253,activated,3
2288.2,58,14,703.948309,activated,3
2289.2,59,14,704.0340639,activated,3
2290.2,60,14,699.2788748,activated,3
2291.2,61,14,702.8912358,activated,3
2292.2,62,14,707.1709293,activated,3
2293.2,63,14,702.2150318,activated,3
2294.2,64,14,699.9727465,activated,3
2295.2,65,14,703.8649752,activated,3
2296.2,66,14,700.9373646,activated,3
2297.2,67,14,703.3505385,activated,3
2298.2,68,14,694.2201237,activated,3
2299.2,69,14,702.312213,activated,3
2376,0,15,424.0351466,dark,4
2377,1,15,419.1296978,dark,4
2378,2,15,417.3090792,dark,4
2379,3,15,411.1502186,dark,4
2380,4,15,411.9608938,dark,4
2381,5,15,408.9097532,dark,4
2382,6,15,410.7343981,dark,4
2383,7,15,404.4501552,dark,4
2384,8,15,405.0686583,dark,4
2385,9,15,406.5330835,dark,4
2386,10,15,404.1780022,dark,4
2387,11,15,397.9369918,dark,4
2388,12,15,403.9849737,dark,4
2389,13,15,400.0110223,dark,4
2390,14,15,402.677663,dark,4
2391,15,15,400.3404442,dark,4
2392,16,15,400.614855,dark,4
2393,17,15,401.8500929,dark,4
2394,18,15,399.7283142,dark,4
2395,19,15,404.1037938,dark,4
2396,20,15,407.753117,dark,4
2397,21,15,406.1198212,dark,4
2398,22,15,407.6457529,dark,4
2399,23,15,412.7892981,dark,4
2400,24,15,413.224705,dark,4
2401,25,15,415.7248218,dark,4
2402,26,15,417.4964687,dark,4
2403,27,15,413.1524764,dark,4
2404,28,15,420.5991725,dark,4
2405,29,15,418.5616234,dark,4
2406,30,15,421.7357328,dark,4
2407,31,15,420.0859869,dark,4
2408,32,15,417.1429112,dark,4
2409,33,15,420.6215396,dark,4
2410,34,15,418.5782958,dark,4
2411,35,15,419.3911955,dark,4
2412,36,15,417.1574815,dark,4
2413,37,15,420.0502286,dark,4
2414,38,15,417.4517012,dark,4
2415,39,15,418.7821686,dark,4
2416,40,15,422.9251132,dark,4
2417,41,15,419.799019,dark,4
2418,42,15,422.2839204,dark,4
2419,43,15,418.3258294,dark,4
2420,44,15,419.3932977,dark,4
2421,45,15,423.6400694,dark,4
2422,46,15,417.2757566,dark,4
2423,47,15,419.200525,dark,4
2424,48,15,418.0421649,dark,4
2425,49,15,411.3666485,dark,4
2426,50,15,418.9738291,dark,4
2427,51,15,417.4265201,dark,4
2428,52,15,415.9057603,dark,4
2429,53,15,416.7683102,dark,4
2430,54,15,416.929095,dark,4
2431,55,15,415.8736834,dark,4
2432,56,15,417.0066289,dark,4
2433,57,15,417.2972116,dark,4
2434,58,15,418.0352912,dark,4
2435,59,15,416.9340222,dark,4
2436,60,15,414.703389,dark,4
2437,61,15,417.268972,dark,4
2438,62,15,414.6615467,dark,4
2439,63,15,413.9713933,dark,4
2440,64,15,412.2263956,dark,4
2441,65,15,412.6383788,dark,4
2442,66,15,415.3222258,dark,4
2443,67,15,412.0002336,dark,4
2444,68,15,412.6362433,dark,4
2445,69,15,410.8339988,dark,4
2376,0,15,962.2909107,activated,4
2377,1,15,938.0712283,activated,4
2378,2,15,914.8419949,activated,4
2379,3,15,884.6970593,activated,4
2380,4,15,869.5458879,activated,4
2381,5,15,856.6473249,activated,4
2382,6,15,843.720202,activated,4
2383,7,15,825.8106366,activated,4
2384,8,15,817.4713676,activated,4
2385,9,15,812.1208001,activated,4
2386,10,15,801.4857433,activated,4
2387,11,15,780.5618312,activated,4
2388,12,15,790.1603623,activated,4
2389,13,15,776.359265,activated,4
2390,14,15,779.180724,activated,4
2391,15,15,772.7772927,activated,4
2392,16,15,765.9437106,activated,4
2393,17,15,757.197155,activated,4
2394,18,15,748.5250036,activated,4
2395,19,15,744.8045229,activated,4
2396,20,15,748.9393619,activated,4
2397,21,15,741.7486109,activated,4
2398,22,15,740.6537289,activated,4
2399,23,15,741.5007751,activated,4
2400,24,15,744.9512236,activated,4
2401,25,15,743.6128836,activated,4
2402,26,15,744.7443145,activated,4
2403,27,15,741.420623,activated,4
2404,28,15,744.373362,activated,4
2405,29,15,742.659831,activated,4
2406,30,15,739.3540163,activated,4
2407,31,15,742.8915726,activated,4
2408,32,15,736.7820246,activated,4
2409,33,15,741.0931402,activated,4
2410,34,15,737.257648,activated,4
2411,35,15,739.8499492,activated,4
2412,36,15,734.5370627,activated,4
2413,37,15,733.2713908,activated,4
2414,38,15,732.3884054,activated,4
2415,39,15,733.754835,activated,4
2416,40,15,733.9270938,activated,4
2417,41,15,731.3032427,activated,4
2418,42,15,732.4429355,activated,4
2419,43,15,732.1847244,activated,4
2420,44,15,731.7167475,activated,4
2421,45,15,731.6808488,activated,4
2422,46,15,727.109728,activated,4
2423,47,15,728.7101344,activated,4
2424,48,15,725.5662844,activated,4
2425,49,15,722.8802857,activated,4
2426,50,15,726.5006125,activated,4
2427,51,15,724.3074811,activated,4
2428,52,15,724.7596598,activated,4
2429,53,15,719.2740616,activated,4
2430,54,15,721.9387523,activated,4
2431,55,15,722.8206288,activated,4
2432,56,15,718.7465614,activated,4
2433,57,15,719.81718,activated,4
2434,58,15,719.0998461,activated,4
2435,59,15,719.0951433,activated,4
2436,60,15,717.9682469,activated,4
2437,61,15,720.227625,activated,4
2438,62,15,717.8216855,activated,4
2439,63,15,714.1882428,activated,4
2440,64,15,711.9350422,activated,4
2441,65,15,714.2856853,activated,4
2442,66,15,716.3863617,activated,4
2443,67,15,711.536906,activated,4
2444,68,15,711.0346387,activated,4
2445,69,15,712.0814527,activated,4
2563.2,0,16,446.0063954,dark,5
2564.2,1,16,444.7852273,dark,5
2565.2,2,16,440.6079592,dark,5
2566.2,3,16,434.8327976,dark,5
2567.2,4,16,433.7449087,dark,5
2568.2,5,16,428.3091904,dark,5
2569.2,6,16,426.1556463,dark,5
2570.2,7,16,427.0917483,dark,5
2571.2,8,16,427.5679298,dark,5
2572.2,9,16,423.0394065,dark,5
2573.2,10,16,424.9471243,dark,5
2574.2,11,16,420.3906172,dark,5
2575.2,12,16,424.4090024,dark,5
2576.2,13,16,423.5160885,dark,5
2577.2,14,16,422.8101747,dark,5
2578.2,15,16,421.8095408,dark,5
2579.2,16,16,419.6474546,dark,5
2580.2,17,16,420.0115228,dark,5
2581.2,18,16,422.349153,dark,5
2582.2,19,16,411.9213872,dark,5
2583.2,20,16,410.5418924,dark,5
2584.2,21,16,406.8953609,dark,5
2585.2,22,16,400.9919808,dark,5
2586.2,23,16,400.3204017,dark,5
2587.2,24,16,397.622129,dark,5
2588.2,25,16,393.3684948,dark,5
2589.2,26,16,394.3111257,dark,5
2590.2,27,16,395.968368,dark,5
2591.2,28,16,391.2103349,dark,5
2592.2,29,16,391.8942709,dark,5
2593.2,30,16,390.8946824,dark,5
2594.2,31,16,391.2920953,dark,5
2595.2,32,16,388.9247795,dark,5
2596.2,33,16,390.1511528,dark,5
2597.2,34,16,394.492954,dark,5
2598.2,35,16,390.2272409,dark,5
2599.2,36,16,394.4603432,dark,5
2600.2,37,16,390.5857923,dark,5
2601.2,38,16,392.4928873,dark,5
2602.2,39,16,392.9456673,dark,5
2603.2,40,16,391.4059772,dark,5
2604.2,41,16,388.9877432,dark,5
2605.2,42,16,392.7228197,dark,5
2606.2,43,16,389.7787096,dark,5
2607.2,44,16,386.7175811,dark,5
2608.2,45,16,386.977455,dark,5
2609.2,46,16,390.3701965,dark,5
2610.2,47,16,392.3755019,dark,5
2611.2,48,16,392.1426665,dark,5
2612.2,49,16,390.1770123,dark,5
2613.2,50,16,390.4993382,dark,5
2614.2,51,16,388.3881146,dark,5
2615.2,52,16,389.3253289,dark,5
2616.2,53,16,387.1331124,dark,5
2617.2,54,16,384.7235761,dark,5
2618.2,55,16,388.1327231,dark,5
2619.2,56,16,387.6647944,dark,5
2620.2,57,16,388.2099456,dark,5
2621.2,58,16,388.4173998,dark,5
2622.2,59,16,390.1424663,dark,5
2623.2,60,16,388.1363601,dark,5
2624.2,61,16,386.7753729,dark,5
2625.2,62,16,384.6521928,dark,5
2626.2,63,16,385.7941363,dark,5
2627.2,64,16,386.3228153,dark,5
2628.2,65,16,387.8109978,dark,5
2629.2,66,16,383.1036937,dark,5
2630.2,67,16,388.1106897,dark,5
2631.2,68,16,387.5273332,dark,5
2632.2,69,16,384.5888509,dark,5
2563.2,0,16,1099.841635,activated,5
2564.2,1,16,1071.764113,activated,5
2565.2,2,16,1037.562685,activated,5
2566.2,3,16,1003.344854,activated,5
2567.2,4,16,976.3377943,activated,5
2568.2,5,16,952.9963248,activated,5
2569.2,6,16,938.6204662,activated,5
2570.2,7,16,920.3794583,activated,5
2571.2,8,16,910.0776149,activated,5
2572.2,9,16,883.8963741,activated,5
2573.2,10,16,882.66501,activated,5
2574.2,11,16,865.9088281,activated,5
2575.2,12,16,866.7613551,activated,5
2576.2,13,16,864.3311116,activated,5
2577.2,14,16,851.7187215,activated,5
2578.2,15,16,847.0811798,activated,5
2579.2,16,16,843.0413273,activated,5
2580.2,17,16,837.9470201,activated,5
2581.2,18,16,837.0236015,activated,5
2582.2,19,16,819.7581734,activated,5
2583.2,20,16,803.7241676,activated,5
2584.2,21,16,784.7296601,activated,5
2585.2,22,16,770.4973786,activated,5
2586.2,23,16,762.7831277,activated,5
2587.2,24,16,752.4714837,activated,5
2588.2,25,16,742.2808546,activated,5
2589.2,26,16,741.0470404,activated,5
2590.2,27,16,737.4550237,activated,5
2591.2,28,16,733.3133161,activated,5
2592.2,29,16,728.5603275,activated,5
2593.2,30,16,725.3451389,activated,5
2594.2,31,16,721.4778704,activated,5
2595.2,32,16,720.8864517,activated,5
2596.2,33,16,721.5720498,activated,5
2597.2,34,16,719.7601242,activated,5
2598.2,35,16,719.5089732,activated,5
2599.2,36,16,716.0601794,activated,5
