parameter,dimension,meanmode,median,hpd_min,hpd_max,mass_fraction,mean,mode
kon,6,,0.22995989098856578,0.2212816930356373,0.24261841172594104,0.95,0.23113869532098402,0.2325338191303352
kon,7,,95.08979863761144,0.3221895724521197,184.0100547956083,0.95,95.61257122328351,46.666179950389655
kon,8,,93.61839985506032,0.15755268480759485,185.24734735146055,0.95,93.5952325933234,48.554258360780544
kon,9,,95.26837519763724,1.2325100826894348e-05,184.5312127225286,0.95,93.9975934507382,45.418571903183135
kon,10,,0.3513105145863185,0.289964506300579,0.39493544463744434,0.95,0.35142017575674134,0.32772168769069265
kon,11,,0.6294273413353775,0.4089681769719261,0.9246319568266793,0.95,0.6675546938046669,0.6986474512739191
kon,12,,0.21039140825596836,0.19077708733759466,0.22547554892103422,0.95,0.21072223508845733,0.21769627958753227
kon,13,,0.20747855264667253,0.19087946324038713,0.23340468888221422,0.95,0.2085718358561706,0.21757474274746572
kon,14,,0.28924945053974443,0.2728353169193625,0.31038466872240966,0.95,0.291170231014427,0.2837152225573548
kon,15,,0.21106417485886175,0.19804111455313222,0.2306775016029309,0.95,0.21135511808725704,0.20845326476837608
kon,16,,0.15621142387158135,0.1396009349773936,0.169590187498976,0.95,0.15475380148263576,0.15790161530550392
kon,17,,0.22413337825845622,0.2036028907509273,0.2461785578231526,0.95,0.22455363162182504,0.22166388417369062
kon,18,,0.26663620824674905,0.2520494453126466,0.28024311046435924,0.95,0.26660469691164196,0.26119434876250813
kon,19,,0.3318933033921353,0.305809741003142,0.36197199838484634,0.95,0.3322788194830423,0.33086791627219325
kon,20,,0.4461221671783371,0.4129097489791907,0.4940383433342035,0.95,0.45125418331428546,0.4933196672421314
kon,21,,0.30315034697643184,0.25159579336291577,0.34217524258408283,0.95,0.30011209330694094,0.3070971208174186
kon,22,,0.42086126795219003,0.3809317386232168,0.45992386799943236,0.95,0.4197054084042732,0.4090231576465483
kon,23,,0.4125197680346049,0.3833579704738277,0.46005095837279775,0.95,0.4147405262958767,0.43020731408719987
kon,24,,0.6128199323155733,0.5853554511032536,0.6530609366678979,0.95,0.6130647790969675,0.6272319787261541
kon,25,,0.5434010739004163,0.4907091213713273,0.5793151747211416,0.95,0.5430299122919695,0.5313893558241195
kon,26,,0.8576744803623941,0.7655718797039214,0.9377757443117162,0.95,0.8510687290144385,0.8082389056530129
kon,27,,0.6277061191779773,0.5438185376493747,0.7193962471182336,0.95,0.6307882465626067,0.5764517182378882
kon,28,,0.6242834956324484,0.5703331530692233,0.6886936986002488,0.95,0.6280457846743854,0.5896671689283014
kon,29,,1.0047716659876207,0.8941367223792773,1.0919682479611383,0.95,1.0036895953443694,0.8941367223792773
kon,30,,0.7296706321165987,0.6300572093039536,0.8085164116448934,0.95,0.7242148597932351,0.7732873517818811
kon,31,,0.6623959186563557,0.5938088209000203,0.7606392785159687,0.95,0.6701171386694038,0.701199852504463
kon,32,,1.0606503767029762,0.6314994422901644,1.7314452215277527,0.95,1.0922511552321355,0.8749932172998495
kon,33,,0.8509279802735263,2.744086840278585e-07,2.171358106525574,0.95,1.0227792550516261,0.7136348331368432
kon,34,,88.41083793069785,0.1261489243081589,180.53838671837255,0.95,92.85904531491606,111.4224538537339
kon,35,,88.30331254425683,0.5279429751168185,180.84835504685336,0.95,92.4898578586277,96.76113835626353
saturation,1,,1582.3231203960108,1575.5640782130706,1592.4295626083106,0.95,1582.73351231151,1588.0844470715408
saturation,2,,1383.9772834320202,1376.5153200416748,1390.1283135213857,0.95,1383.9839119559642,1385.4237160412963
saturation,3,,1034.0719009323147,1027.758688791571,1039.9045970899485,0.95,1034.2157283180927,1037.07148904275
saturation,4,,1067.0373868453373,1061.942801780637,1072.0451130822428,0.95,1067.1859657195528,1065.290569349818
saturation,5,,354.21231635797835,351.7938830184683,358.01137020866116,0.95,354.47778257612225,356.5818818742073
saturation,6,,307.0205366486525,302.90690210611575,309.93724332907794,0.95,306.78617991198576,307.648638889159
saturation,7,,64.9788033959205,51.254571563498544,73.66183491082974,0.95,63.5126975925061,69.15621847129587
saturation,8,,0.1679984149701379,0.000157851555976587,0.49691656676543905,0.95,0.20862032724664112,0.12626351234911246
saturation,9,,0.4457393974840669,0.0002634421653517284,1.2621885606036658,0.95,0.6312914626031686,0.03317877853375268
saturation,10,,103.28677996656754,99.99577827052106,106.4472545422931,0.95,103.06388929516726,105.1443615142466
saturation,11,,82.8485549931582,80.13068919412358,86.60666478840726,0.95,83.21755703271035,83.60533632363773
saturation,12,,200.69687919045862,197.33581039648118,205.16220621481278,0.95,200.90349014312844,198.69674847372403
saturation,13,,236.84361594873323,228.7856013629351,242.68116118871032,0.95,236.27321993160825,235.58085769379971
saturation,14,,280.2254886930106,275.7466685532914,284.2123815187481,0.95,280.0420375946757,282.07546229220844
saturation,15,,321.0792351904203,312.9649345445575,327.3208192376205,0.95,320.64934714860993,325.39239066519747
saturation,16,,417.76197145553,407.16101126327317,436.59872739429676,0.95,418.72771809161287,413.03021314050517
saturation,17,,284.86233682841146,276.79573091329576,290.9506375751465,0.95,284.04025509593447,290.4084355531496
saturation,18,,486.9105815227943,482.29225631461424,493.7942213491901,0.95,487.60413088653314,490.53145746216734
saturation,19,,392.64519010329025,387.20725190661483,400.61511737042,0.95,393.2760212149844,392.30610603787613
saturation,20,,652.207092265657,638.6879351361516,663.0027066901644,0.95,651.8872570301501,642.372846871129
saturation,21,,396.47999824200485,381.54249020690764,416.7029079817127,0.95,397.33362445856443,396.622924138221
saturation,22,,492.9184257059064,480.56718379661555,504.3397620107343,0.95,492.57349864545677,494.1703244147109
saturation,23,,535.1884643583318,521.1310712587973,546.0904093850781,0.95,535.4477520937141,534.4356086080675
saturation,24,,829.3394592319494,818.6964811592039,836.8718348339335,0.95,829.1081892945804,823.5373409143143
saturation,25,,850.8680660149603,831.3903302295057,864.3306816687601,0.95,848.8213481559376,846.458288212778
saturation,26,,1024.3160540767535,1003.8303735016617,1044.0882893199694,0.95,1025.015017204263,1023.8423393898087
saturation,27,,770.8663898753638,744.8153362241528,793.7386668162312,0.95,768.0605616497438,770.3378068540804
saturation,28,,1124.6704121949497,1096.7897521010127,1147.0211367529819,0.95,1122.099973376249,1120.3737254821526
saturation,29,,893.7468406234163,881.3680629123108,906.6134259485515,0.95,894.0253278181536,910.2785009837174
saturation,30,,557.853954908813,543.7834543409557,567.9239501487987,0.95,556.8652854319281,555.4713905523406
saturation,31,,599.8673297382143,584.1959255055546,610.9827213421519,0.95,599.9819344270411,594.4537544406337
saturation,32,,265.1341683906485,254.51622640220347,275.1789390646371,0.95,265.65931921846794,264.0214995151847
saturation,33,,1.1938093087824626,0.0008139610612046481,383.0821983172797,0.95,40.86101182880241,1.3371230863896917
saturation,34,,1.8688745545034018,0.0029275643353000136,5.0666196930221865,0.95,1.9870885614894793,1.2094965543669651
saturation,35,,0.5729121483904429,0.00030511154502744164,2.9113639145983305,0.95,0.925496901137263,1.2327344352091725
sigma,1,,17.417655623799202,14.002908855265952,22.542509763078318,0.95,17.85401645154539,16.74241241631763
sigma,2,,13.571714972163806,10.504877427235852,18.055506820702888,0.95,14.118302295282817,11.619335248102168
sigma,3,,13.407606740906228,10.296007803332094,16.844922434424326,0.95,13.466878639812801,16.527402908629014
sigma,4,,11.872797017146057,8.831777838150519,14.799281893351647,0.95,11.68138007848448,11.472147512218829
sigma,5,,8.344956607021103,6.687604621571705,10.13207868152581,0.95,8.491819414815009,9.177128837725068
sigma,6,,6.684104716017385,5.054222154665161,8.179858951077463,0.95,6.636447091475756,6.38898968416185
sigma,7,,30.156181829033933,24.627604170438282,34.4771163504022,0.95,29.76973584777038,26.05468157027796
sigma,8,,14.065986816863532,12.648355969753878,16.4350682166578,0.95,14.33460828756012,13.894593294447066
sigma,9,,37.486441391952546,33.50503759372462,43.38201271079925,0.95,38.037046770239044,37.43289113675936
sigma,10,,7.2996898757472035,5.430091308214649,8.690946191142768,0.95,7.29094065007274,6.188772878999933
sigma,11,,14.218716692909478,11.87669846075192,16.229085269152552,0.95,14.117506745711108,13.368450214459417
sigma,12,,9.17499068615447,7.609376177643515,11.672314153027795,0.95,9.436252410410875,8.906282577362687
sigma,13,,11.168023235540446,9.11351821211841,14.409298076584959,0.95,11.383141176877968,12.023739670448713
sigma,14,,7.775235120176038,6.0802043286907885,10.046862479007132,0.95,7.8854835571124315,7.0491718586719285
sigma,15,,10.331727335563954,8.33620628693714,13.57929721035399,0.95,10.695367871928958,10.739415817298198
sigma,16,,16.581205313105556,13.804939368222549,21.089845732761688,0.95,17.134294493630463,14.554823432231247
sigma,17,,13.280020827950983,10.94826819171608,16.462897944494014,0.95,13.54870401598438,14.747674605455328
sigma,18,,11.993945136407472,9.2138659564704,14.440548550503452,0.95,11.785666051659216,13.708217929787484
sigma,19,,14.081254238413107,11.914253348675308,18.475711925249534,0.95,14.386307335230086,12.617148128544594
sigma,20,,24.859573820638836,19.17233078938215,29.647021979110487,0.95,24.8807755141656,24.12108821259967
sigma,21,,22.426048155521865,18.254280045215786,29.63571469621177,0.95,23.038525157108907,20.764065911109324
sigma,22,,16.192015613232368,12.813276148099488,22.086078321198155,0.95,16.949991345352537,13.724261681335339
sigma,23,,19.005434137877536,13.898010020547286,24.012757953143833,0.95,18.904640948780234,16.988412866391382
sigma,24,,15.056399644516645,10.540447762781671,19.186490977640812,0.95,14.997848575712066,12.813036932880426
sigma,25,,23.373429948756133,17.56392315321397,29.43700607235291,0.95,23.86136701161874,20.584481732407728
sigma,26,,28.747548535759908,22.09401826736672,36.74644373794104,0.95,29.18610528265465,26.125225893184847
sigma,27,,32.29046490406387,26.63955493327396,41.41004023412623,0.95,33.2838769900881,36.555505382716845
sigma,28,,31.14811769711903,23.31243936219396,38.223792705551155,0.95,31.331241176223923,31.38384520162258
sigma,29,,24.972802755452296,18.14565394751972,30.62395301794076,0.95,24.641902428888542,25.981011648608646
sigma,30,,23.788455529433676,17.51172436335791,28.941362647726475,0.95,23.490772148178912,19.879916770386114
sigma,31,,23.088346068808313,18.400562856003003,30.58545652044904,0.95,23.987003331989435,24.071300878387014
sigma,32,,30.653105387859185,25.473831215363212,38.92789320637714,0.95,31.505515595555664,31.32963653549732
sigma,33,,70.61581029687616,62.41143857151811,77.95232207595501,0.95,70.93245795958187,67.74757659267244
sigma,34,,41.00592389746376,36.05445500214017,48.286250946927574,0.95,41.4528928176468,44.459503299427524
sigma,35,,69.82278053387938,64.08265701126015,79.25692841148145,0.95,70.67789460566811,68.98462973097598
